base_p,n,B,G,rate_mode,utility_mode,instances,ratio_laminar_opt_min,ratio_laminar_opt_max,ratio_laminar_opt_mean,ratio_laminar_opt_median,ratio_laminar_opt_worst_instance,ratio_laminar_opt_best_instance,ratio_greedy_laminar_min,ratio_greedy_laminar_max,ratio_greedy_laminar_mean,ratio_greedy_laminar_median,ratio_greedy_laminar_worst_instance,ratio_greedy_laminar_best_instance,ratio_static_opt_min,ratio_static_opt_max,ratio_static_opt_mean,ratio_static_opt_median,ratio_static_opt_worst_instance,ratio_static_opt_best_instance,ratio_greedy_static_min,ratio_greedy_static_max,ratio_greedy_static_mean,ratio_greedy_static_median,ratio_greedy_static_worst_instance,ratio_greedy_static_best_instance
0.45,6,3,3,homogeneous,flat,3,0.9624736339500279,0.9624736339500279,0.962473633950028,0.9624736339500279,1284,1284,0.9303982177059142,0.9303982177059142,0.9303982177059144,0.9303982177059142,1284,1284,0.9234676209165414,0.9234676209165414,0.9234676209165414,0.9234676209165414,1284,1284,0.96969696969697,0.96969696969697,0.9696969696969701,0.96969696969697,1284,1284
0.45,6,3,3,homogeneous,log_uniform,3,0.9616640190397406,0.9760463381338491,0.9709200601125008,0.9750498231639123,1288,1287,0.9313674007019956,0.9598373008227787,0.9410777263757043,0.9320284776023384,1288,1289,0.9180342498425402,0.9760463381338491,0.9503660284219116,0.9570174972893456,1288,1287,0.9320284776023384,0.9779227580312669,0.9618606887694261,0.9756308306746728,1287,1289
0.5,4,2,2,beta_bimodal,flat,3,0.9925545171993061,1.0,0.9975181723997687,1.0,1304,1302,1.0,1.0,1.0,1.0,1302,1302,0.9162457319844446,0.972177147337405,0.9436770440424871,0.9426082528056118,1303,1302,1.0286191181707944,1.0914102681102336,1.0576722280954527,1.0529872980053299,1302,1303
0.5,4,2,2,beta_bimodal,log_uniform,3,0.9936157219814201,1.0,0.99787190732714,1.0,1305,1306,0.9846748514519685,1.0,0.9948916171506562,1.0,1306,1305,0.9492862730570117,1.0000000000000002,0.9709392221156969,0.9635313932900791,1305,1306,0.9846748514519683,1.0466976613721097,1.0230738054365383,1.0378489034855367,1306,1305
0.5,4,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,1296,1296,1.0,1.0,1.0,1.0,1296,1296,1.0,1.0,1.0,1.0,1296,1296,1.0,1.0,1.0,1.0,1296,1296
0.5,4,2,2,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1299,1299,1.0,1.0,1.0,1.0,1299,1299,1.0,1.0,1.0,1.0,1299,1299,1.0,1.0,1.0,1.0,1299,1299
0.5,4,2,3,beta_bimodal,flat,3,0.9999093571517178,1.0,0.9999697857172393,1.0,1316,1314,0.8885922382345947,0.9868894262633064,0.9246750140348136,0.8985433776065398,1315,1316,0.9234138740372718,0.9872862775253571,0.9461355749051914,0.9277065731529454,1314,1316,0.957837600756223,0.9995074318952294,0.9768039420951297,0.9730667936339364,1315,1316
0.5,4,2,3,beta_bimodal,log_uniform,3,0.9582909342365309,1.0,0.9860969780788436,1.0,1318,1317,0.9579868524124601,0.9876836831576258,0.9681440198089303,0.9587615238567051,1318,1317,0.9587615238567052,0.9935085032336471,0.9799845700826593,0.9876836831576256,1319,1318,0.9240284434372409,1.0000000000000002,0.9746761478124136,0.9999999999999999,1318,1317
0.5,4,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,1308,1308,1.0,1.0,1.0,1.0,1308,1308,1.0,1.0,1.0,1.0,1308,1308,1.0,1.0,1.0,1.0,1308,1308
0.5,4,2,3,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1311,1311,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1312,1313,0.9999999999999997,1.0,0.9999999999999999,0.9999999999999998,1313,1311,0.9999999999999999,1.0000000000000004,1.0000000000000002,1.0,1311,1313
0.5,4,3,2,beta_bimodal,flat,3,0.9468734802755171,0.9922455253338966,0.9627470546361824,0.9491221582991335,1326,1328,0.926992836804471,1.0,0.957311259508084,0.9449409417197812,1327,1328,0.8798294419956959,0.9354212977168994,0.9033300859512097,0.8947395181410338,1327,1328,0.9999999999999999,1.0607472031647016,1.0202490677215672,1.0,1326,1328
0.5,4,3,2,beta_bimodal,log_uniform,3,0.9991271902212927,1.0,0.9997090634070975,1.0,1330,1329,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999998,1329,1330,0.989222795354049,1.0,0.9964075984513497,0.9999999999999998,1330,1329,0.9999999999999998,1.0100122994675824,1.0033374331558607,1.0,1329,1330
0.5,4,3,2,homogeneous,flat,3,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1320,1320,0.9230769230769231,0.9230769230769231,0.923076923076923,0.9230769230769231,1320,1320,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1320,1320,1.0,1.0,1.0,1.0,1320,1320
0.5,4,3,2,homogeneous,log_uniform,3,0.9846784696104915,0.9934013616254893,0.988647464823945,0.9878625632358544,1323,1325,0.9770656506877915,0.9996710754647976,0.9882058321395264,0.9878807702659902,1323,1325,0.9620955096282335,0.9930746075443472,0.9770201823529839,0.9758904298863711,1323,1325,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1325,1323
0.5,4,3,3,beta_bimodal,flat,3,0.9910057561021157,0.9990145086695811,0.9941793585631283,0.9925178109176882,1338,1340,0.9597490829547697,0.9973259388250083,0.9780213432184247,0.9769890078754958,1338,1340,0.9511168656219035,0.9963430827586941,0.9723796465892761,0.969678991387231,1338,1340,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1338,1338
0.5,4,3,3,beta_bimodal,log_uniform,3,0.9844934287570754,1.0,0.9935916677025082,0.996281574350449,1342,1343,0.9800356668251452,0.9999489007283239,0.9924624153661719,0.9974026785450466,1342,1343,0.9648386739369139,1.0,0.9861775282597093,0.9936939108422138,1342,1343,0.9999489007283239,1.0,0.9999829669094412,1.0,1343,1341
0.5,4,3,3,homogeneous,flat,3,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1332,1332,0.9230769230769231,0.9230769230769231,0.923076923076923,0.9230769230769231,1332,1332,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1332,1332,1.0,1.0,1.0,1.0,1332,1332
0.5,4,3,3,homogeneous,log_uniform,3,0.9806375471606354,0.9949694576663789,0.987100907599876,0.9856957179726136,1335,1337,0.9717121018656206,0.990768339653263,0.9797024697955994,0.9766269678679145,1336,1337,0.9577170742609203,0.9857842375778259,0.967104589916619,0.9578124579111104,1335,1337,0.9999999999999999,1.0,1.0,1.0,1337,1335
0.5,5,2,2,beta_bimodal,flat,3,0.9701004047561119,0.9828665167367313,0.9758858845303302,0.9746907320981474,1351,1350,1.0,1.0,1.0,1.0,1350,1350,0.9645909574688389,0.9924238895085413,0.9753615253367354,0.9690697290328258,1351,1352,0.982131468621563,1.014237146503044,1.0006934359957942,1.005711692862776,1352,1350
0.5,5,2,2,beta_bimodal,log_uniform,3,0.9477326189115292,1.0,0.9825775396371764,1.0,1353,1354,1.0,1.0,1.0,1.0,1353,1353,0.9621915528371254,0.9916764844977457,0.9786741135372786,0.9821543032769651,1355,1354,0.9649528752757202,1.0392940959119754,1.0042134497003763,1.008393377913433,1353,1355
0.5,5,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,1344,1344,1.0,1.0,1.0,1.0,1344,1344,1.0,1.0,1.0,1.0,1344,1344,1.0,1.0,1.0,1.0,1344,1344
0.5,5,2,2,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1347,1347,1.0,1.0,1.0,1.0,1347,1347,1.0,1.0000000000000002,1.0,1.0000000000000002,1347,1348,0.9999999999999999,1.0,1.0,0.9999999999999999,1348,1347
0.5,5,2,3,beta_bimodal,flat,3,1.0,1.0,1.0,1.0,1362,1362,0.8209446656329333,0.8554490141298964,0.8407920352542706,0.8459824259999821,1362,1364,0.9610081039443767,0.991395497401221,0.9767962267983691,0.9779850790495096,1364,1362,0.8280697943302181,0.8901579608109214,0.8610845526709906,0.8650259028718321,1362,1364
0.5,5,2,3,beta_bimodal,log_uniform,3,0.9798603428161261,1.0,0.9932867809387087,1.0,1365,1366,0.9346951914382328,0.972568956392225,0.9537441158905402,0.9539681998411629,1367,1366,0.9346951914382328,0.9809106871872868,0.9627524231726429,0.9726513908924092,1367,1366,0.9610386784872685,1.0,0.9841782036285259,0.9914959323983091,1365,1367
0.5,5,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,1356,1356,1.0,1.0,1.0,1.0,1356,1356,1.0,1.0,1.0,1.0,1356,1356,1.0,1.0,1.0,1.0,1356,1356
0.5,5,2,3,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1359,1359,0.9999999999999999,1.0,1.0,1.0,1361,1359,0.9999999999999996,1.0000000000000002,0.9999999999999999,1.0,1361,1360,0.9999999999999999,1.0000000000000002,1.0,1.0,1360,1361
0.5,5,3,2,beta_bimodal,flat,3,0.9543949229870696,0.9985161957425561,0.97855964477223,0.9827678155870645,1376,1374,1.0,1.0,1.0,1.0,1374,1374,0.9227562482498486,0.9873817039665429,0.9589412941342369,0.9666859301863195,1376,1374,1.0112767855949563,1.0342871422406825,1.0207333431627557,1.016636101652628,1374,1376
0.5,5,3,2,beta_bimodal,log_uniform,3,0.9455496642098336,0.9885336811958026,0.9714128517654518,0.9801552098907189,1379,1378,0.9543056762370878,0.9700991437373988,0.9622149411058318,0.9622400033430089,1379,1377,0.9468860836605802,0.9866023304930607,0.9682871795714519,0.9713731245607147,1379,1378,0.952958784895364,0.9788697111367374,0.9653173863099842,0.9641236628978512,1379,1377
0.5,5,3,2,homogeneous,flat,3,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1368,1368,0.9230769230769231,0.9230769230769231,0.923076923076923,0.9230769230769231,1368,1368,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1368,1368,1.0,1.0,1.0,1.0,1368,1368
0.5,5,3,2,homogeneous,log_uniform,3,0.9778800990347444,1.0,0.9894376094191032,0.9904327292225653,1372,1371,0.9739991869237895,1.0,0.9872768843874568,0.9878314662385809,1372,1371,0.9524544213687957,0.9999999999999998,0.9769450121624671,0.978380615118606,1372,1371,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1373,1371
0.5,5,3,3,beta_bimodal,flat,3,0.9646745364113585,0.9970686283773702,0.981245450368523,0.9819931863168401,1388,1386,0.9520206469670243,0.9670557558206693,0.9603313327789008,0.9619175955490087,1386,1388,0.9401647710111453,0.9843361807260074,0.9593911461678726,0.9536724867664651,1388,1386,0.9643350912472131,0.9922665597509195,0.9823615988879881,0.9904831456658316,1386,1388
0.5,5,3,3,beta_bimodal,log_uniform,3,0.9849595531809343,0.9933138925251426,0.989789454775965,0.9910949186218181,1391,1390,0.9615511651549393,0.9764164398740321,0.9691777548180013,0.9695656594250325,1390,1389,0.9677213720179592,0.9821148614351471,0.9734368003865246,0.9704741677064672,1389,1390,0.9725157089329001,1.0,0.9855177311184552,0.9840374844224656,1390,1389
0.5,5,3,3,homogeneous,flat,3,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1380,1380,0.9230769230769231,0.9230769230769231,0.923076923076923,0.9230769230769231,1380,1380,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1380,1380,1.0,1.0,1.0,1.0,1380,1380
0.5,5,3,3,homogeneous,log_uniform,3,0.9823509827148741,0.990542344771104,0.9855982172497835,0.9839013242633722,1385,1384,0.9756186188187028,0.9937260882124841,0.9870833577026016,0.9919053660766181,1383,1385,0.9599124510317241,0.9825242671045735,0.9728748391470797,0.9761877993049414,1383,1384,0.9999999999999999,1.0,1.0,1.0,1383,1384
0.5,6,2,2,beta_bimodal,flat,3,0.9643088887967344,0.9996972214334523,0.9866714997315951,0.9960083889645985,1398,1400,1.0,1.0,1.0,1.0,1398,1398,0.9758051442374839,0.9999714204681853,0.9906887358025539,0.9962896427019922,1398,1400,0.988218697648153,0.999725793128563,0.9958873965336984,0.9997176988243792,1398,1400
0.5,6,2,2,beta_bimodal,log_uniform,3,0.9903446962541745,1.0,0.9967815654180582,1.0,1401,1402,0.9066720662727273,0.9710438258752205,0.9281852963530631,0.9068399969112417,1402,1403,0.9482930636391208,0.9999999999999998,0.9812624547783931,0.9954943006960588,1402,1403,0.9021489933837407,0.9710438258752206,0.9431007939459968,0.9561095625790292,1401,1403
0.5,6,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,1392,1392,1.0,1.0,1.0,1.0,1392,1392,1.0,1.0,1.0,1.0,1392,1392,1.0,1.0,1.0,1.0,1392,1392
0.5,6,2,2,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1395,1395,1.0,1.0,1.0,1.0,1395,1395,0.9999999999999999,1.0000000000000004,1.0000000000000002,1.0000000000000002,1397,1395,0.9999999999999997,1.0000000000000002,1.0,0.9999999999999998,1395,1397
0.5,6,2,3,beta_bimodal,flat,3,1.0,1.0,1.0,1.0,1410,1410,0.834130375039423,0.99425892155741,0.9134543479664924,0.9119737473026441,1411,1412,0.942889621010056,0.9992014454466448,0.9712710464757269,0.9717220729704801,1411,1412,0.8846532578711319,0.9950535260814946,0.9394065773046605,0.938512947961355,1411,1412
0.5,6,2,3,beta_bimodal,log_uniform,3,0.9950680737593876,1.0,0.9983560245864626,1.0,1413,1414,0.8141525721004342,1.0,0.9190186166979718,0.9429032779934814,1413,1415,0.971867748169456,0.9999999999999999,0.9886188418986271,0.9939887775264258,1413,1414,0.8335879374453462,1.0060475757971163,0.9275129304119814,0.9429032779934815,1413,1415
0.5,6,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,1404,1404,1.0,1.0,1.0,1.0,1404,1404,1.0,1.0,1.0,1.0,1404,1404,1.0,1.0,1.0,1.0,1404,1404
0.5,6,2,3,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1407,1407,0.9999999999999999,1.0,1.0,1.0,1408,1407,0.9999999999999993,1.0000000000000002,0.9999999999999997,0.9999999999999996,1408,1409,0.9999999999999998,1.0000000000000007,1.0000000000000002,1.0000000000000004,1409,1408
0.5,6,3,2,beta_bimodal,flat,3,0.9589485018450283,0.9977963112944027,0.9772458775518134,0.9749928195160091,1422,1423,0.9713801432513736,0.9990821820981923,0.9879788273290395,0.9934741566375528,1422,1423,0.9387327352002738,0.9944658444002554,0.9625458542569806,0.9544389831704121,1422,1423,0.9922989772953664,1.0148686151510546,1.0031985671857793,1.0024281091109166,1422,1424
0.5,6,3,2,beta_bimodal,log_uniform,3,0.9496309599163368,0.989962596696984,0.9762699484276703,0.9892162886696904,1427,1425,0.9590260585673952,0.9999999999999998,0.9760799638979366,0.9692138331264151,1426,1427,0.917654766389546,0.990178243589978,0.9648530294071301,0.9867260782418663,1427,1425,0.9614463621797764,1.034845559242937,0.9884315578032785,0.9690027519871218,1426,1427
0.5,6,3,2,homogeneous,flat,3,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1416,1416,0.9230769230769231,0.9230769230769231,0.923076923076923,0.9230769230769231,1416,1416,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1416,1416,1.0,1.0,1.0,1.0,1416,1416
0.5,6,3,2,homogeneous,log_uniform,3,0.9790915533265491,1.0,0.9930305177755163,1.0,1420,1419,0.971432409759869,1.0,0.9904774699199562,1.0,1420,1419,0.9511212670235424,1.0000000000000007,0.9837070890078478,1.0000000000000004,1420,1421,0.9999999999999993,1.0000000000000004,0.9999999999999997,0.9999999999999997,1421,1420
0.5,6,3,3,beta_bimodal,flat,3,0.9593965971860339,0.9716069379931259,0.9667452204065489,0.9692321260404865,1436,1434,0.929719647125021,0.9801832226769794,0.9506271988034363,0.9419787266083082,1436,1434,0.929327028417729,0.9777114449960522,0.9478822421161359,0.9366082529346267,1435,1436,0.9123037991974686,1.0168101943085126,0.9705136929556074,0.9824270853608408,1436,1434
0.5,6,3,3,beta_bimodal,log_uniform,3,0.9737990341726362,0.9962656210054119,0.9879485959512954,0.9937811326758382,1438,1439,0.9140299706354961,0.9899551016366648,0.9601117646899199,0.976350221797599,1438,1437,0.9455008121768551,0.993627251095187,0.9703015008607108,0.9717764393100903,1438,1439,0.9413862908910967,1.0123714286602319,0.9775668119038566,0.9789427161602414,1438,1437
0.5,6,3,3,homogeneous,flat,3,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1428,1428,0.9230769230769231,0.9230769230769231,0.923076923076923,0.9230769230769231,1428,1428,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1428,1428,1.0,1.0,1.0,1.0,1428,1428
0.5,6,3,3,homogeneous,log_uniform,3,0.9747917353669128,1.0,0.9836790570272155,0.9762454357147337,1432,1431,0.9547956039276765,1.0,0.9726660429228174,0.9632025248407756,1433,1431,0.9321148503748868,1.0000000000000009,0.9570122370247397,0.9389218606993315,1433,1431,0.999999999999999,1.0000000000000002,0.9999999999999997,0.9999999999999999,1431,1432
0.55,4,2,2,beta_bimodal,flat,3,1.0,1.0,1.0,1.0,1446,1446,1.0,1.0,1.0,1.0,1446,1446,0.939709822034324,0.9752669482331514,0.9624616720641842,0.9724082459250774,1446,1448,1.0253602891102342,1.064158292860191,1.0392977475687777,1.0283746607359072,1448,1446
0.55,4,2,2,beta_bimodal,log_uniform,3,0.9538280651125877,1.0,0.9846093550375293,1.0,1451,1449,0.9101061138715367,1.0,0.9671785104390084,0.9914294174454885,1451,1450,0.989966394122714,0.9948013909645996,0.9920657341776007,0.9914294174454884,1451,1450,0.8768830525913979,1.0052257758006948,0.9607029427973642,1.0000000000000002,1451,1450
0.55,4,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,1440,1440,1.0,1.0,1.0,1.0,1440,1440,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1440,1440,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1440,1440
0.55,4,2,2,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1443,1443,0.9999999999999999,1.0,1.0,1.0,1444,1443,0.9999999999999999,1.0,1.0,1.0,1444,1443,1.0,1.0,1.0,1.0,1443,1443
0.55,4,2,3,beta_bimodal,flat,3,0.9980655482045974,1.0,0.9993551827348658,1.0,1459,1458,0.9398540631700963,0.9921697288305819,0.9654303600905707,0.9642672882710339,1458,1459,0.9398540631700963,0.9902504243173014,0.9647905919194772,0.964267288271034,1458,1459,0.9999999999999999,1.0,1.0,1.0,1460,1458
0.55,4,2,3,beta_bimodal,log_uniform,3,1.0,1.0,1.0,1.0,1461,1461,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1461,1462,0.9999999999999997,1.0000000000000002,0.9999999999999999,1.0,1463,1462,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999999,1461,1463
0.55,4,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,1452,1452,1.0,1.0,1.0,1.0,1452,1452,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1452,1452,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1452,1452
0.55,4,2,3,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1455,1455,0.9999999999999999,1.0,1.0,1.0,1457,1455,0.9999999999999999,1.0,1.0,1.0,1456,1455,0.9999999999999999,1.0000000000000002,1.0,1.0,1457,1456
0.55,4,3,2,beta_bimodal,flat,3,0.9998399100662627,1.0,0.9999466366887543,1.0,1470,1471,0.9939826441246421,1.0,0.997994214708214,0.9999999999999999,1471,1470,0.9811413739616887,1.0000000000000002,0.9937137913205628,0.9999999999999997,1470,1472,0.9939826441246424,1.0190579427193784,1.0043468622813403,0.9999999999999998,1471,1470
0.55,4,3,2,beta_bimodal,log_uniform,3,0.9994684630996185,1.0,0.9998228210332062,1.0,1474,1473,1.0,1.0,1.0,1.0,1473,1473,0.9951348083550006,0.9991981661838197,0.9976788055150466,0.9987034420063193,1473,1475,1.000766014275231,1.0048889774572771,1.0021524896673668,1.0008024772695918,1474,1473
0.55,4,3,2,homogeneous,flat,3,0.9829881935800235,0.9829881935800235,0.9829881935800234,0.9829881935800235,1464,1464,0.9209516500383729,0.9209516500383729,0.9209516500383729,0.9209516500383729,1464,1464,0.9052845988457623,0.9052845988457623,0.9052845988457623,0.9052845988457623,1464,1464,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1464,1464
0.55,4,3,2,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1467,1467,0.9999999999999999,1.0,1.0,1.0,1467,1468,0.9999999999999999,1.0000000000000002,1.0,1.0,1467,1469,0.9999999999999998,1.0,1.0,1.0,1469,1467
0.55,4,3,3,beta_bimodal,flat,3,0.999986423675463,1.0,0.9999954745584877,1.0,1484,1482,0.9999742555813267,0.9999999999999999,0.9999914185271087,0.9999999999999998,1484,1482,0.9999606796063042,1.0,0.9999868932021014,0.9999999999999999,1484,1482,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1482,1484
0.55,4,3,3,beta_bimodal,log_uniform,3,0.9904751408513817,0.9998143254295481,0.9957803080246866,0.9970514577931303,1485,1486,0.9974210180325259,0.9999999999999998,0.9990697406828906,0.9997882040161461,1485,1487,0.9879207233238948,0.9994823047809438,0.9948181619659895,0.99705145779313,1485,1486,0.9999999999999998,1.0001203262822198,1.00004010876074,1.0000000000000002,1485,1486
0.55,4,3,3,homogeneous,flat,3,0.9829881935800235,0.9829881935800235,0.9829881935800234,0.9829881935800235,1476,1476,0.9209516500383729,0.9209516500383729,0.9209516500383729,0.9209516500383729,1476,1476,0.9052845988457623,0.9052845988457623,0.9052845988457623,0.9052845988457623,1476,1476,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1476,1476
0.55,4,3,3,homogeneous,log_uniform,3,0.9908715121137788,0.9999191943064849,0.9960849288960314,0.9974640802678306,1479,1480,0.9578141363097604,0.9990746924089148,0.9817409016835068,0.988333876331845,1479,1480,0.9490707415692051,0.9989939614855213,0.97796408133587,0.9858275409528836,1479,1480,1.0,1.0000000000000002,1.0,1.0,1480,1479
0.55,5,2,2,beta_bimodal,flat,3,0.9949024059110354,0.9978623970433043,0.9961916828694374,0.9958102456539727,1494,1496,1.0,1.0,1.0,1.0,1494,1494,0.9753752308671997,0.9999998447084636,0.9908707425597928,0.997237152103715,1494,1496,0.9978625520029131,1.0200201670350746,1.0054839531135136,0.9985691403025526,1496,1494
0.55,5,2,2,beta_bimodal,log_uniform,3,0.9491824848754673,1.0,0.9830608282918224,1.0,1499,1497,0.9711664906504871,1.0,0.990388830216829,1.0,1499,1497,0.9788406203778998,0.9865790923086185,0.9837963716922985,0.9859694023903771,1498,1497,0.9349318757646807,1.0216167772174507,0.9900507105685815,1.0136034787236128,1499,1498
0.55,5,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,1488,1488,1.0,1.0,1.0,1.0,1488,1488,1.0,1.0,1.0,1.0,1488,1488,1.0,1.0,1.0,1.0,1488,1488
0.55,5,2,2,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1491,1491,0.9999999999999998,1.0,1.0,1.0,1491,1492,0.9999999999999997,1.0,0.9999999999999999,0.9999999999999999,1491,1492,1.0,1.0000000000000002,1.0,1.0000000000000002,1492,1491
0.55,5,2,3,beta_bimodal,flat,3,0.9961201291120136,1.0,0.9987067097040047,1.0,1506,1507,0.8925265254131973,0.9249779287961066,0.9089916116223513,0.90947038065775,1506,1508,0.9526112590356469,0.9928428831418991,0.9779350039795958,0.9883508697612411,1507,1508,0.8995425257684702,0.9547130290885186,0.9286337939020725,0.9316458268492286,1506,1507
0.55,5,2,3,beta_bimodal,log_uniform,3,1.0,1.0,1.0,1.0,1509,1509,0.8965820995567766,0.9558384705762233,0.9268501536454249,0.9281298908032751,1509,1510,0.9554242418241726,0.9901342614589613,0.977107835684342,0.9857650037698923,1511,1509,0.9055156805054541,0.9714322184574415,0.9488630699818378,0.9696413109826176,1509,1511
0.55,5,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,1500,1500,1.0,1.0,1.0,1.0,1500,1500,1.0,1.0,1.0,1.0,1500,1500,1.0,1.0,1.0,1.0,1500,1500
0.55,5,2,3,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,1503,1503,1.0,1.0,1.0,1.0,1503,1503,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999998,1504,1503,1.0,1.0000000000000002,1.0,1.0000000000000002,1503,1504
0.55,5,3,2,beta_bimodal,flat,3,0.9815865094542771,1.0,0.9935596739656877,0.9990925124427862,1519,1518,0.932068936052846,0.9984103221416346,0.9587282107200124,0.9457053739655565,1518,1520,0.9815865094542766,1.0,0.9935596739656876,0.9990925124427862,1519,1518,0.932068936052846,0.9984103221416346,0.9587282107200125,0.9457053739655569,1518,1520
0.55,5,3,2,beta_bimodal,log_uniform,3,0.9518917219686178,0.9998550126452324,0.9830282466591176,0.9973380053635026,1522,1523,0.995913069658435,1.0,0.998637689886145,1.0,1522,1521,0.9129849003229038,0.9835235648744682,0.9575799304998508,0.9762313263021799,1522,1523,1.0166050396289676,1.0383538725261845,1.0255264945074885,1.0216205713673128,1523,1522
0.55,5,3,2,homogeneous,flat,3,0.9829881935800235,0.9829881935800235,0.9829881935800234,0.9829881935800235,1512,1512,0.920951650038373,0.920951650038373,0.920951650038373,0.920951650038373,1512,1512,0.9052845988457625,0.9052845988457625,0.9052845988457626,0.9052845988457625,1512,1512,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1512,1512
0.55,5,3,2,homogeneous,log_uniform,3,0.9908658817578735,1.0,0.996955293919291,1.0,1515,1516,0.9578764074568065,1.0,0.9859588024856022,1.0,1515,1516,0.9491270510897528,0.9999999999999999,0.9830423503632509,0.9999999999999998,1515,1517,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,1515,1516
0.55,5,3,3,beta_bimodal,flat,3,0.9738163869798437,0.9981223862475005,0.9884602079802335,0.9934418507133561,1530,1532,0.9427171052015503,0.9746088396946292,0.9601407515790731,0.9630963098410398,1532,1531,0.9378789687630215,0.9916311863774415,0.9659091215227639,0.9682172094278287,1530,1532,0.9488881143779977,1.0000000000000002,0.982962704792666,1.0,1532,1531
0.55,5,3,3,beta_bimodal,log_uniform,3,0.9805524497405442,0.9948664413717255,0.9876741695445997,0.9876036175215294,1533,1534,0.9516141085882832,0.989344411314785,0.9703690853043664,0.9701487360100305,1535,1534,0.9512817197073279,0.9876036175215293,0.9743836303348674,0.9842655537757449,1533,1535,0.9516141085882833,1.0000000000000002,0.9838713695294278,1.0,1535,1533
0.55,5,3,3,homogeneous,flat,3,0.9829881935800235,0.9829881935800235,0.9829881935800234,0.9829881935800235,1524,1524,0.920951650038373,0.920951650038373,0.920951650038373,0.920951650038373,1524,1524,0.9052845988457625,0.9052845988457625,0.9052845988457626,0.9052845988457625,1524,1524,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1524,1524
0.55,5,3,3,homogeneous,log_uniform,3,0.9899210432530413,0.9917958279549243,0.9910026685713479,0.991291134506078,1527,1529,0.9533286376994216,0.9620814619109473,0.9583297738663963,0.9595792219888201,1527,1529,0.943720079594412,0.9541883800760518,0.9497102784280737,0.9512223756137571,1527,1529,1.0,1.0000000000000002,1.0,1.0000000000000002,1528,1527
0.55,6,2,2,beta_bimodal,flat,3,0.9888147385428367,0.9943035317062495,0.9920911438614649,0.9931551613353088,1544,1543,1.0,1.0,1.0,1.0,1542,1542,0.9943035317062495,0.9999476572021879,0.9973526183440141,0.9978066661236052,1543,1544,0.9888664985820352,1.0,0.9947349230214885,0.9953382704824301,1544,1543
