base_p,n,B,G,rate_mode,utility_mode,V_greedy_laminar,V_rollout_laminar,V_static_greedy,V_static_binary,ratio_greedylam_vs_greedystat,ratio_rollout_vs_greedystat
0.45,6,2,2,beta_bimodal,flat,2.7230973401664484,2.7230973401664484,2.718275521841471,2.718275521841471,1.0017738519462924,1.0017738519462924
0.45,6,2,2,beta_bimodal,flat,2.9559453572936,2.9559453572936003,2.965246855793075,2.965246855793075,0.9968631621744061,0.9968631621744062
0.45,6,2,2,beta_bimodal,flat,2.627874348842456,2.627874348842456,2.628740225200149,2.628740225200149,0.9996706116681321,0.9996706116681321
0.45,6,2,2,beta_bimodal,log_uniform,3.63041192843412,3.63041192843412,3.6964569668965566,3.696456966896557,0.9821328804707048,0.9821328804707048
0.45,6,2,2,beta_bimodal,log_uniform,4.016715838108827,4.016715838108827,4.254655252089671,4.254655252089671,0.9440755126131594,0.9440755126131594
0.45,6,2,2,beta_bimodal,log_uniform,2.591835462920971,2.591835462920971,2.5717333724361002,2.652669276325116,1.0078165531078476,1.0078165531078476
0.45,6,2,3,homogeneous,flat,1.2100000000000002,1.2100000000000002,1.2100000000000004,1.2100000000000004,0.9999999999999998,0.9999999999999998
0.45,6,2,3,homogeneous,log_uniform,2.02196619853296,2.02196619853296,2.021966198532961,2.021966198532961,0.9999999999999993,0.9999999999999993
0.45,6,2,3,homogeneous,log_uniform,2.282605582607351,2.2826055826073515,2.282605582607352,2.282605582607352,0.9999999999999996,0.9999999999999998
0.45,6,2,3,homogeneous,log_uniform,2.260814679450065,2.260814679450065,1.7988572094036894,2.2608146794500654,1.2568060809003911,1.2568060809003911
0.45,6,2,3,beta_bimodal,flat,2.5982475894931625,2.5982475894931625,2.6878250375491293,2.6878250375491293,0.9666728872584477,0.9666728872584477
0.45,6,2,3,beta_bimodal,flat,2.9561219631620426,2.9561219631620426,2.9327321404887563,2.9327321404887563,1.0079754377668424,1.0079754377668424
0.45,6,2,3,beta_bimodal,flat,2.8409954573335954,2.8409954573335954,2.7919192893252127,2.7919192893252127,1.0175779322117309,1.0175779322117309
0.45,6,2,3,beta_bimodal,log_uniform,2.079406744685795,2.079406744685795,2.172697119577595,2.183750560588296,0.9570624114833194,0.9570624114833194
0.45,6,2,3,beta_bimodal,log_uniform,3.4358159162328277,3.4358159162328277,3.376560813505615,3.376560813505615,1.0175489517292873,1.0175489517292873
0.45,6,2,3,beta_bimodal,log_uniform,3.437929811945581,3.437929811945581,3.444493682293651,3.444493682293651,0.9980943874619915,0.9980943874619915
0.45,6,3,2,homogeneous,flat,1.8150000000000004,1.8607875000000005,1.8149999999999997,1.815,1.0000000000000004,1.025227272727273
0.45,6,3,2,homogeneous,log_uniform,2.617032006613059,2.662942068052116,2.232471303785053,2.6629420680521174,1.1722578481416541,1.1928225296948811
0.45,6,3,2,homogeneous,log_uniform,2.6208276841970912,2.6638264735493427,2.620827684197092,2.620827684197092,0.9999999999999997,1.0164065686620765
0.45,6,3,2,homogeneous,log_uniform,2.5988068034671294,2.6102775210557736,2.3688363759601727,2.5988068034671308,1.0970816008403035,1.1019239435639518
0.45,6,3,2,beta_bimodal,flat,2.132174314237362,2.1695900477742645,2.115340674825053,2.115340674825053,1.0079578857498692,1.0256456908311935
0.45,6,3,2,beta_bimodal,flat,3.001450815316389,3.022576751687022,2.9886474932642653,2.9886474932642653,1.004283985341523,1.0113527133926719
0.45,6,3,2,beta_bimodal,flat,2.9908853141249954,3.004238860754344,2.987796460529882,2.987796460529882,1.001033823299518,1.0055031861914536
0.45,6,3,2,beta_bimodal,log_uniform,2.069710178568968,2.069710178568968,2.0656081089876417,2.0656081089876417,1.0019858895612765,1.0019858895612765
0.45,6,3,2,beta_bimodal,log_uniform,2.151225573426491,2.186390691417999,2.1272493986072334,2.1721837421491696,1.011270975013534,1.0278017673195663
0.45,6,3,2,beta_bimodal,log_uniform,2.631281991585241,2.7481241259640248,2.9533543085325955,2.9533543085325955,0.890946942594443,0.9305094610641074
0.45,6,3,3,homogeneous,flat,1.7600000000000005,1.8916631250000004,1.8149999999999997,1.815,0.9696969696969701,1.0422386363636367
0.45,6,3,3,homogeneous,log_uniform,2.4356250769402226,2.613251778750276,2.290966148193484,2.613251778750276,1.0631431978428871,1.1406767318718027
0.45,6,3,3,homogeneous,log_uniform,2.1066177338603276,2.182282132008985,2.1592365345850637,2.1592365345850637,0.9756308306746728,1.010673030515552
0.45,6,3,3,homogeneous,log_uniform,2.4005484819356218,2.45474242441024,2.312263617374288,2.454742424410241,1.0381811415869557,1.0616187557358814
0.45,6,3,3,beta_bimodal,flat,2.7792138283135164,2.7792138283135164,2.858621701641152,2.858621701641152,0.9722216223006888,0.9722216223006888
0.45,6,3,3,beta_bimodal,flat,2.865865331145142,2.873110553173348,2.6853918177734823,2.874964999853112,1.0672056540044477,1.0699036670021238
0.45,6,3,3,beta_bimodal,flat,3.068036807584064,3.0760632208769416,3.0928525071062585,3.2308449646903106,0.9919764361652627,0.9945715852305466
0.45,6,3,3,beta_bimodal,log_uniform,2.355301940096564,2.364418203654952,2.4018073825215813,2.4230123903910115,0.9806373138980893,0.9844328986834175
0.45,6,3,3,beta_bimodal,log_uniform,1.9111013904370409,1.9830090793693984,2.000274709839704,2.0258018533151048,0.9554194636546651,0.9913683703616444
0.45,6,3,3,beta_bimodal,log_uniform,4.44548892949156,4.455332412457598,4.322045069398567,4.400610437451341,1.0285614467482105,1.0308389526066601
0.5,4,2,2,homogeneous,flat,1.0,1.0,1.0,1.0,1.0,1.0
0.5,4,2,2,homogeneous,log_uniform,1.5688758828703575,1.5688758828703575,1.5688758828703575,1.5688758828703575,1.0,1.0
0.5,4,2,2,homogeneous,log_uniform,1.3126721411235491,1.3126721411235491,1.3126721411235491,1.3126721411235491,1.0,1.0
0.5,4,2,2,homogeneous,log_uniform,1.1749861305432685,1.1749861305432685,1.1749861305432685,1.1749861305432685,1.0,1.0
0.5,4,2,2,beta_bimodal,flat,1.9591267202712304,1.9591267202712304,1.904618226185771,1.904618226185771,1.0286191181707944,1.0286191181707944
0.5,4,2,2,beta_bimodal,flat,1.7414553240138997,1.7414553240138997,1.5952661380405657,1.5956010080693237,1.0916393713169987,1.0916393713169987
0.5,4,2,2,beta_bimodal,flat,1.4864353640640464,1.4864353640640464,1.402553807635324,1.4116365571358702,1.059806301884521,1.059806301884521
0.5,4,2,2,beta_bimodal,log_uniform,1.4774000183150622,1.4774000183150622,1.4091460517846555,1.411486881874129,1.048436403340849,1.048436403340849
0.5,4,2,2,beta_bimodal,log_uniform,1.8218002661543653,1.8218002661543653,1.8501541533918533,1.8501541533918533,0.9846748514519683,0.9846748514519683
0.5,4,2,2,beta_bimodal,log_uniform,1.9808150412181291,1.9808150412181291,1.8620564732011575,1.908577476514849,1.0637781773679547,1.0637781773679547
0.5,4,2,3,homogeneous,flat,1.0,1.0,1.0,1.0,1.0,1.0
0.5,4,2,3,homogeneous,log_uniform,1.4804700638762571,1.4804700638762576,1.4804700638762576,1.4804700638762576,0.9999999999999997,1.0
0.5,4,2,3,homogeneous,log_uniform,1.306419785891724,1.3064197858917244,1.3064197858917241,1.306419785891724,0.9999999999999998,1.0000000000000002
0.5,4,2,3,homogeneous,log_uniform,1.7389077199419165,1.7389077199419165,1.7389077199419156,1.7389077199419156,1.0000000000000004,1.0000000000000004
0.5,4,2,3,beta_bimodal,flat,1.533469435731074,1.533469435731074,1.5759138486314008,1.5759138486314008,0.9730667936339366,0.9730667936339366
0.5,4,2,3,beta_bimodal,flat,1.6154183877000463,1.6154183877000463,1.686526386544709,1.686526386544709,0.9578376007562229,0.9578376007562229
0.5,4,2,3,beta_bimodal,flat,1.9557062431785657,1.955706243178566,1.9566700364300715,1.9566700364300715,0.9995074318952294,0.9995074318952295
0.5,4,2,3,beta_bimodal,log_uniform,2.456238122211841,2.456238122211841,2.4149578253780994,2.45623812221184,1.0170935891301864,1.0170935891301864
0.5,4,2,3,beta_bimodal,log_uniform,1.157653624718335,1.157653624718335,1.252833322329392,1.252833322329392,0.9240284434372409,0.9240284434372409
0.5,4,2,3,beta_bimodal,log_uniform,1.9673229942494843,1.9673229942494848,1.939615420961987,1.9673229942494848,1.0142850860990553,1.0142850860990555
0.5,4,3,2,homogeneous,flat,1.5,1.625,1.5,1.5,1.0,1.0833333333333333
0.5,4,3,2,homogeneous,log_uniform,1.7739911732307916,1.815631500280473,1.7739911732307911,1.7739911732307911,1.0000000000000002,1.0234726799535572
0.5,4,3,2,homogeneous,log_uniform,1.81901135893014,1.8413268216976884,1.8190113589301395,1.8190113589301395,1.0000000000000002,1.012267907321191
0.5,4,3,2,homogeneous,log_uniform,1.8990516522140144,1.8996765024246096,1.8990516522140146,1.8990516522140144,0.9999999999999999,1.0003290327621508
0.5,4,3,2,beta_bimodal,flat,1.7316613474148403,1.8325603971220017,1.7316613474148406,1.7316613474148406,0.9999999999999999,1.0582671951751947
0.5,4,3,2,beta_bimodal,flat,1.6616274682440857,1.7924922418732454,1.6616274682440857,1.6616274682440857,1.0,1.0787569874295893
0.5,4,3,2,beta_bimodal,flat,1.859975987732638,1.859975987732638,1.6248994211649093,1.7534583001335906,1.144671456894975,1.144671456894975
0.5,4,3,2,beta_bimodal,log_uniform,2.4166401561563036,2.416640156156304,2.416640156156304,2.416640156156304,0.9999999999999998,1.0
0.5,4,3,2,beta_bimodal,log_uniform,1.1739355811719383,1.1739355811719383,1.1622776048939456,1.1622983024966789,1.0100302855607861,1.0100302855607861
0.5,4,3,2,beta_bimodal,log_uniform,2.2024603877396847,2.2024603877396847,2.2024603877396847,2.2024603877396847,1.0,1.0
0.5,4,3,3,homogeneous,flat,1.5,1.5,1.5,1.5,1.0,1.0
0.5,4,3,3,homogeneous,log_uniform,1.7215579756515544,1.7215579756515544,1.7215579756515544,1.7215579756515544,1.0,1.0
0.5,4,3,3,homogeneous,log_uniform,1.7865523769649991,1.7865523769649994,1.7865523769649991,1.7865523769649991,1.0,1.0000000000000002
0.5,4,3,3,homogeneous,log_uniform,1.9215531816546836,1.921553181654684,1.9215531816546838,1.921553181654684,0.9999999999999999,1.0000000000000002
0.5,4,3,3,beta_bimodal,flat,1.8343707874706676,1.8441018727084877,1.730816168735351,1.8343707874706672,1.0598299349208071,1.065452187251007
0.5,4,3,3,beta_bimodal,flat,1.934872912757448,1.945558207293288,1.9347406815214385,1.9348729127574475,1.000068345715409,1.0055912018986146
0.5,4,3,3,beta_bimodal,flat,1.991590068865856,1.9934754272534303,1.9915238711150904,1.9915900688658557,1.000033239747575,1.0009799310802372
0.5,4,3,3,beta_bimodal,log_uniform,1.639210439178702,1.6402144801982963,1.603951777536833,1.639210439178702,1.0219823701283683,1.0226083496831504
0.5,4,3,3,beta_bimodal,log_uniform,2.3258771126592164,2.3294972745944404,2.3258771126592164,2.3258771126592164,1.0,1.001556471713626
0.5,4,3,3,beta_bimodal,log_uniform,1.9057101097197928,1.9058074950947463,1.905411419711229,1.9058074950947468,1.0001567588004743,1.0002078686940887
0.5,5,2,2,homogeneous,flat,1.0,1.0,1.0,1.0,1.0,1.0
0.5,5,2,2,homogeneous,log_uniform,1.887991642191157,1.887991642191157,1.8879916421911567,1.887991642191157,1.0000000000000002,1.0000000000000002
0.5,5,2,2,homogeneous,log_uniform,1.5423192277881288,1.5423192277881288,1.542319227788129,1.542319227788129,0.9999999999999999,0.9999999999999999
0.5,5,2,2,homogeneous,log_uniform,1.8032283824303752,1.8032283824303752,1.8032283824303754,1.8032283824303752,0.9999999999999999,0.9999999999999999
0.5,5,2,2,beta_bimodal,flat,1.8903142464189544,1.8903142464189544,1.863779346809086,1.863779346809086,1.014237146503044,1.014237146503044
0.5,5,2,2,beta_bimodal,flat,1.8124468234371789,1.8124468234371789,1.8021534762890317,1.8021534762890317,1.005711692862776,1.005711692862776
0.5,5,2,2,beta_bimodal,flat,2.2541748615402133,2.2541748615402133,2.295186473053331,2.295186473053331,0.982131468621563,0.982131468621563
0.5,5,2,2,beta_bimodal,log_uniform,1.3572722144252094,1.3572722144252094,1.4065683923035,1.4065683923035,0.9649528752757202,0.9649528752757202
0.5,5,2,2,beta_bimodal,log_uniform,1.8849115121440885,1.8849115121440885,1.8692224219523796,1.8692224219523796,1.008393377913433,1.008393377913433
0.5,5,2,2,beta_bimodal,log_uniform,2.985851890937248,2.985851890937248,2.872961467482578,2.872961467482578,1.0392940959119752,1.0392940959119752
0.5,5,2,3,homogeneous,flat,1.0,1.0,1.0,1.0,1.0,1.0
0.5,5,2,3,homogeneous,log_uniform,1.747755818872037,1.747755818872037,1.747755818872037,1.747755818872037,1.0,1.0
0.5,5,2,3,homogeneous,log_uniform,1.7291362366458878,1.7291362366458878,1.729136236645888,1.729136236645888,0.9999999999999999,0.9999999999999999
0.5,5,2,3,homogeneous,log_uniform,1.473580205272239,1.473580205272239,1.4735802052722387,1.4735802052722389,1.0000000000000002,1.0000000000000002
0.5,5,2,3,beta_bimodal,flat,1.7926333355072157,1.8198021051354272,2.1648336260800116,2.1648336260800116,0.8280697943302182,0.8406198440434646
0.5,5,2,3,beta_bimodal,flat,1.9329490571771568,1.9329490571771568,2.234556272546159,2.234556272546159,0.8650259028718321,0.8650259028718321
0.5,5,2,3,beta_bimodal,flat,1.8679525607916396,1.86795256079164,2.0984506604759914,2.0984506604759914,0.8901579608109214,0.8901579608109216
0.5,5,2,3,beta_bimodal,log_uniform,1.9433252914329056,2.001919359892503,2.0221093437069713,2.0221093437069713,0.9610386784872685,0.9900153847380697
0.5,5,2,3,beta_bimodal,log_uniform,3.1506968070865984,3.1506968070865984,3.17772035581169,3.17772035581169,0.9914959323983091,0.9914959323983091
0.5,5,2,3,beta_bimodal,log_uniform,2.7536765356804147,2.7536765356804147,2.7536765356804147,2.7536765356804147,1.0,1.0
0.5,5,3,2,homogeneous,flat,1.5,1.625,1.5,1.5,1.0,1.0833333333333333
0.5,5,3,2,homogeneous,log_uniform,2.128855503988337,2.128855503988337,2.128855503988336,2.128855503988336,1.0000000000000004,1.0000000000000004
0.5,5,3,2,homogeneous,log_uniform,1.8635199255044093,1.913266407736971,1.863519925504409,1.863519925504409,1.0000000000000002,1.0266949022394256
0.5,5,3,2,homogeneous,log_uniform,2.170482283547454,2.197219219804889,2.170482283547454,2.170482283547454,1.0,1.012318431004991
0.5,5,3,2,beta_bimodal,flat,2.4705402659176383,2.4705402659176383,2.4389121245206073,2.442991178190811,1.01296813488237,1.01296813488237
0.5,5,3,2,beta_bimodal,flat,2.3869821812315237,2.3869821812315237,2.3479219136043685,2.3479219136043685,1.016636101652628,1.016636101652628
0.5,5,3,2,beta_bimodal,flat,2.165979250024076,2.165979250024076,2.094175941636181,2.094175941636181,1.0342871422406827,1.0342871422406827
0.5,5,3,2,beta_bimodal,log_uniform,2.0241161983402423,2.0241161983402427,2.0678096127723533,2.0678096127723533,0.9788697111367374,0.9788697111367376
0.5,5,3,2,beta_bimodal,log_uniform,2.143125883627684,2.1437294562046203,2.2228744777263576,2.2228744777263576,0.9641236628978512,0.9643951908599491
0.5,5,3,2,beta_bimodal,log_uniform,2.19395305803897,2.2155521148532165,2.2599768024136213,2.3022538779364616,0.9707856539482446,0.9803428568324418
0.5,5,3,3,homogeneous,flat,1.5,1.625,1.5,1.5,1.0,1.0833333333333333
0.5,5,3,3,homogeneous,log_uniform,1.9854102422683944,1.9854102422683944,1.9854102422683946,1.9854102422683944,0.9999999999999999,0.9999999999999999
0.5,5,3,3,homogeneous,log_uniform,2.2072962567901127,2.207296256790113,2.2072962567901127,2.2072962567901127,1.0,1.0000000000000002
0.5,5,3,3,homogeneous,log_uniform,2.087278922253048,2.087278922253048,2.087278922253048,2.087278922253048,1.0,1.0
0.5,5,3,3,beta_bimodal,flat,2.3556477857274687,2.368568389327212,2.4427689162289172,2.4427689162289172,0.9643350912472131,0.9696244182539158
0.5,5,3,3,beta_bimodal,flat,2.289066743955349,2.3018860078748906,2.311060772686416,2.311060772686416,0.9904831456658316,0.996030063371782
0.5,5,3,3,beta_bimodal,flat,2.0965563659566593,2.114696783294999,1.9818474439361735,2.112896323426379,1.0578797941140519,1.0670330805558734
0.5,5,3,3,beta_bimodal,log_uniform,2.997591462023297,3.0328830041110493,2.9620836086316844,2.997591462023297,1.0119874581825241,1.0239018896269678
0.5,5,3,3,beta_bimodal,log_uniform,2.6390154709981086,2.6390154709981086,2.7135967540244543,2.7135967540244543,0.9725157089329001,0.9725157089329001
0.5,5,3,3,beta_bimodal,log_uniform,2.1087808208273007,2.1087808208273007,2.0772211553285214,2.142988305028797,1.0151932139810063,1.0151932139810063
0.5,6,2,2,homogeneous,flat,1.0,1.0,1.0,1.0,1.0,1.0
0.5,6,2,2,homogeneous,log_uniform,1.735743824975463,1.735743824975463,1.735743824975464,1.735743824975464,0.9999999999999994,0.9999999999999994
0.5,6,2,2,homogeneous,log_uniform,1.6763155002880712,1.6763155002880712,1.6763155002880716,1.6763155002880716,0.9999999999999998,0.9999999999999998
0.5,6,2,2,homogeneous,log_uniform,1.603198830137735,1.603198830137735,1.6031988301377347,1.603198830137735,1.0000000000000002,1.0000000000000002
0.5,6,2,2,beta_bimodal,flat,2.1894087081932336,2.1894087081932336,2.2155103049595954,2.215510304959595,0.988218697648153,0.988218697648153
0.5,6,2,2,beta_bimodal,flat,2.413084561937875,2.413084561937875,2.413765970909136,2.413765970909136,0.9997176988243792,0.9997176988243792
0.5,6,2,2,beta_bimodal,flat,2.573485679961099,2.573485679961099,2.574191540970028,2.574191540970028,0.999725793128563,0.999725793128563
0.5,6,2,2,beta_bimodal,log_uniform,2.3976543582615704,2.448620102394324,2.657714386255151,2.657714386255151,0.9021489933837407,0.9213255250668787
0.5,6,2,2,beta_bimodal,log_uniform,2.753789886111892,2.8218814229845104,2.880203267378441,2.880203267378441,0.9561095625790292,0.9797507887535261
0.5,6,2,2,beta_bimodal,log_uniform,2.2699625040080744,2.3245889623932254,2.3376519612408977,2.3376519612408977,0.9710438258752206,0.9944119145774215
0.5,6,2,3,homogeneous,flat,1.0,1.0,1.0,1.0,1.0,1.0
0.5,6,2,3,homogeneous,log_uniform,1.6646317940851982,1.6646317940851982,1.6646317940851976,1.6646317940851976,1.0000000000000004,1.0000000000000004
0.5,6,2,3,homogeneous,log_uniform,1.5876496419381725,1.5876496419381727,1.5876496419381716,1.5876496419381716,1.0000000000000007,1.0000000000000007
0.5,6,2,3,homogeneous,log_uniform,1.804131564886518,1.804131564886518,1.8041315648865184,1.8041315648865184,0.9999999999999998,0.9999999999999998
0.5,6,2,3,beta_bimodal,flat,2.096271133330021,2.096271133330021,2.2336091770321946,2.233609177032194,0.938512947961355,0.938512947961355
0.5,6,2,3,beta_bimodal,flat,1.870300922790568,1.870300922790568,2.114162702900503,2.114162702900503,0.8846532578711319,0.8846532578711319
0.5,6,2,3,beta_bimodal,flat,2.8544893469658184,2.8544893469658184,2.8004542518786772,2.8686791937784024,1.0192951179441305,1.0192951179441305
0.5,6,2,3,beta_bimodal,log_uniform,1.606341818976845,1.606341818976845,1.8525968780054034,1.927021429676295,0.8670757454294705,0.8670757454294705
0.5,6,2,3,beta_bimodal,log_uniform,1.541832631076929,1.6351970207993998,1.6065062052270702,1.6351970207993995,0.959742717494826,1.0178591377232025
0.5,6,2,3,beta_bimodal,log_uniform,2.9753373906956826,2.9753373906956826,2.8748819690948695,2.957451975706267,1.0349424507443137,1.0349424507443137
0.5,6,3,2,homogeneous,flat,1.5,1.625,1.5,1.5,1.0,1.0833333333333333
0.5,6,3,2,homogeneous,log_uniform,2.4440841060344267,2.4440841060344267,2.4440841060344276,2.4440841060344276,0.9999999999999997,0.9999999999999997
0.5,6,3,2,homogeneous,log_uniform,2.2043129281473615,2.2691366954621697,2.2043129281473606,2.204312928147361,1.0000000000000004,1.0294076972861068
0.5,6,3,2,homogeneous,log_uniform,2.511437797160897,2.511437797160897,2.511437797160899,2.511437797160899,0.9999999999999993,0.9999999999999993
0.5,6,3,2,beta_bimodal,flat,2.4611265578738135,2.485790382356165,2.480226841089687,2.480226841089687,0.9922989772953664,1.0022431582362983
0.5,6,3,2,beta_bimodal,flat,2.9157409023430225,2.9157409023430225,2.9086783140280055,2.9086783140280055,1.0024281091109166,1.0024281091109166
0.5,6,3,2,beta_bimodal,flat,2.666938912529034,2.684457260121773,2.627866181606259,2.627866181606259,1.0148686151510546,1.0215349925013775
0.5,6,3,2,beta_bimodal,log_uniform,1.144052372491745,1.144052372491745,1.1806492501137393,1.1806492501137391,0.9690027519871218,0.9690027519871218
0.5,6,3,2,beta_bimodal,log_uniform,2.3931427316666114,2.3931427316666114,2.4891068558842067,2.4891068558842067,0.9614463621797764,0.9614463621797764
0.5,6,3,2,beta_bimodal,log_uniform,2.1979284949912676,2.197928494991268,2.1239193378760866,2.1239193378760866,1.034845559242937,1.0348455592429373
0.5,6,3,3,homogeneous,flat,1.5,1.625,1.5,1.5,1.0,1.0833333333333333
0.5,6,3,3,homogeneous,log_uniform,2.6675250682267624,2.6675250682267624,2.667525068226765,2.667525068226765,0.999999999999999,0.999999999999999
0.5,6,3,3,homogeneous,log_uniform,2.049231821143274,2.049231821143274,2.0492318211432736,2.0492318211432736,1.0000000000000002,1.0000000000000002
0.5,6,3,3,homogeneous,log_uniform,1.9018701464560752,1.9365325033881544,1.9018701464560757,1.9018701464560757,0.9999999999999998,1.0182254067117402
0.5,6,3,3,beta_bimodal,flat,2.564068812333164,2.564068812333164,2.5216789000398183,2.5216789000398183,1.0168101943085126,1.0168101943085126
0.5,6,3,3,beta_bimodal,flat,2.5823397960757233,2.5823397960757233,2.62853074243901,2.62853074243901,0.9824270853608408,0.9824270853608408
0.5,6,3,3,beta_bimodal,flat,2.4068566383785415,2.46663565540527,2.6382183659607628,2.6382183659607628,0.9123037991974686,0.9349626578416275
0.5,6,3,3,beta_bimodal,log_uniform,3.2672015520178883,3.2672015520178883,3.227275542872332,3.227275542872332,1.0123714286602319,1.0123714286602319
0.5,6,3,3,beta_bimodal,log_uniform,2.8852912807450837,2.9668948723337705,3.064938706526018,3.064938706526018,0.9413862908910967,0.9680111599023211
0.5,6,3,3,beta_bimodal,log_uniform,2.1358012920078058,2.135943640743779,2.1677213657730494,2.1817428709058397,0.9852748262441652,0.9853404936948906
0.55,4,2,2,homogeneous,flat,0.8999999999999999,0.8999999999999999,0.9,0.9,0.9999999999999999,0.9999999999999999
0.55,4,2,2,homogeneous,log_uniform,1.0744470695086623,1.0744470695086623,1.0744470695086625,1.0744470695086623,0.9999999999999998,0.9999999999999998
0.55,4,2,2,homogeneous,log_uniform,1.403303992983721,1.4033039929837212,1.403303992983721,1.403303992983721,1.0,1.0000000000000002
0.55,4,2,2,homogeneous,log_uniform,1.395583723512824,1.395583723512824,1.3955837235128241,1.395583723512824,0.9999999999999999,0.9999999999999999
0.55,4,2,2,beta_bimodal,flat,1.6851443598013929,1.6851443598013929,1.5506791288087034,1.5835467064511115,1.0867137684996067,1.0867137684996067
0.55,4,2,2,beta_bimodal,flat,1.741962820205834,1.741962820205834,1.6676666378040021,1.6938990104630558,1.0445509796248402,1.0445509796248402
0.55,4,2,2,beta_bimodal,flat,1.406539061251303,1.406539061251303,1.2804705761388337,1.3717510578372798,1.09845480830385,1.09845480830385
0.55,4,2,2,beta_bimodal,log_uniform,1.883302936877301,1.899583473859197,1.8833029368773009,1.8833029368773009,1.0000000000000002,1.0086446724332576
0.55,4,2,2,beta_bimodal,log_uniform,1.9388841398726635,1.9388841398726635,1.9284964431075744,1.928804639264527,1.0053864225688436,1.0053864225688436
0.55,4,2,2,beta_bimodal,log_uniform,1.281395011610731,1.281395011610731,1.461306622158912,1.461306622158912,0.8768830525913979,0.8768830525913979
0.55,4,2,3,homogeneous,flat,0.8999999999999999,0.8999999999999999,0.9,0.9,0.9999999999999999,0.9999999999999999
0.55,4,2,3,homogeneous,log_uniform,1.2273023888931975,1.2273023888931975,1.2273023888931975,1.2273023888931975,1.0,1.0
0.55,4,2,3,homogeneous,log_uniform,1.344582177408783,1.344582177408783,1.3445821774087827,1.3445821774087827,1.0000000000000002,1.0000000000000002
0.55,4,2,3,homogeneous,log_uniform,1.4559207855030394,1.4559207855030396,1.4559207855030396,1.4559207855030396,0.9999999999999999,1.0
0.55,4,2,3,beta_bimodal,flat,1.626934747536788,1.626934747536788,1.6215015816652303,1.626934747536788,1.003350700321845,1.003350700321845
0.55,4,2,3,beta_bimodal,flat,1.2831444646899812,1.2831444646899812,1.1928504201513386,1.2831444646899812,1.0756960328078577,1.0756960328078577
0.55,4,2,3,beta_bimodal,flat,1.6696748888516195,1.66967488885162,1.6437515481228222,1.66967488885162,1.015770838821963,1.0157708388219633
0.55,4,2,3,beta_bimodal,log_uniform,2.6437895006222165,2.643789500622217,2.643789500622217,2.643789500622217,0.9999999999999998,1.0
0.55,4,2,3,beta_bimodal,log_uniform,1.5951275502137476,1.5951275502137476,1.4045221450389187,1.595127550213748,1.1357083659008789,1.1357083659008789
0.55,4,2,3,beta_bimodal,log_uniform,1.82580966661366,1.82580966661366,1.6997134161211886,1.8258096666136592,1.0741867713089115,1.0741867713089115
0.55,4,3,2,homogeneous,flat,1.35,1.465875,1.35,1.35,1.0,1.0858333333333332
0.55,4,3,2,homogeneous,log_uniform,1.6747251751636465,1.6747251751636467,1.6747251751636465,1.6747251751636465,1.0,1.0000000000000002
0.55,4,3,2,homogeneous,log_uniform,1.6971457063975175,1.6971457063975175,1.6971457063975177,1.6971457063975175,0.9999999999999999,0.9999999999999999
0.55,4,3,2,homogeneous,log_uniform,1.7222970868677625,1.7222970868677625,1.722297086867763,1.722297086867763,0.9999999999999998,0.9999999999999998
0.55,4,3,2,beta_bimodal,flat,1.7478126005482335,1.7478126005482335,1.6398931283805298,1.7151258307100354,1.0658088446740912,1.0658088446740912
0.55,4,3,2,beta_bimodal,flat,1.778603457728388,1.7893707382534108,1.7165237567822969,1.78937073825341,1.036165943349635,1.0424386677919733
0.55,4,3,2,beta_bimodal,flat,1.79994934669182,1.7999493466918202,1.7999493466918204,1.7999493466918204,0.9999999999999998,0.9999999999999999
0.55,4,3,2,beta_bimodal,log_uniform,2.5875946342281484,2.5875946342281484,2.5627590319740405,2.5750054904330564,1.0096909627258157,1.0096909627258157
0.55,4,3,2,beta_bimodal,log_uniform,1.737755949307848,1.737755949307848,1.7323797157451237,1.736425822340056,1.003103380577515,1.003103380577515
0.55,4,3,2,beta_bimodal,log_uniform,2.481601828156821,2.481601828156821,2.470013641840914,2.47961199589271,1.0046915474957743,1.0046915474957743
0.55,4,3,3,homogeneous,flat,1.35,1.4658749999999996,1.35,1.35,1.0,1.085833333333333
0.55,4,3,3,homogeneous,log_uniform,1.5003771275690343,1.5003771275690343,1.5003771275690343,1.5003771275690343,1.0,1.0
0.55,4,3,3,homogeneous,log_uniform,1.5686887601797062,1.5686887601797062,1.5686887601797062,1.5686887601797062,1.0,1.0
0.55,4,3,3,homogeneous,log_uniform,1.698372198026178,1.698372198026178,1.6983721980261781,1.698372198026178,0.9999999999999999,0.9999999999999999
0.55,4,3,3,beta_bimodal,flat,1.7771793070377135,1.7771793070377138,1.6156070624849477,1.7771793070377138,1.100007141776326,1.1000071417763262
0.55,4,3,3,beta_bimodal,flat,1.7989982958159356,1.798998295815936,1.651887275870441,1.7989982958159358,1.089056330958162,1.0890563309581622
0.55,4,3,3,beta_bimodal,flat,1.7999173346369606,1.799917564137007,1.799864879411455,1.7999173346369604,1.0000291439796984,1.0000292714892962
0.55,4,3,3,beta_bimodal,log_uniform,1.229297350688535,1.229297350688535,1.2292973506885352,1.2292973506885352,0.9999999999999998,0.9999999999999998
0.55,4,3,3,beta_bimodal,log_uniform,1.573536149567827,1.5737531084184675,1.5733179208709267,1.5733468345925783,1.0001387060390055,1.0002766049644307
