replicate,category,compatible,pool,tv_product,tv_atom,gap_clean_product,exact_pmf,product_pmf,atom_pmf
59,crossing_nonlaminar,0,19,0.3927845134256832,6.245004513516506e-17,0.02456713660392706,"[0.0, 0.10532852281341479, 0.8946714771865854, 0.0]","[0.02456713660392706, 0.2648700746203658, 0.5018869637609021, 0.20867582501480508]","[0.0, 0.1053285228134148, 0.8946714771865852, 0.0]"
60,disjoint,1,192,9.71445146547012e-17,9.71445146547012e-17,-2.7755575615628914e-17,"[0.19326988075092352, 0.5065809725191177, 0.3001491467299586]","[0.1932698807509235, 0.5065809725191178, 0.3001491467299587]","[0.1932698807509235, 0.5065809725191178, 0.3001491467299587]"
60,observed_node,1,15,0.31205531487861166,0.0,0.007109729673607248,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.007109729673607248, 0.14891792776569848, 0.6879446851213883, 0.14891792776569862, 0.007109729673607268]","[0.0, 0.0, 1.0, 0.0, 0.0]"
60,nested_compatible,1,12,0.23227981334878212,0.0,0.11613990667439099,"[0.0, 1.0, 0.0]","[0.11613990667439099, 0.7677201866512179, 0.1161399066743911]","[0.0, 1.0, 0.0]"
60,crossing_nonlaminar,0,19,0.1224338795714731,0.0,0.0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.06121693978573649, 0.8775661204285269, 0.06121693978573659]","[0.0, 0.0, 1.0, 0.0]"
61,disjoint,1,192,2.7755575615628914e-17,2.7755575615628914e-17,-5.551115123125783e-17,"[0.41071100472329125, 0.46577390814720065, 0.12351508712950815]","[0.4107110047232912, 0.46577390814720065, 0.12351508712950815]","[0.4107110047232912, 0.46577390814720065, 0.12351508712950815]"
61,observed_node,1,15,0.2308168172488301,0.0,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.11540840862441507, 0.7691831827511699, 0.11540840862441508]","[0.0, 0.0, 0.0, 1.0, 0.0]"
61,nested_compatible,1,12,0.2308168172488301,0.0,0.11540840862441507,"[0.0, 1.0, 0.0]","[0.11540840862441507, 0.7691831827511699, 0.11540840862441508]","[0.0, 1.0, 0.0]"
61,crossing_nonlaminar,0,19,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]"
62,disjoint,1,192,5.551115123125783e-17,5.551115123125783e-17,0.0,"[0.04847232455857466, 0.34383094083016225, 0.6076967346112632]","[0.04847232455857466, 0.34383094083016225, 0.6076967346112631]","[0.04847232455857466, 0.34383094083016225, 0.6076967346112631]"
62,observed_node,1,15,0.5432712931452486,0.0,0.021855386153898284,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.021855386153898284, 0.24978026041872595, 0.4567287068547514, 0.24978026041872595, 0.0218553861538983]","[0.0, 0.0, 1.0, 0.0, 0.0]"
62,nested_compatible,1,12,0.4993237119525694,0.0,0.2496618559762847,"[0.0, 1.0, 0.0]","[0.2496618559762847, 0.5006762880474306, 0.2496618559762847]","[0.0, 1.0, 0.0]"
62,crossing_nonlaminar,0,19,0.08753994905803442,8.326672684688674e-17,0.05644202564299026,"[0.0, 0.6447573507904619, 0.3552426492095379, 0.0]","[0.05644202564299026, 0.5629712229195255, 0.3494888280224399, 0.03109792341504416]","[0.0, 0.644757350790462, 0.35524264920953796, 0.0]"
63,disjoint,1,192,0.0,0.0,0.0,"[0.23408310931581489, 0.5082366716421369, 0.2576802190420482]","[0.23408310931581489, 0.5082366716421369, 0.2576802190420482]","[0.23408310931581489, 0.5082366716421369, 0.2576802190420482]"
63,observed_node,1,15,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]"
63,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
63,crossing_nonlaminar,0,19,0.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]"
64,disjoint,1,192,6.938893903907228e-17,6.938893903907228e-17,0.0,"[0.23997193721208956, 0.5870914021020965, 0.17293666068581381]","[0.23997193721208956, 0.5870914021020966, 0.17293666068581384]","[0.23997193721208956, 0.5870914021020966, 0.17293666068581384]"
64,observed_node,1,15,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]"
64,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
64,crossing_nonlaminar,0,19,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]"
65,disjoint,1,192,5.551115123125783e-17,5.551115123125783e-17,0.0,"[0.3293048983283481, 0.6006943251149143, 0.07000077655673771]","[0.3293048983283481, 0.6006943251149142, 0.07000077655673771]","[0.3293048983283481, 0.6006943251149142, 0.07000077655673771]"
65,observed_node,1,15,0.4808387380726254,0.0,0.24041936903631272,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.24041936903631272, 0.5191612619273747, 0.24041936903631264, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]"
65,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
65,crossing_nonlaminar,0,19,0.4808387380726254,0.0,0.0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.24041936903631272, 0.5191612619273747, 0.24041936903631264]","[0.0, 0.0, 1.0, 0.0]"
66,disjoint,1,192,8.326672684688674e-17,8.326672684688674e-17,0.0,"[0.05918953032851714, 0.3724507659028999, 0.5683597037685831]","[0.05918953032851714, 0.3724507659028998, 0.568359703768583]","[0.05918953032851714, 0.3724507659028998, 0.568359703768583]"
66,observed_node,1,15,0.4888456973484815,0.0,0.24442284867424083,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.24442284867424083, 0.5111543026515185, 0.24442284867424072, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]"
66,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
66,crossing_nonlaminar,0,19,0.4888456973484815,0.0,0.24442284867424083,"[0.0, 1.0, 0.0, 0.0]","[0.24442284867424083, 0.5111543026515185, 0.24442284867424072, 0.0]","[0.0, 1.0, 0.0, 0.0]"
67,disjoint,1,192,6.938893903907228e-17,6.938893903907228e-17,-2.7755575615628914e-17,"[0.14600298038554052, 0.48650569868421606, 0.36749132093024356]","[0.1460029803855405, 0.486505698684216, 0.3674913209302435]","[0.1460029803855405, 0.486505698684216, 0.3674913209302435]"
67,observed_node,1,15,0.5111255543821828,0.0,0.02029694900905828,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.02029694900905828, 0.2352658281820331, 0.4888744456178172, 0.23526582818203312, 0.02029694900905828]","[0.0, 0.0, 1.0, 0.0, 0.0]"
67,nested_compatible,1,12,0.45413114687408157,0.0,0.22706557343704079,"[0.0, 1.0, 0.0]","[0.22706557343704079, 0.5458688531259185, 0.2270655734370408]","[0.0, 1.0, 0.0]"
67,crossing_nonlaminar,0,19,0.10844778098244119,2.7755575615628914e-17,0.06594527725455558,"[0.0, 0.7377415289651481, 0.26225847103485195, 0.0]","[0.06594527725455558, 0.6292937479827069, 0.28131820123606766, 0.02344277352666988]","[0.0, 0.7377415289651481, 0.2622584710348519, 0.0]"
68,disjoint,1,192,1.457167719820518e-16,1.457167719820518e-16,-5.551115123125783e-17,"[0.3753077928894875, 0.5354273068760251, 0.0892649002344876]","[0.37530779288948746, 0.5354273068760249, 0.08926490023448759]","[0.37530779288948746, 0.5354273068760249, 0.08926490023448759]"
68,observed_node,1,15,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]"
68,nested_compatible,1,12,0.0,0.0,0.0,"[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
68,crossing_nonlaminar,0,19,2.7755575615628914e-17,2.7755575615628914e-17,0.0,"[0.5444058302815036, 0.4555941697184965, 0.0, 0.0]","[0.5444058302815036, 0.4555941697184964, 0.0, 0.0]","[0.5444058302815036, 0.4555941697184964, 0.0, 0.0]"
69,disjoint,1,192,3.469446951953614e-17,3.469446951953614e-17,1.3877787807814457e-17,"[0.1140678621347069, 0.5454708704716198, 0.3404612673936732]","[0.11406786213470692, 0.5454708704716198, 0.3404612673936733]","[0.11406786213470692, 0.5454708704716198, 0.3404612673936733]"
69,observed_node,1,15,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]"
69,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
69,crossing_nonlaminar,0,19,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]"
70,disjoint,1,192,6.938893903907228e-17,6.938893903907228e-17,0.0,"[0.20024329542307892, 0.6396571907179182, 0.16009951385900295]","[0.20024329542307892, 0.639657190717918, 0.16009951385900298]","[0.20024329542307892, 0.639657190717918, 0.16009951385900298]"
70,observed_node,1,15,0.49483500336688857,0.0,0.24741750168344429,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.24741750168344429, 0.5051649966331114, 0.2474175016834443, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]"
70,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
70,crossing_nonlaminar,0,19,0.49483500336688857,0.0,0.24741750168344429,"[0.0, 1.0, 0.0, 0.0]","[0.24741750168344429, 0.5051649966331114, 0.2474175016834443, 0.0]","[0.0, 1.0, 0.0, 0.0]"
71,disjoint,1,192,5.551115123125783e-17,5.551115123125783e-17,-5.551115123125783e-17,"[0.18357847899831803, 0.5146821710484633, 0.3017393499532188]","[0.18357847899831797, 0.5146821710484633, 0.30173934995321877]","[0.18357847899831797, 0.5146821710484633, 0.30173934995321877]"
71,observed_node,1,15,0.5845816671722102,0.0,0.045738253593661966,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.045738253593661966, 0.24655257999244318, 0.4154183328277897, 0.24655257999244315, 0.045738253593661966]","[0.0, 0.0, 1.0, 0.0, 0.0]"
71,nested_compatible,1,12,0.39049224770238844,0.0,0.1952461238511942,"[0.0, 1.0, 0.0]","[0.1952461238511942, 0.6095077522976116, 0.1952461238511942]","[0.0, 1.0, 0.0]"
71,crossing_nonlaminar,0,19,0.27845337647904705,1.1102230246251565e-16,0.06335518818424891,"[0.0, 0.27044878076743384, 0.7295512192325664, 0.0]","[0.06335518818424891, 0.31464268673058393, 0.4510978427535192, 0.17090428233164792]","[0.0, 0.27044878076743384, 0.7295512192325662, 0.0]"
72,disjoint,1,192,5.551115123125783e-17,5.551115123125783e-17,0.0,"[0.08802854999257165, 0.4623716668500449, 0.4495997831573836]","[0.08802854999257165, 0.4623716668500448, 0.4495997831573835]","[0.08802854999257165, 0.4623716668500448, 0.4495997831573835]"
72,observed_node,1,15,0.15766354963197743,0.0,0.07883177481598873,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.07883177481598873, 0.8423364503680226, 0.07883177481598876, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]"
72,nested_compatible,1,12,0.15766354963197743,0.0,0.07883177481598873,"[0.0, 1.0, 0.0]","[0.07883177481598873, 0.8423364503680226, 0.07883177481598876]","[0.0, 1.0, 0.0]"
72,crossing_nonlaminar,0,19,8.326672684688674e-17,6.938893903907228e-17,5.551115123125783e-17,"[0.22140580402179394, 0.7785941959782061, 0.0, 0.0]","[0.221405804021794, 0.778594195978206, 0.0, 0.0]","[0.22140580402179397, 0.778594195978206, 0.0, 0.0]"
73,disjoint,1,192,8.326672684688674e-17,8.326672684688674e-17,-5.551115123125783e-17,"[0.26474195751392826, 0.6064963523531192, 0.12876169013295272]","[0.2647419575139282, 0.606496352353119, 0.12876169013295272]","[0.2647419575139282, 0.606496352353119, 0.12876169013295272]"
73,observed_node,1,15,0.07710166014938243,0.0,0.03855083007469125,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.03855083007469125, 0.9228983398506175, 0.03855083007469113, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]"
73,nested_compatible,1,12,0.07710166014938243,0.0,0.03855083007469125,"[0.0, 1.0, 0.0]","[0.03855083007469125, 0.9228983398506175, 0.03855083007469113]","[0.0, 1.0, 0.0]"
73,crossing_nonlaminar,0,19,1.0408340855860843e-16,1.6653345369377348e-16,-9.71445146547012e-17,"[0.11074762503025425, 0.889252374969746, 0.0, 0.0]","[0.11074762503025415, 0.8892523749697459, 0.0, 0.0]","[0.11074762503025425, 0.8892523749697456, 0.0, 0.0]"
74,disjoint,1,192,9.71445146547012e-17,9.71445146547012e-17,-5.551115123125783e-17,"[0.28512863942692285, 0.5779661539366072, 0.13690520663647013]","[0.2851286394269228, 0.5779661539366071, 0.1369052066364701]","[0.2851286394269228, 0.5779661539366071, 0.1369052066364701]"
74,observed_node,1,15,0.09802606544201012,0.0,0.0006458125459497266,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0006458125459497266, 0.04836722017505535, 0.9019739345579899, 0.04836722017505535, 0.0006458125459497268]","[0.0, 0.0, 1.0, 0.0, 0.0]"
74,nested_compatible,1,12,0.05451421080809844,0.0,0.027257105404049214,"[0.0, 1.0, 0.0]","[0.027257105404049214, 0.9454857891919015, 0.027257105404049183]","[0.0, 1.0, 0.0]"
74,crossing_nonlaminar,0,19,0.047386729909610056,0.0,0.023693364954805035,"[0.0, 1.0, 0.0, 0.0]","[0.023693364954805035, 0.95261327009039, 0.02369336495480507, 0.0]","[0.0, 1.0, 0.0, 0.0]"
75,disjoint,1,192,2.7755575615628914e-17,2.7755575615628914e-17,0.0,"[0.377351146457205, 0.4753719394324534, 0.1472769141103416]","[0.377351146457205, 0.47537193943245337, 0.1472769141103416]","[0.377351146457205, 0.47537193943245337, 0.1472769141103416]"
75,observed_node,1,15,0.456930970192971,0.0,0.22846548509648543,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.22846548509648543, 0.543069029807029, 0.22846548509648554, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]"
75,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
75,crossing_nonlaminar,0,19,0.456930970192971,0.0,0.0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.22846548509648543, 0.543069029807029, 0.22846548509648554]","[0.0, 0.0, 1.0, 0.0]"
76,disjoint,1,192,2.7755575615628914e-17,2.7755575615628914e-17,5.551115123125783e-17,"[0.2971605808089303, 0.5009050375790554, 0.20193438161201427]","[0.2971605808089304, 0.5009050375790554, 0.20193438161201427]","[0.2971605808089304, 0.5009050375790554, 0.20193438161201427]"
76,observed_node,1,15,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]"
76,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
76,crossing_nonlaminar,0,19,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]"
77,disjoint,1,192,6.938893903907228e-17,6.938893903907228e-17,0.0,"[0.28653977006656794, 0.5621665002511423, 0.15129372968228957]","[0.28653977006656794, 0.5621665002511425, 0.15129372968228955]","[0.28653977006656794, 0.5621665002511425, 0.15129372968228955]"
77,observed_node,1,15,0.22603426543462368,0.0,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.11301713271731183, 0.7739657345653763, 0.11301713271731183]","[0.0, 0.0, 0.0, 1.0, 0.0]"
77,nested_compatible,1,12,0.0,0.0,0.0,"[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
77,crossing_nonlaminar,0,19,0.11872596384581283,5.551115123125783e-17,0.03576943386293691,"[0.0, 0.31649567638922943, 0.6835043236107705, 0.0]","[0.03576943386293691, 0.32220450751773044, 0.5647783597649577, 0.07724769885437492]","[0.0, 0.31649567638922943, 0.6835043236107706, 0.0]"
78,disjoint,1,192,5.551115123125783e-17,5.551115123125783e-17,0.0,"[0.1320764421973102, 0.5212485279536261, 0.3466750298490637]","[0.1320764421973102, 0.5212485279536262, 0.3466750298490637]","[0.1320764421973102, 0.5212485279536262, 0.3466750298490637]"
78,observed_node,1,15,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]"
78,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
78,crossing_nonlaminar,0,19,5.551115123125783e-17,0.0,0.0,"[0.0, 0.0, 0.7022862523186727, 0.29771374768132736]","[0.0, 0.0, 0.7022862523186726, 0.29771374768132736]","[0.0, 0.0, 0.7022862523186727, 0.29771374768132736]"
79,disjoint,1,192,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,"[0.18056436295508632, 0.6264328088328155, 0.1930028282120981]","[0.18056436295508635, 0.6264328088328155, 0.19300282821209816]","[0.18056436295508635, 0.6264328088328155, 0.19300282821209816]"
79,observed_node,1,15,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]"
79,nested_compatible,1,12,0.0,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
79,crossing_nonlaminar,0,19,0.0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]"
