instance,seed,base_p,n,B,G,rate_mode,utility_mode,replicate,p,u,V_star,V_laminar,V_greedy_laminar,V_rollout_laminar,V_static_binary,ratio_laminar_opt,ratio_greedy_laminar,ratio_static_opt,ratio_greedy_static,ratio_rollout_greedy,full_seconds,laminar_seconds,libraries_total,libraries_checked,best_library,practical_library
1123,22406234,0.4,6,2,3,beta_bimodal,flat,1,"[0.5625782149704581, 1.8573756995570618e-06, 0.8401686920738524, 0.4307093551343819, 0.5585907110506908, 0.007951169394917674]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2.8015733499670414,2.8015733499670414,2.378815949448358,2.378815949448358,2.557910081419199,1.0,0.8491000064218712,0.9130262755566586,0.9299841955853763,1.0,0.02276033302769065,0.018235665978863835,105,25,"[1, 2, 4, 8, 16, 32, 5, 34, 21, 42]","[1, 2, 4, 5, 8, 16, 21, 32, 40, 42]"
1124,22406235,0.4,6,2,3,beta_bimodal,flat,2,"[0.20676934997053725, 0.0964840057746218, 0.011298950187153125, 0.1690750025473519, 0.9332364768465409, 0.9831362146737953]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.2100654294179085,3.1339529787959215,3.0621821840797625,3.0621821840797625,3.2065574913167483,0.9762894394847931,0.9770989561101412,0.9989072066665643,0.9549749824763942,1.0,0.02398379100486636,0.06583637499716133,105,105,"[1, 2, 4, 8, 16, 32, 6, 48, 49, 14]","[1, 2, 4, 8, 10, 14, 16, 32, 48, 49]"
1125,22406240,0.4,6,2,3,beta_bimodal,log_uniform,0,"[0.3779817126010927, 0.21205862286545535, 0.8160108141745545, 0.002901762182225188, 0.01528750208455603, 0.9757595860921164]","[0.46680038733005663, 1.1736802962544965, 0.7457210480724368, 1.8662433515924606, 0.4058891364290518, 1.3416657803214986]",3.3695852251148986,3.3695852251148986,3.3074895996494815,3.3074895996494815,3.245189160125955,1.0,0.9815717302525566,0.9630826773391072,1.0191977836882422,1.0,0.023447624989785254,0.01669591700192541,105,23,"[1, 2, 4, 8, 16, 32, 5, 24, 37, 26]","[1, 2, 4, 8, 16, 18, 26, 32, 36, 37]"
1126,22406241,0.4,6,2,3,beta_bimodal,log_uniform,1,"[0.016908407771906962, 0.12703915159864324, 0.045675413695180564, 0.8125788294357527, 0.9793597439989996, 0.41843845349951686]","[0.6470662400969677, 2.0893690843036317, 0.7361603352413614, 0.36748892254652243, 1.6318213459644095, 0.5280940718471071]",3.276069421731207,3.264176769658564,3.264176769658564,3.264176769658564,3.228075322812759,0.9963698412513009,1.0,0.9853500971010908,1.0111835825486093,1.0,0.03886145900469273,0.06664291699416935,105,105,"[1, 2, 4, 8, 16, 32, 5, 24, 7, 56]","[1, 2, 4, 5, 7, 8, 16, 24, 32, 56]"
1127,22406242,0.4,6,2,3,beta_bimodal,log_uniform,2,"[0.8889392539739596, 0.009819723481973231, 0.9536369034804565, 0.1016721709371479, 0.372151390710568, 0.07378055741589497]","[2.0525402669438533, 0.5848796129306417, 0.21814609225638293, 0.16238187018240494, 1.5187756504428414, 1.4632765072438756]",2.9025208691165365,2.9001716657225884,2.7089028816865226,2.7089028816865226,2.8494384053479234,0.9991906334183694,0.9340491508496928,0.9817115996189993,0.9506795713156533,1.0,0.026476416969671845,0.07041466701775789,105,105,"[1, 2, 4, 8, 16, 32, 5, 34, 13, 50]","[1, 2, 4, 8, 12, 13, 16, 18, 32, 50]"
1128,22406320,0.4,6,3,2,homogeneous,flat,0,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2.26368,2.16,2.16,2.16,2.1599999999999993,0.9541984732824429,1.0,0.9541984732824424,1.0000000000000004,1.0,0.05122179101454094,0.062261459010187536,15,15,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
1129,22406321,0.4,6,3,2,homogeneous,flat,1,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2.26368,2.16,2.16,2.16,2.1599999999999993,0.9541984732824429,1.0,0.9541984732824424,1.0000000000000004,1.0,0.05122179101454094,0.062261459010187536,15,15,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
1130,22406322,0.4,6,3,2,homogeneous,flat,2,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2.26368,2.16,2.16,2.16,2.1599999999999993,0.9541984732824429,1.0,0.9541984732824424,1.0000000000000004,1.0,0.05122179101454094,0.062261459010187536,15,15,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
1131,22406327,0.4,6,3,2,homogeneous,log_uniform,0,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[0.6842135962861189, 0.5435057784208897, 0.8355058000096869, 0.20832164082731158, 1.3726238403313105, 2.355829344124682]",2.9516408732084414,2.8478916224231643,2.784170893340085,2.845316638832342,2.7841708933400837,0.9648503136926339,0.9776252970508542,0.9432620745333705,1.0000000000000004,1.0219619225380603,0.044941459025722,0.06385845900513232,15,15,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 5, 8, 10, 16, 32, 48]"
1132,22406328,0.4,6,3,2,homogeneous,log_uniform,1,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[0.6066617921942, 1.472398465625392, 0.4393052872920823, 0.8357444937100907, 0.809655979366312, 1.8362339818119227]",2.7449512934060993,2.6414805700966246,2.6414805700966246,2.6414805700966246,2.577523638769895,0.9623050785789783,1.0,0.9390052366180786,1.0248133248381197,1.0,0.05432687501888722,0.05568687501363456,15,15,"[1, 2, 4, 8, 16, 32, 5, 34, 24]","[1, 2, 4, 5, 8, 16, 24, 32, 34]"
1133,22406329,0.4,6,3,2,homogeneous,log_uniform,2,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[0.25489199782246325, 0.3292270045598535, 3.1580444320932934, 1.1258133895688263, 0.8074331269664581, 0.32459004898910504]",3.13354941746871,3.0608987513183417,3.0547745691771455,3.0547745691771464,3.054774569177146,0.9768152160788146,0.9979992209351719,0.9748608246442787,0.9999999999999999,1.0000000000000002,0.049333166040014476,0.05544054199708626,15,15,"[1, 2, 4, 8, 16, 32, 17, 34, 12]","[1, 2, 4, 8, 12, 16, 18, 32, 33]"
1134,22406323,0.4,6,3,2,beta_bimodal,flat,0,"[0.009838386532092219, 0.07172490533814625, 0.4549996435709508, 0.8058171884631877, 0.05764558409641891, 0.9999742919992042]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.4637978624555004,3.4289802391398654,3.4287286008775886,3.4287286008775886,3.383293558246324,0.989948136496928,0.9999266142570888,0.9767583711850591,1.0134292345163258,1.0,0.04854874999728054,0.06333812500815839,15,15,"[1, 2, 4, 8, 16, 32, 3, 20, 40]","[1, 2, 4, 6, 8, 16, 17, 32, 40]"
1135,22406324,0.4,6,3,2,beta_bimodal,flat,1,"[0.785671829335335, 0.09300162735717192, 0.7128171395248734, 0.5116690307363863, 0.26038887154712187, 0.0364515014991114]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.1373570618987925,3.0271416629706676,3.0055224762195594,3.017532360506297,3.0151337223859196,0.9648699855471916,0.9928582176990381,0.9610425791194768,0.9968123317068821,1.0039959389363289,0.052360542002134025,0.059597000014036894,15,15,"[1, 2, 4, 8, 16, 32, 5, 34, 24]","[1, 2, 4, 5, 8, 16, 24, 32, 34]"
1136,22406325,0.4,6,3,2,beta_bimodal,flat,2,"[0.09704398276399723, 0.04882851077285864, 0.953841334035822, 0.9996155277030917, 0.1125963885237051, 0.1880742562005253]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.502067093872279,3.474133503376139,3.424748416283571,3.427883629425407,3.455643004802405,0.9920236849416687,0.9857849195937415,0.9867438036378273,0.991059670088635,1.0009154579434008,0.048814333975315094,0.05549950001295656,15,15,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
1137,22406330,0.4,6,3,2,beta_bimodal,log_uniform,0,"[0.16385358878032805, 0.22033980206867596, 0.10058772169887577, 0.2718624488894688, 0.8617762342789002, 0.7815802042837512]","[1.6162750811388367, 0.34662756965551517, 1.0490757147801661, 0.6699621530051562, 0.21929853086439274, 2.098760950555933]",3.216539666693087,3.1758718225069513,3.0940886769556117,3.0940886769556117,3.0399801306425362,0.9873566477021108,0.9742486000310988,0.9451088578577764,1.0177989802524265,1.0,0.05168991698883474,0.05344516702461988,15,15,"[1, 2, 4, 8, 16, 32, 5, 10, 48]","[1, 2, 4, 5, 8, 16, 18, 32, 40]"
1138,22406331,0.4,6,3,2,beta_bimodal,log_uniform,1,"[0.9622596778549567, 0.10472553080331078, 0.9868612771064488, 0.04995943650551446, 0.01332134086727974, 0.28287273686249015]","[1.2309396889143467, 1.2355442483546173, 1.1893068674714184, 0.28242190936686384, 0.5342625863327042, 1.5275246995600493]",2.9988751520165158,2.9777100759834836,2.956592348765965,2.967128419552205,2.9759708535941667,0.9929423283864284,0.9929080646944637,0.9923623701350329,0.9934883418616827,1.0035635858932794,0.047516707971226424,0.05641474999720231,15,15,"[1, 2, 4, 8, 16, 32, 5, 34, 24]","[1, 2, 4, 5, 8, 16, 24, 32, 34]"
1139,22406332,0.4,6,3,2,beta_bimodal,log_uniform,2,"[0.0009807836079511732, 0.3739281360617669, 9.310331777850814e-05, 0.9321396190917638, 0.9165745136034311, 0.17628384431730856]","[0.42013106447969545, 0.3385243423527519, 0.6268071580376705, 2.3330936740379693, 1.1000554772424624, 1.181388283849451]",2.312922039768584,2.2859351385329547,2.285227104640227,2.285227104640227,2.231347057664789,0.9883321180862934,0.9996902650994804,0.9647307688278344,1.0241468698427514,1.0,0.05650995799805969,0.06824541598325595,15,15,"[1, 2, 4, 8, 16, 32, 5, 34, 24]","[1, 2, 3, 4, 8, 16, 24, 32, 36]"
1140,22406330,0.4,6,3,3,homogeneous,flat,0,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2.26368,2.1811200000000004,2.04,2.04,2.1599999999999993,0.9635284139100935,0.9352992957746478,0.9541984732824424,0.9444444444444448,1.0,0.46432650001952425,0.5897869589971378,105,105,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
1141,22406331,0.4,6,3,3,homogeneous,flat,1,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2.26368,2.1811200000000004,2.04,2.04,2.1599999999999993,0.9635284139100935,0.9352992957746478,0.9541984732824424,0.9444444444444448,1.0,0.46432650001952425,0.5897869589971378,105,105,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
1142,22406332,0.4,6,3,3,homogeneous,flat,2,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2.26368,2.1811200000000004,2.04,2.04,2.1599999999999993,0.9635284139100935,0.9352992957746478,0.9541984732824424,0.9444444444444448,1.0,0.46432650001952425,0.5897869589971378,105,105,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
1143,22406337,0.4,6,3,3,homogeneous,log_uniform,0,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[1.4416118210051891, 0.6091179885778695, 0.6787897369775407, 0.8216202454901071, 0.890248623586804, 1.5586115843624895]",2.607477351717423,2.509597692024023,2.3342832173726893,2.4358021738304103,2.416406836088298,0.9624619329372386,0.93014239883607,0.9267220804417435,0.9660141589201299,1.0434904195438564,0.432862457993906,0.6200525829917751,105,105,"[1, 2, 4, 8, 16, 32, 33, 6, 24]","[1, 2, 4, 6, 8, 14, 16, 17, 32, 49]"
1144,22406338,0.4,6,3,3,homogeneous,log_uniform,1,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[0.42422466747314375, 0.9304322571666388, 1.7774550465893018, 1.39270185807624, 1.1128467403265734, 0.3623394303681021]",2.833766257841778,2.716136495400621,2.5930138335528827,2.5930138335528827,2.637674581896881,0.9584899558615168,0.9546699283867992,0.9308017464735281,0.9830681356030354,1.0,0.43625395803246647,0.6370251249754801,105,105,"[1, 2, 4, 8, 16, 32, 18, 12, 13, 50]","[1, 2, 4, 8, 16, 24, 28, 32, 33, 35]"
1145,22406339,0.4,6,3,3,homogeneous,log_uniform,2,"[0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[0.3487432616640674, 3.4337304606301764, 1.1534532873468382, 0.4743448956906406, 0.31668853175582706, 0.27303956291244935]",3.1504448921133834,3.094111903268037,3.036917186200592,3.0614888740887003,3.048621985433904,0.9821190369060679,0.981514981081636,0.9676798324787791,0.9961606262471252,1.0080909970149199,0.45934670796850696,0.6213761250255629,105,105,"[1, 2, 4, 8, 16, 32, 9, 6, 48]","[1, 2, 4, 8, 12, 14, 16, 32, 48, 49]"
1146,22406333,0.4,6,3,3,beta_bimodal,flat,0,"[0.0031176834773599224, 0.4040966584351352, 0.9997513189034294, 0.2744305109096142, 0.10509086071306384, 0.6135129675613978]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.451373829324144,3.3380941788534035,3.1942266928543748,3.1942266928543748,3.2292916281453494,0.967178388643886,0.9569013100617654,0.9356539708066677,0.989141601524817,1.0,0.4122253330424428,0.5981967919506133,105,105,"[1, 2, 4, 8, 16, 32, 17, 6, 25, 38]","[1, 2, 4, 8, 16, 24, 25, 32, 36, 38]"
1147,22406334,0.4,6,3,3,beta_bimodal,flat,1,"[0.9707366115541822, 0.03236337866457393, 0.5331796698158128, 0.7320699183207712, 0.12875094757258757, 0.002899474072072506]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.5146150791723922,3.4829205293819183,3.4273751614148975,3.4273751614148975,3.382205452361309,0.99098207084517,0.9840520713870902,0.962325994787952,1.0133551050312608,1.0,0.4114299579523504,0.6107880829949863,105,105,"[1, 2, 4, 8, 16, 32, 5, 34, 13, 50]","[1, 2, 4, 8, 9, 13, 16, 18, 32, 50]"
1148,22406335,0.4,6,3,3,beta_bimodal,flat,2,"[0.6169168666244442, 0.5241316198718448, 0.6406889102492435, 0.1308141311904114, 0.4409652576545365, 0.04648321440951957]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.015508686766153,2.886380069877297,2.735053430535675,2.735053430535675,2.740268722149704,0.95717849613382,0.9475721714818884,0.9087251959099419,0.9980967955544383,1.0,0.4356928750057705,0.6289250829722732,105,105,"[1, 2, 4, 8, 16, 32, 3, 40, 7, 56]","[1, 2, 4, 5, 7, 8, 16, 24, 32, 56]"
1149,22406340,0.4,6,3,3,beta_bimodal,log_uniform,0,"[0.6415210812882285, 0.19152140123134898, 0.7686209282632934, 0.7676777039898732, 0.00818751811831336, 0.0224713671089429]","[0.5697513349830878, 0.8812360664436749, 0.48542119606177536, 1.0027209321056447, 0.5884900174771209, 2.472380452928696]",4.112923100106575,4.073181418625891,4.050187756929514,4.050825041689447,3.917776319613829,0.9903373633512248,0.9943548643349811,0.9525527767616931,1.0337976000959483,1.000157346967148,0.4500477910041809,0.5959474580013193,105,105,"[1, 2, 4, 8, 16, 32, 5, 48, 13, 50]","[1, 2, 4, 5, 8, 13, 16, 18, 32, 50]"
1150,22406341,0.4,6,3,3,beta_bimodal,log_uniform,1,"[0.8953074099969447, 0.0028598535205250747, 0.04466770020238378, 0.9163106549957593, 0.4563552812692951, 0.08449910001509214]","[0.9604244494113409, 1.4459162704543975, 0.28400880080618013, 1.0744728800012575, 0.41025908334657707, 1.8249185159802468]",3.6930338618251994,3.6660855450511387,3.6432245807766312,3.6660855450511387,3.598178471911869,0.9927029326612397,0.9937642032643326,0.9743150500476456,1.0125191424539948,1.0062749258980994,0.43563995900331065,0.6022432500030845,105,105,"[1, 2, 4, 8, 16, 32, 6, 24, 25, 38]","[1, 2, 4, 6, 8, 9, 16, 25, 32, 38]"
1151,22406342,0.4,6,3,3,beta_bimodal,log_uniform,2,"[0.22948891452862033, 0.7350655403286862, 0.31246429183720476, 0.005752485241990371, 0.8838162927554537, 0.23341247530804463]","[1.201363745732736, 2.6993038977264106, 1.0173365101886027, 0.2920442961266407, 0.261756982441092, 0.5281945677845191]",2.820401095224438,2.7391013909336803,2.340257881375699,2.3622524143847485,2.708458906419037,0.9711744175576956,0.8543889208051451,0.960309833592483,0.8640551554351801,1.0093983373302946,0.42048183298902586,0.6212563749868423,105,105,"[1, 2, 4, 8, 16, 32, 9, 36, 11, 52]","[1, 2, 4, 6, 7, 8, 16, 24, 32, 56]"
1152,22454220,0.45,4,2,2,homogeneous,flat,0,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000004,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0008599169668741524,0.00019804202020168304,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1153,22454221,0.45,4,2,2,homogeneous,flat,1,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000004,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0008599169668741524,0.00019804202020168304,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1154,22454222,0.45,4,2,2,homogeneous,flat,2,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000004,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0008599169668741524,0.00019804202020168304,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1155,22454227,0.45,4,2,2,homogeneous,log_uniform,0,"[0.45, 0.45, 0.45, 0.45]","[2.4617870755139095, 0.5160662157051902, 0.2638582607732715, 0.758288448007629]",1.7710415379368463,1.7710415379368463,1.7710415379368463,1.7710415379368463,1.771041537936847,1.0,1.0,1.0000000000000004,0.9999999999999997,1.0,0.000586333975661546,0.00015849998453631997,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 8, 9]"
1156,22454228,0.45,4,2,2,homogeneous,log_uniform,1,"[0.45, 0.45, 0.45, 0.45]","[0.5057838868823695, 0.310399956001397, 2.638674687341396, 0.5451414697748368]",1.769175998426573,1.769175998426573,1.7510988864139283,1.7566578472262344,1.7691759984265736,1.0,0.9897821855888156,1.0000000000000004,0.9897821855888153,1.0031745556207223,0.0005780829815194011,0.00046370801283046603,3,3,"[1, 2, 4, 8, 9, 6]","[1, 2, 3, 4, 8, 12]"
1157,22454229,0.45,4,2,2,homogeneous,log_uniform,2,"[0.45, 0.45, 0.45, 0.45]","[1.0194209083746577, 0.9076228359650366, 1.705628434693473, 0.3673278209668324]",1.5210263717441679,1.5210263717441679,1.498777138687472,1.498777138687472,1.521026371744168,1.0,0.9853722239995204,1.0000000000000002,0.9853722239995203,1.0,0.0005747079849243164,0.00015029101632535458,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 5, 8, 10]"
1158,22454223,0.45,4,2,2,beta_bimodal,flat,0,"[0.628630148747913, 0.8354973073504106, 0.23273588227862035, 0.10313666162305607]","[1.0, 1.0, 1.0, 1.0]",1.8494597391595857,1.8494597391595857,1.8494597391595857,1.8494597391595857,1.786846996540933,1.0,1.0,0.9661453876000001,1.0350409087850618,1.0,0.0006874999962747097,0.00016145798144862056,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1159,22454224,0.45,4,2,2,beta_bimodal,flat,1,"[0.3672360986394065, 0.36829655208050666, 0.3224066827267358, 0.7420606665533509]","[1.0, 1.0, 1.0, 1.0]",1.5178774237432697,1.4892166298668874,1.4892166298668874,1.4892166298668874,1.4892166298668874,0.9811178469169788,1.0,0.9811178469169788,1.0,1.0,0.0008117909892462194,0.0008871250320225954,3,3,"[1, 2, 4, 8, 5, 10]","[1, 2, 4, 5, 8, 10]"
1160,22454225,0.45,4,2,2,beta_bimodal,flat,2,"[0.763782279716643, 0.7679466458164756, 8.5522396516153e-05, 0.268185552070365]","[1.0, 1.0, 1.0, 1.0]",1.9045245133809297,1.9045245133809297,1.9045245133809297,1.9045245133809297,1.76304600305011,1.0,1.0,0.9257145238421397,1.0802466357009735,1.0,0.000676124996971339,0.00021720898803323507,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1161,22454230,0.45,4,2,2,beta_bimodal,log_uniform,0,"[0.04816039327727834, 0.7047432384288937, 0.08292758546395869, 0.9641687828298694]","[2.2856076063379382, 0.5826596524364268, 0.23924706078925595, 0.8924856804363791]",2.5352287385240277,2.5352287385240277,2.5352287385240277,2.5352287385240277,2.420977113120097,1.0,1.0,0.9549343916516005,1.0471923607971187,1.0,0.0006775829824618995,0.0003055409761145711,3,2,"[1, 2, 4, 8, 5, 10]","[1, 2, 4, 5, 8, 10]"
1162,22454231,0.45,4,2,2,beta_bimodal,log_uniform,1,"[0.14001474977979594, 0.7399965541988877, 0.9170088646754729, 0.002979831345843557]","[0.2473280305580222, 0.3664416396254549, 1.5839915040738162, 1.8022388257427069]",2.121702382390339,2.121702382390339,2.0095669162429735,2.121702382390339,2.0095669162429735,1.0,0.9471483526256722,0.9471483526256722,1.0,1.0558008122252582,0.0005672919796779752,0.00045083300210535526,3,3,"[1, 2, 4, 8, 9, 6]","[1, 2, 4, 6, 8, 9]"
1163,22454232,0.45,4,2,2,beta_bimodal,log_uniform,2,"[0.29926737464090425, 0.025204602225045548, 0.5170355211639732, 0.958492501970077]","[1.6618224241490875, 0.47738590098132744, 0.8573075596028955, 1.0034841152666893]",1.9472796077396248,1.8864442253131868,1.8864442253131868,1.8864442253131868,1.9321043113566996,0.9687587842112438,1.0,0.9922069248182902,0.9763676910324521,1.0,0.0008565830066800117,0.0005342079675756395,3,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1164,22454230,0.45,4,2,3,homogeneous,flat,0,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.155,1.155,1.2100000000000004,1.0,0.9545454545454545,1.0000000000000002,0.9545454545454543,1.0,0.001726166985463351,0.001193333009723574,15,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 7, 8]"
1165,22454231,0.45,4,2,3,homogeneous,flat,1,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.155,1.155,1.2100000000000004,1.0,0.9545454545454545,1.0000000000000002,0.9545454545454543,1.0,0.001726166985463351,0.001193333009723574,15,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 7, 8]"
1166,22454232,0.45,4,2,3,homogeneous,flat,2,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.155,1.155,1.2100000000000004,1.0,0.9545454545454545,1.0000000000000002,0.9545454545454543,1.0,0.001726166985463351,0.001193333009723574,15,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 7, 8]"
1167,22454237,0.45,4,2,3,homogeneous,log_uniform,0,"[0.45, 0.45, 0.45, 0.45]","[2.1647441954252447, 0.4769430421493856, 0.9781319990749953, 0.38018076335037454]",1.728581906975132,1.728581906975132,1.728581906975132,1.728581906975132,1.7285819069751325,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0015128750237636268,0.0001610000035725534,15,1,"[1, 2, 4, 8, 3, 7]","[1, 2, 4, 6, 7, 8]"
1168,22454238,0.45,4,2,3,homogeneous,log_uniform,1,"[0.45, 0.45, 0.45, 0.45]","[0.3103103657026588, 0.6880688195128197, 0.6022337713053927, 2.399387043479129]",1.7099794076360302,1.7099794076360302,1.7099794076360302,1.7099794076360302,1.7099794076360304,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.0015975420246832073,0.001073583960533142,15,7,"[1, 2, 4, 8, 6, 7]","[1, 2, 4, 6, 8, 14]"
1169,22454239,0.45,4,2,3,homogeneous,log_uniform,2,"[0.45, 0.45, 0.45, 0.45]","[0.4515229478207494, 0.5288435960144992, 0.6124871151750407, 2.4071463409897107]",1.6691830276791768,1.6691830276791768,1.6691830276791768,1.6691830276791768,1.6691830276791773,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0011930839973501861,0.00108654098585248,15,7,"[1, 2, 4, 8, 6, 7]","[1, 2, 4, 6, 8, 14]"
1170,22454233,0.45,4,2,3,beta_bimodal,flat,0,"[0.0031660048767055003, 0.19043944861122827, 0.8062966749792244, 0.800097871532842]","[1.0, 1.0, 1.0, 1.0]",1.965272514959858,1.965272514959858,1.806394546512066,1.8063945465120663,1.8512129185105333,1.0,0.9191572836650407,0.9419624527483638,0.9757897259951451,1.0000000000000002,0.0017319170292466879,0.0002740829950198531,15,1,"[1, 2, 4, 8, 3, 7]","[1, 2, 4, 8, 10, 11]"
1171,22454234,0.45,4,2,3,beta_bimodal,flat,1,"[0.2525984285194116, 0.9999019820842259, 0.48344322892713376, 0.06405636046922865]","[1.0, 1.0, 1.0, 1.0]",2.027788024708753,2.0051723131131505,1.6586693468315488,1.7080943244483688,2.004642781535546,0.9888471026951395,0.8271954165656541,0.9885859651545525,0.8274139223752456,1.0297979689027432,0.0014055839856155217,0.003801042039413005,15,15,"[1, 2, 4, 8, 9, 6]","[1, 2, 4, 5, 8, 13]"
1172,22454235,0.45,4,2,3,beta_bimodal,flat,2,"[0.6600630759554342, 0.000448698784627393, 0.25778823948455426, 0.8816999857753842]","[1.0, 1.0, 1.0, 1.0]",1.9936613263021223,1.9936613263021223,1.7417630617308182,1.7417630617308184,1.9111342776905083,1.0,0.873650423345208,0.9586052818887315,0.9113766008297621,1.0000000000000002,0.0014719999744556844,0.001252666988875717,15,7,"[1, 2, 4, 8, 6, 7]","[1, 2, 4, 5, 7, 8]"
1173,22454240,0.45,4,2,3,beta_bimodal,log_uniform,0,"[0.7406454428241496, 0.08251806016501276, 0.0012612738371063576, 0.9755752231737311]","[1.037749015241132, 0.31240444623647673, 1.9206103072381542, 0.7292362312842372]",2.4511039927445384,2.4511039927445384,2.2394611233447996,2.243290223078645,2.3560241162648534,1.0,0.9136540636275661,0.9612093665706845,0.9505255518755691,1.001709830857937,0.001204208005219698,0.0012739580124616623,15,7,"[1, 2, 4, 8, 6, 7]","[1, 2, 3, 4, 7, 8]"
1174,22454241,0.45,4,2,3,beta_bimodal,log_uniform,1,"[0.9991670802714241, 0.003993197124480149, 0.6333456155424793, 0.16349410706161618]","[2.3978862493960795, 0.5797005363819656, 0.6254122451864094, 0.39700096903554544]",1.0993562336424918,1.0993562336424918,0.9094793279675081,0.9094793279675082,1.0767603822933098,1.0,0.82728355025935,0.9794462880568611,0.8446441222423855,1.0000000000000002,0.0018433339428156614,0.0025820829905569553,15,5,"[1, 2, 4, 8, 5, 10]","[1, 2, 4, 8, 12, 14]"
