agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.3824176831284557), (1, 2, 0.0330929231617052), (2, 3, 0.20659416281191723), (3, 3, 0.05343277822325476), (4, 2, 0.3699335324766886), (5, 3, 0.3202058636209357), (6, 3, 0.32724647633071247), (7, 1, 0.8625020398812514), (8, 2, 0.7301427403266371), (9, 2, 0.6086269342579238), (10, 3, 0.15695034022688747), (11, 2, 0.7660799230881187), (12, 3, 0.9344554151029228), (13, 3, 0.33210786922149393), (14, 1, 0.46594108855199545), (15, 1, 0.8506920008480341), (16, 2, 0.4822781454903242), (17, 1, 0.5367484605146793), (18, 2, 0.7572501405100371), (19, 1, 0.6436859567522242), (20, 3, 0.063960530644259), (21, 2, 0.04218599970387282), (22, 2, 0.526663951831074), (23, 1, 0.7550020445478856), (24, 3, 0.3289842269895932), (25, 1, 0.9739288083155394), (26, 1, 0.9048583268821024), (27, 2, 0.05368720657361514), (28, 3, 0.7011767307275595), (29, 3, 0.6649022703328362), (30, 1, 0.37649403635911827), (31, 1, 0.28607737596944416), (32, 3, 0.19163483938543557), (33, 2, 0.800461317112043), (34, 3, 0.9652660439524433), (35, 3, 0.9074243034107883), (36, 1, 0.1941006682644748), (37, 3, 0.5635712902262904), (38, 3, 0.9494817247962716), (39, 2, 0.43932454749667393), (40, 1, 0.294650197078709), (41, 3, 0.17948490028804842), (42, 1, 0.3631267517015777), (43, 2, 0.38090248869198273), (44, 2, 0.5360206270900615), (45, 3, 0.15343052032589788), (46, 2, 0.8509939604309049), (47, 3, 0.7341382699564911), (48, 3, 0.43788018238642357), (49, 3, 0.15834484858941555)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",13,13,13,13,13,13
"[(0, 1, 0.7435116372503507), (1, 2, 0.7885088118320384), (2, 1, 0.38304550033491513), (3, 1, 0.2024736290053274), (4, 3, 0.18612716260415496), (5, 1, 0.5594858325876856), (6, 2, 0.28012548606905796), (7, 2, 0.9811080510536733), (8, 3, 0.17294453084913364), (9, 1, 0.1217069035150079), (10, 3, 0.7567213714125979), (11, 1, 0.5711519526554102), (12, 3, 0.36210558836380813), (13, 1, 0.6727812535914327), (14, 1, 0.030832505001191723), (15, 2, 0.8117964787935312), (16, 2, 0.9368550131897364), (17, 2, 0.6356757390002805), (18, 1, 0.03926205534945182), (19, 2, 0.7444669925931191), (20, 2, 0.992962285620453), (21, 2, 0.8442340485571509), (22, 1, 0.8405259060680563), (23, 3, 0.9796503953861488), (24, 3, 0.6752616128293759), (25, 2, 0.12542452563841078), (26, 3, 0.8261329567144354), (27, 2, 0.098648170223406), (28, 2, 0.8040198430297324), (29, 2, 0.21751622359015943), (30, 3, 0.5964864197147463), (31, 1, 0.3416577705231717), (32, 2, 0.2490523729027473), (33, 3, 0.6099197261437338), (34, 2, 0.5292172527987665), (35, 1, 0.38402849338960354), (36, 3, 0.7817719966460275), (37, 2, 0.09251982348476384), (38, 3, 0.0808837335445477), (39, 1, 0.6743618633493819), (40, 2, 0.7999862378053165), (41, 3, 0.7281148636152212), (42, 1, 0.7441499472785508), (43, 2, 0.2877554930577919), (44, 1, 0.21083734726932246), (45, 2, 0.2486647927285891), (46, 2, 0.8498145539311576), (47, 3, 0.4978028929038717), (48, 1, 0.022764341703416346), (49, 1, 0.32543599899259323)]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",12,12,12,12,12,12
"[(0, 3, 0.848159259168122), (1, 3, 0.12676752298696148), (2, 2, 0.10147601383217397), (3, 2, 0.016199565041402075), (4, 1, 0.7235933156534746), (5, 1, 0.3469165412059406), (6, 1, 0.45979950314088147), (7, 2, 0.5516588963867449), (8, 3, 0.4742951601143294), (9, 1, 0.31700744092066224), (10, 2, 0.15921321309156589), (11, 3, 0.6084209528898582), (12, 2, 0.7202480883297764), (13, 3, 0.7778510270629244), (14, 1, 0.17136714213903448), (15, 1, 0.7030496207244707), (16, 2, 0.6328733565572068), (17, 1, 0.41445039933517736), (18, 2, 0.4166929671003857), (19, 1, 0.2721900826482272), (20, 1, 0.3520238958963249), (21, 2, 0.3532415616996928), (22, 2, 0.3018610196588054), (23, 1, 0.06678530912416691), (24, 2, 0.4051833605496832), (25, 2, 0.9743789243955229), (26, 3, 0.9806826373142375), (27, 3, 0.08696561014269044), (28, 3, 0.6069562136593655), (29, 3, 0.07145910606322126), (30, 3, 0.061174665899606184), (31, 1, 0.311827042756598), (32, 2, 0.26043594339978493), (33, 1, 0.31685444510062444), (34, 2, 0.9274700061753315), (35, 1, 0.2831129841839237), (36, 2, 0.8534726336145704), (37, 2, 0.7728017579374394), (38, 1, 0.7525908169032463), (39, 1, 0.9363896304660883), (40, 3, 0.9545852587763709), (41, 2, 0.12126284203429682), (42, 3, 0.7820729309700101), (43, 1, 0.01851618507387809), (44, 2, 0.9775517607830132), (45, 1, 0.48673276549822897), (46, 3, 0.3632485409168359), (47, 1, 0.23330970220560776), (48, 2, 0.22646136514935333), (49, 3, 0.14405542886866152)]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0]",12,12,12,12,12,12
"[(0, 3, 0.8804573521962791), (1, 3, 0.06206561860395721), (2, 1, 0.19717526061577573), (3, 3, 0.7524795056557819), (4, 3, 0.20049501116355117), (5, 3, 0.7639980553941773), (6, 3, 0.3679613533273218), (7, 1, 0.466048919448828), (8, 1, 0.7289669783951022), (9, 1, 0.6166874045102974), (10, 3, 0.9290357925224834), (11, 3, 0.1440201217557595), (12, 1, 0.14084674571231048), (13, 3, 0.2472767715307468), (14, 3, 0.8480193413697212), (15, 1, 0.4468166687731202), (16, 3, 0.8212111096515451), (17, 2, 0.3590157591166433), (18, 1, 0.7126117744499965), (19, 3, 0.4537339793646179), (20, 1, 0.7813725017762739), (21, 1, 0.013385924408638061), (22, 1, 0.636575072336965), (23, 3, 0.5059773459913385), (24, 2, 0.8808388494771086), (25, 2, 0.9171143923277887), (26, 1, 0.9275665749277632), (27, 2, 0.7624722247892661), (28, 3, 0.7544284428683596), (29, 1, 0.03435448921564299), (30, 2, 0.6233533675591738), (31, 3, 0.5245397389940396), (32, 1, 0.5201183113634459), (33, 2, 0.5764122313815271), (34, 3, 0.6025880372800507), (35, 1, 0.36751750967414976), (36, 2, 0.5029238079573733), (37, 3, 0.03040980777452118), (38, 3, 0.39152952804901475), (39, 1, 0.46060735710139145), (40, 3, 0.8964535935167343), (41, 1, 0.5878382156034352), (42, 3, 0.7532904491813956), (43, 1, 0.9651352959908464), (44, 2, 0.2928562336922389), (45, 1, 0.22794916260531417), (46, 1, 0.4037534921663021), (47, 1, 0.5623567381339578), (48, 3, 0.7354600392921579), (49, 2, 0.6301843886923744)]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",14,14,14,14,14,14
"[(0, 2, 0.890115759369753), (1, 2, 0.6723566718569924), (2, 3, 0.6899494150675468), (3, 3, 0.0815695652822429), (4, 3, 0.27317602747141434), (5, 1, 0.36708111542331523), (6, 3, 0.6701468534260013), (7, 1, 0.6935855298606785), (8, 1, 0.8349123518970332), (9, 3, 0.4079414563470133), (10, 1, 0.6035105149360017), (11, 2, 0.9269909119302557), (12, 2, 0.4087467272164469), (13, 1, 0.4190093486144023), (14, 2, 0.2376859396385339), (15, 2, 0.9188606905218918), (16, 1, 0.2857620996061082), (17, 2, 0.12394631216583374), (18, 1, 0.42506937535424305), (19, 2, 0.7166406313373165), (20, 2, 0.40715522690563544), (21, 1, 0.787102948191521), (22, 2, 0.011135693940721447), (23, 1, 0.9438642892361804), (24, 1, 0.7918925802105308), (25, 3, 0.3189567894538876), (26, 2, 0.02698648707325657), (27, 1, 0.2345519899090407), (28, 2, 0.47532938296907445), (29, 2, 0.8106671541379793), (30, 2, 0.4703997318313756), (31, 3, 0.4057279649497816), (32, 2, 0.8754434089181776), (33, 3, 0.9299465967927553), (34, 2, 0.8414998615298199), (35, 3, 0.18930167583152313), (36, 1, 0.4567841163898625), (37, 1, 0.07107060334196713), (38, 2, 0.4186988166793657), (39, 3, 0.6941312106491836), (40, 1, 0.6350643698575084), (41, 3, 0.5167561482677245), (42, 2, 0.05218316188393435), (43, 3, 0.4627631662765096), (44, 3, 0.17443109602882612), (45, 2, 0.7116100355862086), (46, 1, 0.9061681090816202), (47, 1, 0.3909210628258625), (48, 2, 0.5442671668945914), (49, 2, 0.41315600059322777)]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",11,11,11,11,11,11
"[(0, 1, 0.38946829713651876), (1, 2, 0.7096264666658384), (2, 2, 0.7902833100478337), (3, 1, 0.9203423914027804), (4, 2, 0.3100701916000138), (5, 2, 0.10314453022087111), (6, 2, 0.4813234178863153), (7, 1, 0.6270080139457437), (8, 1, 0.9090550577451201), (9, 2, 0.7326310481017744), (10, 1, 0.5188919709558808), (11, 3, 0.42108149257336147), (12, 2, 0.15729445440278478), (13, 3, 0.7068714401994491), (14, 2, 0.7160998872775827), (15, 3, 0.5077291610520048), (16, 1, 0.5894531585718557), (17, 1, 0.7330150273569976), (18, 2, 0.31253613869498875), (19, 2, 0.850495210613598), (20, 1, 0.8021861727362662), (21, 2, 0.4350651451532276), (22, 1, 0.04215494373623063), (23, 1, 0.35477755457297455), (24, 3, 0.14014749836201124), (25, 3, 0.06710011260623161), (26, 3, 0.3811695877653075), (27, 3, 0.42061881968594306), (28, 3, 0.41318307293303047), (29, 3, 0.1393275862203801), (30, 2, 0.8518693681102696), (31, 3, 0.3285791151564281), (32, 1, 0.26267965861919595), (33, 1, 0.149944746437653), (34, 1, 0.44637943703565), (35, 3, 0.1284886187967057), (36, 2, 0.7123369872423353), (37, 3, 0.16845104287724233), (38, 3, 0.8543742942267779), (39, 2, 0.4873050881794255), (40, 2, 0.4901077254254358), (41, 3, 0.37244742314308665), (42, 1, 0.38763177653360714), (43, 2, 0.7833684527499643), (44, 2, 0.3110834225415947), (45, 3, 0.9172350823623037), (46, 3, 0.3051242699447616), (47, 1, 0.2558289392418064), (48, 1, 0.3133028467852189), (49, 3, 0.561053276095841)]","[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",11,11,11,11,11,11
"[(0, 2, 0.34972019170345614), (1, 3, 0.10397111429252259), (2, 1, 0.203093147170758), (3, 2, 0.32726625247184504), (4, 3, 0.948230418298081), (5, 1, 0.6040226926882192), (6, 3, 0.06884997150760985), (7, 1, 0.3627841965697557), (8, 3, 0.10158880715298668), (9, 2, 0.939019593071234), (10, 3, 0.8650072934885932), (11, 3, 0.6592343032882167), (12, 2, 0.079938330012019), (13, 1, 0.3667190207941883), (14, 1, 0.2479632811656688), (15, 3, 0.6650127972051356), (16, 1, 0.04639651138395928), (17, 3, 0.6586106423617668), (18, 2, 0.14070668127476937), (19, 1, 0.5351584210359381), (20, 3, 0.4378686379357719), (21, 2, 0.47756578443776754), (22, 1, 0.5755663413114812), (23, 2, 0.6203241688654693), (24, 1, 0.881423537682116), (25, 3, 0.9271376000161069), (26, 1, 0.6406329287196753), (27, 3, 0.8327216821993232), (28, 1, 0.15627083734619462), (29, 1, 0.47966638928330574), (30, 2, 0.47035178924290044), (31, 2, 0.17863263451331024), (32, 3, 0.7821633795180845), (33, 1, 0.2828435525929337), (34, 2, 0.5723247045248656), (35, 3, 0.8380694167468535), (36, 1, 0.9004203114701523), (37, 2, 0.27517570615459896), (38, 1, 0.06734899547503448), (39, 3, 0.14797992997540776), (40, 1, 0.9344509489121109), (41, 2, 0.5070142834409487), (42, 2, 0.5542029336766964), (43, 3, 0.07105521451674701), (44, 1, 0.3649307767341291), (45, 3, 0.8246769164236502), (46, 1, 0.614572814305339), (47, 3, 0.18435715390570806), (48, 2, 0.746460222680891), (49, 1, 0.027565156996086415)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0
"[(0, 3, 0.8237192076336761), (1, 2, 0.7796638051920347), (2, 2, 0.22479309220659072), (3, 1, 0.08334221558547439), (4, 1, 0.15489437462973266), (5, 2, 0.5196518763816343), (6, 3, 0.7852544658339036), (7, 1, 0.7036062670069437), (8, 3, 0.6587482011121933), (9, 1, 0.8174385384740188), (10, 1, 0.6765351346994277), (11, 2, 0.4978977696519209), (12, 3, 0.4325922540354732), (13, 3, 0.6199039062085869), (14, 1, 0.545514280036962), (15, 2, 0.2903653931136566), (16, 2, 0.43119981184177825), (17, 3, 0.9771917735570755), (18, 3, 0.18646827653411746), (19, 3, 0.37130019432941075), (20, 3, 0.34031972323814885), (21, 2, 0.21287608328416263), (22, 1, 0.012546313871418469), (23, 1, 0.24480737769934802), (24, 2, 0.38862526788511975), (25, 1, 0.7984756247376015), (26, 1, 0.11712713379967632), (27, 3, 0.9098887736990623), (28, 2, 0.6886645238081268), (29, 2, 0.4784991049962697), (30, 1, 0.9738948661881819), (31, 1, 0.8089090313592994), (32, 1, 0.976051056382066), (33, 2, 0.5397196532890584), (34, 1, 0.7457601371395771), (35, 3, 0.6792971148858409), (36, 1, 0.9786961882328854), (37, 1, 0.6016774097931566), (38, 2, 0.5261640525047301), (39, 1, 0.4128424119968698), (40, 2, 0.15645234261945273), (41, 2, 0.2320982518255753), (42, 2, 0.8943429667038449), (43, 2, 0.8842895159204054), (44, 2, 0.30260368035675755), (45, 1, 0.08522458042998027), (46, 2, 0.4823018370759934), (47, 1, 0.9589170626256847), (48, 3, 0.2395797790884494), (49, 1, 0.24884900879513538)]","[1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]",11,11,11,11,11,11
"[(0, 2, 0.34403439417860615), (1, 2, 0.9280793838511452), (2, 3, 0.8552930405544373), (3, 2, 0.673962501405193), (4, 3, 0.7288215520516815), (5, 3, 0.8715823732940674), (6, 1, 0.06799398960916447), (7, 3, 0.8968067253654082), (8, 2, 0.26509106507536495), (9, 3, 0.513306234143207), (10, 2, 0.8067974620901203), (11, 2, 0.6055029887149369), (12, 3, 0.24062082347276204), (13, 1, 0.11754748524173453), (14, 3, 0.8430042062423477), (15, 2, 0.6572807646426988), (16, 2, 0.6603833576249143), (17, 1, 0.016488600960954614), (18, 3, 0.8200579061545173), (19, 1, 0.9602571354955604), (20, 3, 0.5466652161177693), (21, 3, 0.35181819990827046), (22, 2, 0.5271854210388711), (23, 2, 0.2817979149323917), (24, 3, 0.39855048430460627), (25, 3, 0.4060814496994065), (26, 3, 0.6554233440431962), (27, 1, 0.6177918210436184), (28, 3, 0.48520094944154535), (29, 1, 0.8716083866639487), (30, 3, 0.27828649097625413), (31, 2, 0.14077477748548095), (32, 2, 0.5518609907911375), (33, 1, 0.08699735974991663), (34, 3, 0.6575022950973769), (35, 2, 0.25278170838077707), (36, 1, 0.09694094272971376), (37, 2, 0.41313526001985934), (38, 1, 0.9623064303998008), (39, 2, 0.8484752117490065), (40, 2, 0.9440713465700062), (41, 1, 0.2711937645324112), (42, 1, 0.3499199286313074), (43, 3, 0.9442827892537266), (44, 1, 0.07699434470154254), (45, 2, 0.7860330336133394), (46, 1, 0.1853733468244264), (47, 3, 0.394428982455846), (48, 3, 0.23663735473040604), (49, 1, 0.8459205541945217)]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",13,13,13,13,13,13
"[(0, 2, 0.08406625191871331), (1, 3, 0.7321531897638431), (2, 2, 0.30194961584406144), (3, 1, 0.992020435575066), (4, 1, 0.5629666337176338), (5, 2, 0.5441071239888889), (6, 1, 0.19635841923257857), (7, 1, 0.23444525546957173), (8, 1, 0.646837238771898), (9, 2, 0.3637657611001366), (10, 3, 0.5329415781044184), (11, 3, 0.7601779800829029), (12, 1, 0.73350210794193), (13, 1, 0.6959875428899264), (14, 2, 0.9658393232409576), (15, 3, 0.1120775341642507), (16, 1, 0.2928407412095728), (17, 3, 0.18547732424341812), (18, 2, 0.6657963220500822), (19, 3, 0.7503205427009486), (20, 3, 0.8743971408718272), (21, 1, 0.007609030668678574), (22, 3, 0.7441102677173687), (23, 3, 0.22220546509574068), (24, 2, 0.34056751151100584), (25, 3, 0.40936990376901705), (26, 1, 0.6061572866492095), (27, 1, 0.062098655032157835), (28, 2, 0.29975661465073966), (29, 1, 0.037028593948577715), (30, 2, 0.8298351680915734), (31, 1, 0.584780667559437), (32, 1, 0.8211685593599997), (33, 2, 0.4386432562042534), (34, 2, 0.06940161900287667), (35, 1, 0.4952012449059858), (36, 3, 0.6938699145689561), (37, 3, 0.5460195338361282), (38, 1, 0.26478748613662995), (39, 1, 0.9338198669167125), (40, 3, 0.42689580871521293), (41, 3, 0.41464691715106927), (42, 2, 0.28051013209508724), (43, 1, 0.3168160327980408), (44, 3, 0.7461036328895071), (45, 1, 0.2736266693651055), (46, 2, 0.5519145246477176), (47, 2, 0.623357259031388), (48, 2, 0.7488316360535165), (49, 3, 0.808679425333868)]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",10,10,10,10,10,10
"[(0, 2, 0.15402038511319316), (1, 3, 0.9206204841326279), (2, 1, 0.5645702087648254), (3, 3, 0.7014468441568738), (4, 2, 0.43430948980447925), (5, 2, 0.1756739590318077), (6, 2, 0.580662759072788), (7, 2, 0.40077541516405335), (8, 1, 0.6711274281994496), (9, 1, 0.07025463767041829), (10, 1, 0.5954516438403997), (11, 2, 0.400852235298364), (12, 1, 0.8460898703026939), (13, 2, 0.1489689629480191), (14, 3, 0.6731429879542526), (15, 1, 0.8639017477442879), (16, 3, 0.23986882364648054), (17, 3, 0.8597972613680837), (18, 1, 0.3880158886385082), (19, 3, 0.1839137204602923), (20, 2, 0.002336124651652116), (21, 2, 0.8621846622971284), (22, 1, 0.28080743383349105), (23, 3, 0.685091206547013), (24, 1, 0.06915862842365228), (25, 2, 0.5071153174427948), (26, 1, 0.9010117459289008), (27, 1, 0.3106548850352975), (28, 2, 0.31896095661949475), (29, 3, 0.6663102891959412), (30, 2, 0.20307221710573098), (31, 3, 0.9517574502048889), (32, 3, 0.0708665976102566), (33, 3, 0.22136822970166792), (34, 3, 0.018583813066381683), (35, 1, 0.538877929370534), (36, 1, 0.030354302303721048), (37, 2, 0.7949391218859961), (38, 1, 0.5802488939614476), (39, 1, 0.7036943038426008), (40, 3, 0.145704316531865), (41, 2, 0.6832501552743425), (42, 1, 0.5968446419256555), (43, 2, 0.5883780311967468), (44, 3, 0.9677293588886721), (45, 2, 0.3223188232154933), (46, 2, 0.09807650875374496), (47, 3, 0.4409947014125931), (48, 2, 0.5100422667611327), (49, 3, 0.0043737785851035715)]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",0,0,0,0,0,0
"[(0, 3, 0.815962280501876), (1, 1, 0.742986610640862), (2, 2, 0.20888081540684933), (3, 2, 0.5292952262605377), (4, 3, 0.8397857923502907), (5, 3, 0.3418503515779405), (6, 2, 0.4275251637039955), (7, 3, 0.5117010056446714), (8, 1, 0.9049120757798053), (9, 2, 0.7840527428903689), (10, 1, 0.4011846556231944), (11, 2, 0.6925224574159439), (12, 1, 0.4423882949150897), (13, 3, 0.945118146812533), (14, 2, 0.2608946482851322), (15, 3, 0.6971374397284861), (16, 1, 0.6992117547450458), (17, 2, 0.2630323797197234), (18, 2, 0.25525668899299414), (19, 1, 0.045869717459420256), (20, 2, 0.3070808391087304), (21, 3, 0.8936963535316695), (22, 3, 0.7089081456651227), (23, 1, 0.2994002306936615), (24, 1, 0.6477343786556509), (25, 2, 0.08158669859339085), (26, 2, 0.6169339387386249), (27, 1, 0.20964737739651929), (28, 1, 0.63161492601331), (29, 2, 0.6504548973676741), (30, 1, 0.995263363937943), (31, 2, 0.8149458664203569), (32, 1, 0.34532003372098563), (33, 3, 0.8123520091152043), (34, 1, 0.13830852779271197), (35, 1, 0.7771741097487385), (36, 1, 0.5450814201711804), (37, 2, 0.45678374539459454), (38, 3, 0.8508936739741053), (39, 2, 0.7597690492793726), (40, 3, 0.8829523599300078), (41, 2, 0.7166275469442902), (42, 3, 0.5601439530986485), (43, 1, 0.5500820086321606), (44, 1, 0.8088184499611217), (45, 3, 0.20189750466362877), (46, 1, 0.37138540606414283), (47, 1, 0.8394756488571388), (48, 2, 0.746037826106498), (49, 3, 0.9703490076701606)]","[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,0,0,0
"[(0, 3, 0.1940893656334144), (1, 1, 0.06554661572852649), (2, 1, 0.023857944999778335), (3, 1, 0.8780734736486066), (4, 1, 0.17891901186478687), (5, 3, 0.6047049795827871), (6, 1, 0.22939682436901043), (7, 2, 0.39177495711343313), (8, 3, 0.8056239416356756), (9, 3, 0.15104863660325407), (10, 1, 0.1387148386467193), (11, 3, 0.5470124170020926), (12, 2, 0.5439076259652675), (13, 1, 0.844742076939836), (14, 2, 0.2955746464277388), (15, 3, 0.13305939138522915), (16, 1, 0.7173661869970107), (17, 2, 0.4282113784279449), (18, 2, 0.8818496994403624), (19, 2, 0.2331442873790347), (20, 2, 0.8013511305927271), (21, 3, 0.28765252356553905), (22, 1, 0.49464029773479545), (23, 3, 0.22255759495134442), (24, 3, 0.22986544684805976), (25, 3, 0.6478012389448784), (26, 3, 0.9759245329755457), (27, 3, 0.5790853124926718), (28, 1, 0.4346460720482922), (29, 1, 0.6144009004318732), (30, 1, 0.8930590538991632), (31, 2, 0.18958432517633905), (32, 3, 0.6477217343752691), (33, 2, 0.4053312659923404), (34, 2, 0.17294154034821707), (35, 3, 0.30603081805166255), (36, 1, 0.34945727095785006), (37, 1, 0.6773288383581066), (38, 2, 0.6781967424194382), (39, 1, 0.20809234059834936), (40, 3, 0.20184566680375282), (41, 2, 0.45281890978816375), (42, 1, 0.2594088634512328), (43, 3, 0.8801782439304818), (44, 1, 0.8824944562585343), (45, 1, 0.9196033822705446), (46, 3, 0.7513282123054884), (47, 3, 0.22932607670350058), (48, 1, 0.6031196059281749), (49, 2, 0.9084938652535984)]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]",13,13,13,13,13,13
"[(0, 1, 0.378403147952871), (1, 2, 0.4997484853127674), (2, 2, 0.14877614932330285), (3, 1, 0.6496940621259141), (4, 2, 0.9337763084688889), (5, 1, 0.7232118769210886), (6, 1, 0.21636113925931966), (7, 2, 0.25224603672025625), (8, 1, 0.3701517253974159), (9, 3, 0.8532503077518208), (10, 2, 0.4935407934056828), (11, 3, 0.8669475748315674), (12, 1, 0.7759554180466298), (13, 3, 0.19710165855645068), (14, 3, 0.3796097038572802), (15, 2, 0.14533378081615722), (16, 1, 0.3768004170511523), (17, 1, 0.877363417308084), (18, 2, 0.7565152639411185), (19, 3, 0.703266184828953), (20, 3, 0.661814510452122), (21, 3, 0.8895434392764453), (22, 2, 0.7579049482432497), (23, 3, 0.736229152097364), (24, 2, 0.5769913297362093), (25, 2, 0.7684133259027291), (26, 1, 0.3056985469172353), (27, 1, 0.8006375974328603), (28, 2, 0.302805535567784), (29, 2, 0.5427791771385223), (30, 1, 0.15645431176823132), (31, 1, 0.16241935306823918), (32, 2, 0.033220625664032055), (33, 2, 0.21077696786392486), (34, 3, 0.5221420332684589), (35, 3, 0.03729118249403651), (36, 1, 0.14720342273352227), (37, 3, 0.8730288848408942), (38, 1, 0.2047214925920049), (39, 2, 0.23658673744549397), (40, 3, 0.09959026820180372), (41, 2, 0.340214083442271), (42, 1, 0.9587999084085962), (43, 2, 0.4892726659573372), (44, 3, 0.5660436977909399), (45, 1, 0.2102398517841254), (46, 3, 0.4437452392966491), (47, 3, 0.18678600640890242), (48, 3, 0.5263065625730724), (49, 2, 0.22191653476756834)]","[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",14,14,14,14,14,14
