agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 2, 0.20357480186600618), (1, 3, 0.3951256672445881), (2, 1, 0.9409600013210488), (3, 1, 0.0732666099843986), (4, 3, 0.3401025830129748), (5, 3, 0.21897038623090304), (6, 1, 0.3315180248787686), (7, 3, 0.3271019564529235), (8, 3, 0.2955312251090514), (9, 1, 0.010283190225162775), (10, 2, 0.24761655854799036), (11, 3, 0.35390175683851344), (12, 1, 0.7532401469578545), (13, 2, 0.9111605642321785), (14, 2, 0.6078064209246543), (15, 3, 0.4746163048480665), (16, 2, 0.6452808255700767), (17, 1, 0.4442704097246397), (18, 3, 0.8381960700033967), (19, 1, 0.05478593777110341), (20, 1, 0.723239697993064), (21, 3, 0.5434239338285901), (22, 2, 0.0026647915808681866), (23, 2, 0.1211019293236304), (24, 3, 0.9823809779852285), (25, 1, 0.5829814841741089), (26, 1, 0.24660124418710894), (27, 1, 0.820769082037742), (28, 2, 0.06053061888123534), (29, 2, 0.6425832620710001), (30, 2, 0.71602446984344), (31, 3, 0.92664733840469), (32, 2, 0.40952383043054497), (33, 1, 0.9654363599001441), (34, 2, 0.29772773808249886), (35, 1, 0.20103254359853873), (36, 3, 0.8034163472181273), (37, 1, 0.7671864963514083), (38, 2, 0.034215676893891045), (39, 1, 0.318641115179056), (40, 2, 0.9503839087826249), (41, 1, 0.9761034424831475), (42, 2, 0.2374385914835877), (43, 2, 0.6032866812625689), (44, 2, 0.08314821906091319), (45, 3, 0.4160035146928738), (46, 2, 0.8050712336505529), (47, 2, 0.9220078274232221), (48, 2, 0.2674363683520872), (49, 2, 0.9696652775776389)]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",14,16,15,14,17,14
"[(0, 1, 0.34785956862348355), (1, 2, 0.608009233702065), (2, 2, 0.4959835885767707), (3, 3, 0.1606765986991201), (4, 2, 0.48269415387949777), (5, 3, 0.6329889153013909), (6, 1, 0.8035921914685856), (7, 2, 0.5601200203579918), (8, 3, 0.12539980135887097), (9, 3, 0.4384187998926604), (10, 1, 0.4946242767005947), (11, 1, 0.4135194655834803), (12, 3, 0.4316520202681423), (13, 1, 0.5606166984941142), (14, 2, 0.17354794412199637), (15, 1, 0.5123172203309355), (16, 1, 0.7445543748674804), (17, 2, 0.13642596525037853), (18, 1, 0.17237603673186774), (19, 1, 0.7197798603449685), (20, 1, 0.6227773954540725), (21, 1, 0.4084016526586165), (22, 1, 0.549884092060313), (23, 2, 0.08502843350934308), (24, 2, 0.7501983720939128), (25, 2, 0.37487281756150903), (26, 3, 0.2759469844228095), (27, 1, 0.7387534871050845), (28, 2, 0.7467474491207832), (29, 3, 0.04103229370624817), (30, 1, 0.764401303856666), (31, 1, 0.058216295369553195), (32, 3, 0.7936560467461807), (33, 1, 0.08976768614719766), (34, 1, 0.41699092950843286), (35, 3, 0.927253720350581), (36, 1, 0.4770933250820115), (37, 2, 0.26795193663645167), (38, 2, 0.8262513175027812), (39, 2, 0.8417579007981534), (40, 3, 0.613935746684049), (41, 3, 0.8555850761197987), (42, 1, 0.8533035104005512), (43, 2, 0.812547408638614), (44, 3, 0.40175691323162843), (45, 2, 0.8107708780356332), (46, 3, 0.08853682208247282), (47, 3, 0.6840299277805811), (48, 3, 0.4943147846618976), (49, 1, 0.8984078459129381)]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1]",7,14,12,16,15,20
"[(0, 1, 0.5702195804312186), (1, 3, 0.24411924133101603), (2, 1, 0.7512951671574273), (3, 1, 0.8295023686819375), (4, 2, 0.3085249109058177), (5, 1, 0.38766109322303766), (6, 2, 0.6897444704099452), (7, 3, 0.999908958207764), (8, 2, 0.7480625205967713), (9, 1, 0.30361831311709775), (10, 2, 0.146841708193164), (11, 2, 0.27304483247830336), (12, 2, 0.5432375822110063), (13, 2, 0.06828222825132546), (14, 2, 0.4339808066941484), (15, 1, 0.6807397148753536), (16, 3, 0.10341866786389342), (17, 2, 0.8632822250984395), (18, 1, 0.8940388256102999), (19, 3, 0.03737863690559384), (20, 1, 0.9132827368151919), (21, 2, 0.13734374815879913), (22, 2, 0.08974430016126644), (23, 2, 0.03474465110292824), (24, 3, 0.813313730661297), (25, 2, 0.9420705529133451), (26, 1, 0.4771751066485518), (27, 3, 0.05220056366073311), (28, 3, 0.6320070529886539), (29, 3, 0.9962416832889939), (30, 2, 0.3953798457058554), (31, 3, 0.8433039363520669), (32, 3, 0.06558205767680103), (33, 1, 0.35830727765583226), (34, 1, 0.0005434515234133963), (35, 3, 0.83706269804824), (36, 3, 0.029961657135886055), (37, 3, 0.5719080705243033), (38, 1, 0.2188976395903286), (39, 2, 0.7447232575673183), (40, 2, 0.17659551628277315), (41, 2, 0.18527578789698063), (42, 1, 0.7201192460387297), (43, 3, 0.6692219890255672), (44, 2, 0.10260227882916917), (45, 3, 0.7209187628583333), (46, 3, 0.7028137565293763), (47, 3, 0.96029838946772), (48, 3, 0.7129985547909065), (49, 2, 0.8469315734099467)]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",24,19,16,15,20,25
"[(0, 1, 0.7381051032531575), (1, 1, 0.8754122230197994), (2, 1, 0.7232571827322782), (3, 1, 0.6474546610956592), (4, 2, 0.9831424831544), (5, 3, 0.8979520275789745), (6, 3, 0.45005749341738877), (7, 2, 0.47348966738380316), (8, 2, 0.49823076507469755), (9, 1, 0.6956776478450724), (10, 1, 0.22016199286665916), (11, 1, 0.2952652069609547), (12, 2, 0.6125418838506789), (13, 3, 0.30933698298463996), (14, 3, 0.6416304523470648), (15, 2, 0.4831069688036733), (16, 1, 0.8926805106346473), (17, 1, 0.9717083485129345), (18, 2, 0.7252363926985166), (19, 1, 0.8060202637857968), (20, 1, 0.8057339276136616), (21, 2, 0.018359820850554542), (22, 2, 0.1986453456010855), (23, 2, 0.8731410624282154), (24, 2, 0.03954820973334694), (25, 1, 0.5364005775910844), (26, 2, 0.41979146182911564), (27, 2, 0.4251038495243784), (28, 2, 0.4157959115495593), (29, 2, 0.21984240455533943), (30, 2, 0.006830943037620663), (31, 3, 0.9743983106365636), (32, 3, 0.8840391662982814), (33, 1, 0.9949411819215714), (34, 2, 0.841703108480408), (35, 2, 0.43616523716462474), (36, 1, 0.9810741281393088), (37, 2, 0.893061968134666), (38, 3, 0.683461921465798), (39, 1, 0.6899361673471879), (40, 1, 0.23028689631618993), (41, 2, 0.8877927274430728), (42, 1, 0.35336619496524924), (43, 2, 0.3583665500619465), (44, 2, 0.4359703756221981), (45, 2, 0.1350959110518477), (46, 2, 0.8216588730496039), (47, 2, 0.0014432390538098305), (48, 3, 0.3915218754953127), (49, 1, 0.762158767859381)]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1]",26,12,13,19,5,26
"[(0, 1, 0.3572856515986442), (1, 1, 0.7185698723445668), (2, 2, 0.996266816179585), (3, 1, 0.012221810874544214), (4, 1, 0.1476928455704316), (5, 3, 0.43142908290613935), (6, 3, 0.37859099455222145), (7, 1, 0.05133251262372496), (8, 1, 0.5635792872778109), (9, 1, 0.4034042796913928), (10, 3, 0.35249980469243414), (11, 1, 0.6876709954386375), (12, 1, 0.484300521790447), (13, 1, 0.711954602870943), (14, 3, 0.6126231320991189), (15, 3, 0.2875874944502317), (16, 2, 0.511671933508828), (17, 2, 0.4870878339246648), (18, 3, 0.1900186845019355), (19, 1, 0.991436224773791), (20, 2, 0.7955869003395697), (21, 2, 0.9865063646691875), (22, 3, 0.42250250697478653), (23, 3, 0.7101267134513962), (24, 3, 0.3620602553402358), (25, 2, 0.7987153404030396), (26, 1, 0.6134354590537346), (27, 3, 0.01895761842072896), (28, 1, 0.9031297702036837), (29, 1, 0.47418105940235045), (30, 2, 0.4824011495754531), (31, 1, 0.6664984163295081), (32, 3, 0.9479693817290069), (33, 3, 0.3419559879451225), (34, 3, 0.5538695533311393), (35, 3, 0.41288494501670725), (36, 2, 0.5152575729636395), (37, 2, 0.9002124814972867), (38, 2, 0.4167567675256407), (39, 2, 0.504137575205651), (40, 1, 0.8832743897178537), (41, 2, 0.7338128705199308), (42, 2, 0.8034716926141412), (43, 2, 0.9322534641770243), (44, 2, 0.7139143908940567), (45, 3, 0.025480745218305678), (46, 1, 0.9673637173177668), (47, 1, 0.14786929390864045), (48, 1, 0.8472142468545114), (49, 2, 0.5762174291160034)]","[0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",14,19,17,14,17,12
"[(0, 3, 0.8380610190702489), (1, 3, 0.5626653304415149), (2, 1, 0.9030596385828578), (3, 3, 0.4952940232617541), (4, 2, 0.29876086411992187), (5, 1, 0.6484299921267933), (6, 2, 0.1328003333645431), (7, 3, 0.16295297482322502), (8, 3, 0.5397751357064281), (9, 2, 0.5577659470783856), (10, 2, 0.42519956531030567), (11, 2, 0.22547079012961346), (12, 3, 0.3138861394595167), (13, 3, 0.15787173764909757), (14, 3, 0.334168617141521), (15, 3, 0.3126924694496702), (16, 1, 0.1102147494265362), (17, 1, 0.3541977074511079), (18, 3, 0.20908828983431982), (19, 3, 0.7413607396930958), (20, 2, 0.891611507428333), (21, 3, 0.11049622404218529), (22, 3, 0.7087457321652643), (23, 3, 0.6239894814714608), (24, 1, 0.17457860530259373), (25, 3, 0.3664438187552359), (26, 3, 0.5534857945326576), (27, 1, 0.2599030817339141), (28, 1, 0.8235993686742171), (29, 3, 0.757218795847015), (30, 2, 0.20803349734213927), (31, 3, 0.22365557290470817), (32, 1, 0.7013513785887557), (33, 3, 0.1404902816931234), (34, 2, 0.5336583213552674), (35, 3, 0.7613955883332676), (36, 2, 0.28110675390141726), (37, 1, 0.6427908266521403), (38, 1, 0.3642310949196689), (39, 2, 0.41415911234535374), (40, 3, 0.8533832052972782), (41, 3, 0.8496188115026188), (42, 1, 0.26159157437357416), (43, 3, 0.14280595566625665), (44, 1, 0.9249072547638107), (45, 3, 0.3458725750442446), (46, 1, 0.6696390554815295), (47, 2, 0.13719207037155856), (48, 3, 0.0013879912371403957), (49, 3, 0.17932354423968222)]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1]",24,11,6,5,11,21
"[(0, 2, 0.5308930081808132), (1, 2, 0.6886086364665897), (2, 1, 0.8504480282493257), (3, 2, 0.6656680927539389), (4, 1, 0.6936824339714824), (5, 2, 0.5744131472332832), (6, 2, 0.10347031918775029), (7, 2, 0.8678528967906771), (8, 2, 0.10217840592380001), (9, 1, 0.7745668050522982), (10, 3, 0.3388508496745144), (11, 2, 0.9039868636654601), (12, 3, 0.5843514299703512), (13, 2, 0.38634509363834113), (14, 1, 0.7920641765467894), (15, 3, 0.4150637439214293), (16, 1, 0.24680121779814046), (17, 2, 0.21703802880029), (18, 3, 0.6599451275695679), (19, 1, 0.3038265041867526), (20, 1, 0.7190877739927514), (21, 2, 0.6337381592866337), (22, 1, 0.6025930090737227), (23, 3, 0.08148706634011205), (24, 2, 0.6669003008907984), (25, 3, 0.6748488871955349), (26, 1, 0.4161497713372483), (27, 1, 0.6887069532349928), (28, 2, 0.03070734093084304), (29, 1, 0.4176753639931592), (30, 3, 0.7681833314116667), (31, 1, 0.23833012604451653), (32, 3, 0.9675261975039855), (33, 1, 0.5978414117247582), (34, 1, 0.9753964993344862), (35, 2, 0.7707469767620332), (36, 3, 0.4896658394530614), (37, 2, 0.09606839525360722), (38, 2, 0.3227487098924642), (39, 1, 0.061582275075699466), (40, 2, 0.07086993123630536), (41, 2, 0.508275575853299), (42, 2, 0.4468196979708595), (43, 3, 0.9852050130394133), (44, 3, 0.6246507041958592), (45, 1, 0.252805411110283), (46, 1, 0.468091012585678), (47, 2, 0.0002552213140534221), (48, 3, 0.31930967451351167), (49, 3, 0.29858470854298724)]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]",15,13,16,16,11,14
"[(0, 1, 0.0968115091485302), (1, 1, 0.3573202748824952), (2, 3, 0.8191283316193922), (3, 2, 0.5877301958794983), (4, 3, 0.7780768440972264), (5, 1, 0.771136213293989), (6, 1, 0.7254068358107177), (7, 1, 0.7412180848646341), (8, 1, 0.4301799385098173), (9, 2, 0.7224018840430765), (10, 2, 0.15804037430051987), (11, 2, 0.3757166519670896), (12, 2, 0.20553090118671025), (13, 1, 0.2442047802964632), (14, 3, 0.4570514285120253), (15, 3, 0.7785175392398087), (16, 3, 0.43272761606831167), (17, 2, 0.6978281067499721), (18, 1, 0.8188239057913753), (19, 3, 0.142213517328601), (20, 2, 0.08715595440496304), (21, 3, 0.9202724462538708), (22, 2, 0.6141059038908094), (23, 2, 0.34063608065645046), (24, 1, 0.39415225236090035), (25, 1, 0.5135670412698854), (26, 1, 0.9296478119633437), (27, 1, 0.5944389246506323), (28, 1, 0.6353361998250081), (29, 2, 0.7819449045185368), (30, 1, 0.9712162471752167), (31, 2, 0.4818261291281931), (32, 3, 0.793015396659669), (33, 2, 0.7231359923693034), (34, 3, 0.271717269411373), (35, 2, 0.7397655429714416), (36, 1, 0.42342928416220604), (37, 1, 0.031348386111194504), (38, 2, 0.7917152127206203), (39, 3, 0.2633964314017423), (40, 1, 0.7859205945498109), (41, 3, 0.6403908375003681), (42, 2, 0.07611158427149389), (43, 2, 0.24899405142267872), (44, 3, 0.5059350132517205), (45, 2, 0.4440530548854059), (46, 1, 0.2895503004268466), (47, 3, 0.9316635735755827), (48, 1, 0.6929915214911642), (49, 3, 0.32777663437754345)]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",9,9,11,13,13,9
"[(0, 3, 0.8362205206660698), (1, 2, 0.9549050063679471), (2, 3, 0.9891809033903605), (3, 2, 0.8987751854791418), (4, 2, 0.0964521668088274), (5, 1, 0.8152805698302967), (6, 1, 0.6656315540612511), (7, 3, 0.31528463462066825), (8, 3, 0.915849497904998), (9, 2, 0.1996937563880321), (10, 1, 0.6149261824950524), (11, 2, 0.5942820526604371), (12, 3, 0.2976559011508305), (13, 1, 0.3522271954048889), (14, 2, 0.8008965213284167), (15, 3, 0.8721039251906786), (16, 2, 0.3647348458071309), (17, 3, 0.061753303745134436), (18, 2, 0.4432955179260998), (19, 1, 0.15198484172712923), (20, 3, 0.6879422319409925), (21, 3, 0.055656554776528866), (22, 3, 0.3112421795966489), (23, 1, 0.7740141854121211), (24, 3, 0.049019147649900674), (25, 2, 0.8904347317669769), (26, 3, 0.1580919999556858), (27, 3, 0.345834071788808), (28, 2, 0.7511021149318872), (29, 2, 0.04164647863503779), (30, 3, 0.5584849667535094), (31, 1, 0.6928572826697871), (32, 2, 0.8244412276254723), (33, 2, 0.7114968613333131), (34, 1, 0.8085485053787014), (35, 1, 0.9410795542020923), (36, 1, 0.4605570096587287), (37, 3, 0.5525793830418595), (38, 2, 0.7249777568119397), (39, 3, 0.20495584022020563), (40, 1, 0.5978674392702135), (41, 1, 0.471987345238267), (42, 2, 0.2518096455734402), (43, 1, 0.8680845204384297), (44, 3, 0.2756988978323588), (45, 1, 0.7616372994088445), (46, 2, 0.4991795939085468), (47, 3, 0.632915053467868), (48, 3, 0.4070424437137561), (49, 2, 0.06843122482701536)]","[0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]",9,19,15,18,19,14
"[(0, 3, 0.12412523169734913), (1, 3, 0.32776184466920366), (2, 2, 0.381996643319126), (3, 3, 0.3486284186842534), (4, 1, 0.5110628998039096), (5, 2, 0.3701014953108621), (6, 3, 0.05975289774227266), (7, 2, 0.9741434324272026), (8, 3, 0.8884949124147997), (9, 3, 0.7665684862340159), (10, 1, 0.8418248916215754), (11, 3, 0.3063888993879239), (12, 3, 0.6835173133596227), (13, 3, 0.4192393091118639), (14, 3, 0.4400368503328004), (15, 3, 0.686176516352744), (16, 1, 0.4382742847232647), (17, 2, 0.9206771867767557), (18, 3, 0.957946252585057), (19, 1, 0.4566187276399626), (20, 1, 0.660548462488457), (21, 2, 0.7756204633891325), (22, 2, 0.39521297990175586), (23, 1, 0.09034740288074483), (24, 3, 0.7137801148174124), (25, 2, 0.6400576795460821), (26, 2, 0.9200225293268819), (27, 3, 0.06419333282450967), (28, 3, 0.9063906608941079), (29, 3, 0.6248857024971495), (30, 3, 0.5561354629335651), (31, 2, 0.03680438402998476), (32, 2, 0.7416175893045641), (33, 1, 0.5515227761026972), (34, 3, 0.13880327297848116), (35, 3, 0.5689764449565051), (36, 1, 0.18469492174098157), (37, 1, 0.30849514240614395), (38, 3, 0.4177595260911299), (39, 2, 0.3355921349670724), (40, 2, 0.5087416202735032), (41, 3, 0.4015047463743292), (42, 2, 0.27908724102242755), (43, 1, 0.5093417361009618), (44, 2, 0.9568785766334139), (45, 1, 0.5982823922112729), (46, 1, 0.09731439883738979), (47, 3, 0.9578558401496078), (48, 1, 0.3215891011372274), (49, 1, 0.6834987949713053)]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",24,13,21,16,23,16
"[(0, 2, 0.4427734529999111), (1, 3, 0.896572478892325), (2, 3, 0.4304478162071158), (3, 2, 0.7508337849479179), (4, 1, 0.6968496106054235), (5, 3, 0.5113975813753766), (6, 3, 0.15071185796984643), (7, 3, 0.07785822942042697), (8, 1, 0.19357041574579192), (9, 2, 0.3633681513771191), (10, 3, 0.475809663321727), (11, 2, 0.11016174999619954), (12, 1, 0.04442601860701223), (13, 1, 0.23526625165610415), (14, 2, 0.40031137256397087), (15, 2, 0.5995441617701442), (16, 2, 0.6259451219015209), (17, 2, 0.5837506922228035), (18, 3, 0.09471696839950183), (19, 3, 0.8499723522366368), (20, 3, 0.1207378275373665), (21, 3, 0.40770268440700885), (22, 1, 0.6915274399383692), (23, 2, 0.36889020818595675), (24, 2, 0.7416128602302307), (25, 3, 0.24774940777887067), (26, 1, 0.6715502737976682), (27, 2, 0.7467023880726081), (28, 2, 0.7546747141006258), (29, 3, 0.48251247767079397), (30, 2, 0.9338291719931782), (31, 2, 0.9876869505567206), (32, 2, 0.9047598598510761), (33, 3, 0.40384486353431215), (34, 3, 0.5205378508148085), (35, 1, 0.01728623818592534), (36, 1, 0.8013931878825992), (37, 1, 0.6172011205346185), (38, 1, 0.3681315110234221), (39, 2, 0.9114188461696452), (40, 1, 0.5133899940830361), (41, 2, 0.7854831520104284), (42, 2, 0.14844105344311787), (43, 2, 0.5205524531613338), (44, 3, 0.2991823317804546), (45, 1, 0.8302112031376108), (46, 3, 0.5545832032225492), (47, 3, 0.10848708385436434), (48, 3, 0.265580228718), (49, 2, 0.840265890235459)]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",26,12,20,18,12,26
"[(0, 1, 0.43913834916569183), (1, 2, 0.9372976553003113), (2, 3, 0.8690655406239799), (3, 3, 0.9623996925187555), (4, 1, 0.22905467519680212), (5, 1, 0.456028989760919), (6, 3, 0.707543419674651), (7, 2, 0.43843149284496263), (8, 3, 0.8249540680729245), (9, 2, 0.3864280795085123), (10, 2, 0.29239948080603906), (11, 3, 0.3752561283533009), (12, 2, 0.06710597532127638), (13, 1, 0.46157010380095087), (14, 2, 0.5903896285327371), (15, 2, 0.0006300468129047943), (16, 1, 0.745591392534932), (17, 2, 0.43227309987436924), (18, 3, 0.1028051654633555), (19, 1, 0.9451516039694788), (20, 1, 0.3766274610188104), (21, 2, 0.17671677283431297), (22, 2, 0.22043497985118954), (23, 3, 0.8045300139837862), (24, 1, 0.9789039622511463), (25, 2, 0.4533373516535518), (26, 2, 0.48376770074562625), (27, 2, 0.28821405396583755), (28, 2, 0.5964554830379667), (29, 3, 0.1502803137763017), (30, 3, 0.9249817996834815), (31, 1, 0.19876287248775548), (32, 2, 0.2677379966001677), (33, 2, 0.43996934955236655), (34, 1, 0.2784448457603197), (35, 3, 0.1250525742032096), (36, 2, 0.706599837888226), (37, 1, 0.9721292866431909), (38, 2, 0.7849691143293087), (39, 1, 0.9912386315522669), (40, 3, 0.149444576808213), (41, 2, 0.8208104840375791), (42, 1, 0.1053280500686351), (43, 3, 0.13603578148022355), (44, 2, 0.49136350344402924), (45, 1, 0.8334192822363876), (46, 1, 0.2509354618006402), (47, 1, 0.03378606526180927), (48, 3, 0.978139098806077), (49, 3, 0.7803330646216727)]","[0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",23,20,14,17,21,22
"[(0, 1, 0.05295144954396924), (1, 1, 0.0853824721968165), (2, 2, 0.21146022158722133), (3, 2, 0.10066889620022001), (4, 3, 0.8057390062474795), (5, 1, 0.35107271800054685), (6, 2, 0.9805804324883531), (7, 1, 0.7459218371731695), (8, 2, 0.6150974967956232), (9, 1, 0.9525000616314644), (10, 2, 0.758382691382127), (11, 2, 0.08679828131373257), (12, 2, 0.5638386496485492), (13, 3, 0.02503509466342868), (14, 3, 0.5645745984832068), (15, 3, 0.48710961612630366), (16, 1, 0.5583918024375515), (17, 2, 0.3530148434102368), (18, 1, 0.5443612997929849), (19, 1, 0.37167002741146715), (20, 2, 0.7225095151691763), (21, 3, 0.6200926074350225), (22, 1, 0.16943946414881195), (23, 2, 0.45490771248433837), (24, 2, 0.2920478204172685), (25, 2, 0.01615131157704186), (26, 2, 0.807695375305828), (27, 3, 0.8251861715483115), (28, 2, 0.4177314655979305), (29, 1, 0.6462339811808102), (30, 1, 0.6176685192858675), (31, 2, 0.6338931457011234), (32, 1, 0.16921102884696682), (33, 2, 0.2817074474013692), (34, 1, 0.041282852062780706), (35, 2, 0.2005566577996204), (36, 3, 0.41348488060292743), (37, 2, 0.8839255107965208), (38, 3, 0.9724465853791431), (39, 1, 0.7654415557988856), (40, 3, 0.4269195387059337), (41, 1, 0.47095600029971596), (42, 3, 0.6211702771782729), (43, 3, 0.1870450231183468), (44, 1, 0.9567071326653287), (45, 1, 0.11820862758081851), (46, 1, 0.6223383534979468), (47, 2, 0.8203286072350118), (48, 2, 0.3508473646051695), (49, 3, 0.42225971044344657)]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",19,19,18,12,10,20
"[(0, 1, 0.8396899168030071), (1, 2, 0.5180847818182688), (2, 1, 0.6903937748923308), (3, 3, 0.09917830127124283), (4, 1, 0.5890900233808266), (5, 1, 0.36448766849047365), (6, 1, 0.8973103281329243), (7, 2, 0.16755274225756733), (8, 3, 0.8131281086449018), (9, 2, 0.5223767443996622), (10, 2, 0.18778362991369768), (11, 3, 0.8221144071401464), (12, 1, 0.46617147464346154), (13, 1, 0.02434026309674353), (14, 3, 0.7427198785804829), (15, 1, 0.53450329413121), (16, 3, 0.2954248945599225), (17, 3, 0.08382315373810123), (18, 1, 0.7613368363614047), (19, 2, 0.25125120956634583), (20, 1, 0.1294902606418098), (21, 1, 0.16374387266859125), (22, 1, 0.13798026328013435), (23, 2, 0.7590772434716597), (24, 3, 0.8892779914784975), (25, 2, 0.6989507458468736), (26, 1, 0.9473987731539391), (27, 2, 0.8953324151589765), (28, 3, 0.8926568863241293), (29, 2, 0.979954460366593), (30, 3, 0.6838977101376043), (31, 1, 0.5515457320991658), (32, 2, 0.959459091083909), (33, 1, 0.4002736276645864), (34, 3, 0.45371092886944764), (35, 2, 0.7363343270615479), (36, 3, 0.06909672294506097), (37, 2, 0.6760766399708665), (38, 1, 0.2946179956938868), (39, 2, 0.8000642627736261), (40, 1, 0.019873483028848726), (41, 1, 0.6054454717253324), (42, 3, 0.5575681576750746), (43, 3, 0.5411847626943969), (44, 2, 0.6159672683880406), (45, 2, 0.06316361670617954), (46, 3, 0.7400572642175822), (47, 1, 0.4202393214380109), (48, 3, 0.060736310047283415), (49, 3, 0.07776221793517757)]","[1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",22,8,17,17,9,16
