model,G,B,N,kmax,inst,w_myopic,w_rollout,first_pool_diff,pred_gain_step1
binary,5,5,50,24,995,17.0,13.0,1,0.151402
binary,5,5,50,24,996,15.0,12.0,1,0.505491
binary,5,5,50,24,997,11.0,10.0,1,0.415754
binary,5,5,50,24,998,31.0,32.0,1,0.094674
binary,5,5,50,24,999,20.0,20.0,1,0.265816
binary,3,5,50,24,0,14.0,20.0,1,0.119867
binary,3,5,50,24,1,23.0,24.0,1,0.148918
binary,3,5,50,24,2,24.0,24.0,1,0.009732
binary,3,5,50,24,3,20.0,20.0,0,0.0
binary,3,5,50,24,4,14.0,16.0,1,0.029634
binary,3,5,50,24,5,21.0,21.0,0,0.0
binary,3,5,50,24,6,37.0,31.0,1,0.044539
binary,3,5,50,24,7,13.0,6.0,1,0.071201
binary,3,5,50,24,8,29.0,29.0,0,0.0
binary,3,5,50,24,9,32.0,28.0,0,0.0
binary,3,5,50,24,10,8.0,13.0,0,0.0
binary,3,5,50,24,11,26.0,26.0,1,0.021119
binary,3,5,50,24,12,5.0,10.0,0,0.0
binary,3,5,50,24,13,32.0,31.0,1,0.243904
binary,3,5,50,24,14,12.0,6.0,1,0.164559
binary,3,5,50,24,15,33.0,33.0,1,0.022741
binary,3,5,50,24,16,32.0,32.0,0,0.0
binary,3,5,50,24,17,27.0,27.0,1,0.308891
binary,3,5,50,24,18,15.0,22.0,1,0.213938
binary,3,5,50,24,19,23.0,21.0,0,0.0
binary,3,5,50,24,20,15.0,13.0,1,0.165546
binary,3,5,50,24,21,22.0,16.0,1,0.063796
binary,3,5,50,24,22,16.0,16.0,0,0.0
binary,3,5,50,24,23,17.0,15.0,1,0.006229
binary,3,5,50,24,24,13.0,9.0,1,0.015104
binary,3,5,50,24,25,28.0,29.0,1,0.140975
binary,3,5,50,24,26,16.0,21.0,1,0.042582
binary,3,5,50,24,27,25.0,25.0,1,0.015723
binary,3,5,50,24,28,29.0,31.0,0,0.0
binary,3,5,50,24,29,27.0,28.0,1,0.24541
binary,3,5,50,24,30,30.0,28.0,1,0.187133
binary,3,5,50,24,31,27.0,27.0,0,0.0
binary,3,5,50,24,32,20.0,14.0,1,0.000744
binary,3,5,50,24,33,30.0,24.0,1,0.429831
binary,3,5,50,24,34,9.0,20.0,1,0.035359
binary,3,5,50,24,35,13.0,13.0,0,0.0
binary,3,5,50,24,36,16.0,16.0,1,0.109874
binary,3,5,50,24,37,7.0,6.0,1,0.007481
binary,3,5,50,24,38,21.0,19.0,1,0.099674
binary,3,5,50,24,39,20.0,19.0,0,0.0
binary,3,5,50,24,40,32.0,29.0,0,0.0
binary,3,5,50,24,41,22.0,23.0,0,0.0
binary,3,5,50,24,42,20.0,14.0,0,0.0
binary,3,5,50,24,43,16.0,22.0,1,0.024169
binary,3,5,50,24,44,23.0,23.0,0,0.0
binary,3,5,50,24,45,19.0,19.0,0,0.0
binary,3,5,50,24,46,26.0,22.0,1,0.258246
binary,3,5,50,24,47,0.0,6.0,1,0.037005
binary,3,5,50,24,48,17.0,16.0,0,0.0
binary,3,5,50,24,49,21.0,21.0,1,0.109315
binary,3,5,50,24,50,21.0,21.0,0,0.0
binary,3,5,50,24,51,24.0,23.0,1,0.161936
binary,3,5,50,24,52,21.0,21.0,0,0.0
binary,3,5,50,24,53,19.0,21.0,1,0.320359
binary,3,5,50,24,54,23.0,24.0,1,0.061321
binary,3,5,50,24,55,17.0,22.0,0,0.0
binary,3,5,50,24,56,29.0,29.0,1,0.167966
binary,3,5,50,24,57,16.0,16.0,0,0.0
binary,3,5,50,24,58,14.0,12.0,1,0.350249
binary,3,5,50,24,59,7.0,14.0,1,0.448613
binary,3,5,50,24,60,17.0,12.0,1,0.003125
binary,3,5,50,24,61,12.0,12.0,1,0.06192
binary,3,5,50,24,62,20.0,24.0,1,0.382811
binary,3,5,50,24,63,27.0,28.0,1,0.02538
binary,3,5,50,24,64,24.0,29.0,1,0.296181
binary,3,5,50,24,65,22.0,21.0,0,0.0
binary,3,5,50,24,66,29.0,29.0,1,0.282286
binary,3,5,50,24,67,21.0,16.0,0,0.0
binary,3,5,50,24,68,7.0,0.0,1,0.2465
binary,3,5,50,24,69,8.0,7.0,1,0.238816
binary,3,5,50,24,70,28.0,27.0,1,0.150398
binary,3,5,50,24,71,26.0,28.0,1,0.018315
binary,3,5,50,24,72,34.0,34.0,1,0.041041
binary,3,5,50,24,73,22.0,21.0,1,0.32111
binary,3,5,50,24,74,17.0,17.0,0,0.0
binary,3,5,50,24,75,19.0,12.0,1,0.317957
binary,3,5,50,24,76,6.0,6.0,1,0.02227
binary,3,5,50,24,77,20.0,20.0,1,0.109176
binary,3,5,50,24,78,24.0,15.0,1,0.157847
binary,3,5,50,24,79,23.0,23.0,1,0.180684
binary,3,5,50,24,80,20.0,15.0,0,0.0
binary,3,5,50,24,81,6.0,12.0,0,0.0
binary,3,5,50,24,82,30.0,30.0,0,0.0
binary,3,5,50,24,83,20.0,20.0,0,0.0
binary,3,5,50,24,84,11.0,12.0,1,0.027001
binary,3,5,50,24,85,15.0,15.0,0,0.0
binary,3,5,50,24,86,21.0,24.0,1,0.174292
binary,3,5,50,24,87,19.0,19.0,0,0.0
binary,3,5,50,24,88,25.0,18.0,1,0.047956
binary,3,5,50,24,89,18.0,19.0,1,0.058601
binary,3,5,50,24,90,20.0,20.0,0,0.0
binary,3,5,50,24,91,14.0,14.0,0,0.0
binary,3,5,50,24,92,14.0,21.0,1,0.246434
binary,3,5,50,24,93,13.0,8.0,0,0.0
binary,3,5,50,24,94,26.0,27.0,1,0.158444
binary,3,5,50,24,95,29.0,30.0,0,0.0
binary,3,5,50,24,96,23.0,24.0,1,0.015578
binary,3,5,50,24,97,13.0,14.0,1,0.060835
binary,3,5,50,24,98,13.0,19.0,1,0.691162
binary,3,5,50,24,99,24.0,24.0,0,0.0
binary,3,5,50,24,100,23.0,26.0,0,0.0
binary,3,5,50,24,101,21.0,22.0,1,0.014317
binary,3,5,50,24,102,19.0,18.0,1,0.101992
binary,3,5,50,24,103,19.0,20.0,0,0.0
binary,3,5,50,24,104,25.0,25.0,1,0.470636
binary,3,5,50,24,105,13.0,14.0,1,0.161125
binary,3,5,50,24,106,32.0,32.0,0,0.0
binary,3,5,50,24,107,14.0,16.0,1,0.303749
binary,3,5,50,24,108,16.0,14.0,0,0.0
binary,3,5,50,24,109,31.0,31.0,0,0.0
binary,3,5,50,24,110,24.0,24.0,0,0.0
binary,3,5,50,24,111,14.0,14.0,1,0.060546
binary,3,5,50,24,112,6.0,6.0,0,0.0
binary,3,5,50,24,113,20.0,24.0,1,0.114459
binary,3,5,50,24,114,21.0,20.0,1,0.046992
binary,3,5,50,24,115,26.0,21.0,1,0.310975
binary,3,5,50,24,116,21.0,20.0,0,0.0
binary,3,5,50,24,117,16.0,14.0,1,0.182312
binary,3,5,50,24,118,12.0,13.0,0,0.0
binary,3,5,50,24,119,23.0,23.0,0,0.0
binary,3,5,50,24,120,15.0,14.0,0,0.0
binary,3,5,50,24,121,26.0,28.0,1,0.501712
binary,3,5,50,24,122,17.0,16.0,0,0.0
binary,3,5,50,24,123,12.0,12.0,1,0.109773
binary,3,5,50,24,124,27.0,27.0,0,0.0
binary,3,5,50,24,125,15.0,15.0,1,0.140562
binary,3,5,50,24,126,28.0,28.0,1,0.003104
binary,3,5,50,24,127,19.0,19.0,1,0.42452
binary,3,5,50,24,128,24.0,24.0,0,0.0
binary,3,5,50,24,129,26.0,26.0,1,0.094675
binary,3,5,50,24,130,26.0,26.0,0,0.0
binary,3,5,50,24,131,20.0,22.0,1,0.048492
binary,3,5,50,24,132,5.0,14.0,0,0.0
binary,3,5,50,24,133,18.0,16.0,1,0.026093
binary,3,5,50,24,134,37.0,38.0,1,0.169047
binary,3,5,50,24,135,7.0,8.0,1,0.101227
binary,3,5,50,24,136,26.0,28.0,0,0.0
binary,3,5,50,24,137,22.0,23.0,0,0.0
binary,3,5,50,24,138,34.0,34.0,0,0.0
binary,3,5,50,24,139,14.0,14.0,0,0.0
binary,3,5,50,24,140,21.0,20.0,1,0.076857
binary,3,5,50,24,141,19.0,14.0,0,0.0
binary,3,5,50,24,142,28.0,28.0,0,0.0
binary,3,5,50,24,143,12.0,12.0,0,0.0
binary,3,5,50,24,144,23.0,23.0,0,0.0
binary,3,5,50,24,145,25.0,25.0,1,0.264777
binary,3,5,50,24,146,7.0,7.0,0,0.0
binary,3,5,50,24,147,24.0,24.0,1,0.174449
binary,3,5,50,24,148,13.0,14.0,0,0.0
binary,3,5,50,24,149,23.0,17.0,1,0.269044
binary,3,5,50,24,150,16.0,9.0,1,0.371143
binary,3,5,50,24,151,30.0,30.0,1,0.040135
binary,3,5,50,24,152,30.0,29.0,0,0.0
binary,3,5,50,24,153,26.0,26.0,1,0.255089
binary,3,5,50,24,154,32.0,32.0,1,0.140551
binary,3,5,50,24,155,7.0,7.0,1,0.237719
binary,3,5,50,24,156,22.0,21.0,1,0.08076
binary,3,5,50,24,157,8.0,8.0,1,0.166744
binary,3,5,50,24,158,25.0,18.0,1,0.052513
binary,3,5,50,24,159,23.0,29.0,1,0.022325
binary,3,5,50,24,160,10.0,17.0,1,0.243316
binary,3,5,50,24,161,20.0,21.0,1,0.070568
binary,3,5,50,24,162,21.0,20.0,1,0.077934
binary,3,5,50,24,163,13.0,15.0,1,0.40134
binary,3,5,50,24,164,9.0,17.0,0,0.0
binary,3,5,50,24,165,17.0,17.0,0,0.0
binary,3,5,50,24,166,20.0,20.0,0,0.0
binary,3,5,50,24,167,7.0,9.0,1,0.224475
binary,3,5,50,24,168,23.0,23.0,0,0.0
binary,3,5,50,24,169,22.0,23.0,0,0.0
binary,3,5,50,24,170,31.0,31.0,0,0.0
binary,3,5,50,24,171,27.0,27.0,1,0.182137
binary,3,5,50,24,172,27.0,27.0,0,0.0
binary,3,5,50,24,173,29.0,23.0,0,0.0
binary,3,5,50,24,174,23.0,23.0,1,0.241401
binary,3,5,50,24,175,33.0,29.0,1,0.041555
binary,3,5,50,24,176,29.0,22.0,0,0.0
binary,3,5,50,24,177,15.0,20.0,1,0.004467
binary,3,5,50,24,178,11.0,17.0,1,0.035732
binary,3,5,50,24,179,13.0,12.0,1,0.020886
binary,3,5,50,24,180,23.0,16.0,0,0.0
binary,3,5,50,24,181,14.0,13.0,1,0.059365
binary,3,5,50,24,182,27.0,26.0,0,0.0
binary,3,5,50,24,183,28.0,28.0,0,0.0
binary,3,5,50,24,184,22.0,21.0,1,0.161169
binary,3,5,50,24,185,27.0,28.0,1,0.158945
binary,3,5,50,24,186,13.0,7.0,0,0.0
binary,3,5,50,24,187,28.0,30.0,1,0.35602
binary,3,5,50,24,188,21.0,22.0,1,0.219027
binary,3,5,50,24,189,6.0,10.0,1,0.150633
binary,3,5,50,24,190,30.0,30.0,0,0.0
binary,3,5,50,24,191,37.0,35.0,0,0.0
binary,3,5,50,24,192,30.0,31.0,1,0.02463
binary,3,5,50,24,193,23.0,22.0,0,0.0
binary,3,5,50,24,194,20.0,15.0,0,0.0
binary,3,5,50,24,195,12.0,12.0,0,0.0
binary,3,5,50,24,196,8.0,16.0,1,0.188769
binary,3,5,50,24,197,12.0,12.0,1,0.295905
binary,3,5,50,24,198,31.0,31.0,0,0.0
binary,3,5,50,24,199,26.0,27.0,1,0.300466
binary,3,5,50,24,200,14.0,19.0,1,0.166299
binary,3,5,50,24,201,31.0,34.0,0,0.0
binary,3,5,50,24,202,22.0,22.0,0,0.0
binary,3,5,50,24,203,21.0,27.0,1,0.001246
binary,3,5,50,24,204,26.0,26.0,1,0.113847
binary,3,5,50,24,205,15.0,8.0,1,0.718168
binary,3,5,50,24,206,32.0,32.0,0,0.0
binary,3,5,50,24,207,30.0,30.0,0,0.0
binary,3,5,50,24,208,12.0,13.0,1,0.150847
binary,3,5,50,24,209,15.0,19.0,1,0.222437
binary,3,5,50,24,210,29.0,29.0,1,0.151878
binary,3,5,50,24,211,6.0,6.0,0,0.0
binary,3,5,50,24,212,24.0,26.0,1,0.139759
binary,3,5,50,24,213,6.0,6.0,1,0.113582
binary,3,5,50,24,214,22.0,22.0,0,0.0
binary,3,5,50,24,215,12.0,14.0,0,0.0
binary,3,5,50,24,216,21.0,21.0,1,0.357628
binary,3,5,50,24,217,8.0,9.0,1,0.283014
binary,3,5,50,24,218,16.0,16.0,1,0.200614
binary,3,5,50,24,219,23.0,23.0,1,0.017572
binary,3,5,50,24,220,22.0,22.0,1,0.07692
binary,3,5,50,24,221,13.0,7.0,1,0.14164
binary,3,5,50,24,222,21.0,22.0,0,0.0
binary,3,5,50,24,223,15.0,20.0,0,0.0
binary,3,5,50,24,224,20.0,20.0,1,0.090678
binary,3,5,50,24,225,15.0,13.0,1,0.131997
binary,3,5,50,24,226,8.0,13.0,1,0.031093
binary,3,5,50,24,227,23.0,23.0,1,0.152304
binary,3,5,50,24,228,20.0,20.0,0,0.0
binary,3,5,50,24,229,18.0,20.0,1,0.015442
binary,3,5,50,24,230,27.0,23.0,0,0.0
binary,3,5,50,24,231,25.0,26.0,1,0.372863
binary,3,5,50,24,232,17.0,13.0,1,0.290614
binary,3,5,50,24,233,18.0,19.0,1,0.270278
binary,3,5,50,24,234,6.0,13.0,1,0.074988
binary,3,5,50,24,235,13.0,13.0,0,0.0
binary,3,5,50,24,236,14.0,14.0,0,0.0
binary,3,5,50,24,237,20.0,21.0,0,0.0
binary,3,5,50,24,238,16.0,14.0,1,0.080662
binary,3,5,50,24,239,30.0,30.0,0,0.0
binary,3,5,50,24,240,18.0,17.0,1,0.13256
binary,3,5,50,24,241,13.0,13.0,0,0.0
binary,3,5,50,24,242,29.0,29.0,1,0.175554
binary,3,5,50,24,243,19.0,19.0,1,0.044825
binary,3,5,50,24,244,27.0,27.0,1,0.156585
binary,3,5,50,24,245,13.0,19.0,1,0.052533
binary,3,5,50,24,246,6.0,14.0,1,0.146058
binary,3,5,50,24,247,24.0,24.0,1,0.152587
binary,3,5,50,24,248,15.0,17.0,1,0.258624
binary,3,5,50,24,249,22.0,24.0,1,0.068464
binary,3,5,50,24,250,9.0,6.0,1,0.200376
binary,3,5,50,24,251,28.0,28.0,1,0.161705
binary,3,5,50,24,252,15.0,14.0,1,0.075032
binary,3,5,50,24,253,7.0,12.0,1,0.066987
binary,3,5,50,24,254,16.0,21.0,1,0.003897
binary,3,5,50,24,255,15.0,15.0,1,0.010976
binary,3,5,50,24,256,26.0,26.0,1,0.065539
binary,3,5,50,24,257,30.0,29.0,1,0.19938
binary,3,5,50,24,258,26.0,25.0,1,0.275876
binary,3,5,50,24,259,0.0,9.0,1,0.182169
binary,3,5,50,24,260,14.0,8.0,0,0.0
binary,3,5,50,24,261,28.0,26.0,0,0.0
binary,3,5,50,24,262,8.0,9.0,1,0.239217
binary,3,5,50,24,263,19.0,19.0,0,0.0
binary,3,5,50,24,264,26.0,26.0,0,0.0
binary,3,5,50,24,265,24.0,24.0,1,0.097255
binary,3,5,50,24,266,28.0,20.0,0,0.0
binary,3,5,50,24,267,21.0,22.0,0,0.0
binary,3,5,50,24,268,14.0,20.0,1,0.077127
binary,3,5,50,24,269,16.0,16.0,1,0.133719
binary,3,5,50,24,270,23.0,22.0,1,0.169813
binary,3,5,50,24,271,12.0,14.0,0,0.0
binary,3,5,50,24,272,22.0,22.0,0,0.0
binary,3,5,50,24,273,26.0,23.0,1,0.129271
binary,3,5,50,24,274,14.0,15.0,1,0.163657
binary,3,5,50,24,275,28.0,29.0,1,0.140123
binary,3,5,50,24,276,28.0,29.0,0,0.0
binary,3,5,50,24,277,29.0,29.0,0,0.0
binary,3,5,50,24,278,22.0,15.0,0,0.0
binary,3,5,50,24,279,18.0,18.0,1,0.334366
binary,3,5,50,24,280,15.0,22.0,0,0.0
binary,3,5,50,24,281,28.0,28.0,0,0.0
binary,3,5,50,24,282,20.0,20.0,0,0.0
binary,3,5,50,24,283,23.0,25.0,1,0.056807
binary,3,5,50,24,284,14.0,14.0,1,0.183716
binary,3,5,50,24,285,26.0,26.0,1,0.430756
binary,3,5,50,24,286,13.0,14.0,1,0.017329
binary,3,5,50,24,287,15.0,23.0,0,0.0
binary,3,5,50,24,288,32.0,30.0,1,0.054383
binary,3,5,50,24,289,33.0,33.0,0,0.0
binary,3,5,50,24,290,9.0,15.0,0,0.0
binary,3,5,50,24,291,14.0,14.0,0,0.0
binary,3,5,50,24,292,14.0,14.0,1,0.021834
binary,3,5,50,24,293,5.0,6.0,0,0.0
binary,3,5,50,24,294,28.0,28.0,0,0.0
binary,3,5,50,24,295,29.0,28.0,1,0.194658
binary,3,5,50,24,296,17.0,15.0,0,0.0
binary,3,5,50,24,297,9.0,9.0,1,0.259685
binary,3,5,50,24,298,5.0,6.0,1,0.018584
binary,3,5,50,24,299,34.0,34.0,1,0.002106
binary,3,5,50,24,300,21.0,23.0,1,0.060206
binary,3,5,50,24,301,17.0,19.0,0,0.0
binary,3,5,50,24,302,22.0,22.0,1,0.001711
binary,3,5,50,24,303,21.0,20.0,1,0.171731
binary,3,5,50,24,304,13.0,8.0,1,0.455038
binary,3,5,50,24,305,6.0,10.0,1,0.161327
binary,3,5,50,24,306,30.0,28.0,1,0.123951
binary,3,5,50,24,307,20.0,20.0,1,0.194682
binary,3,5,50,24,308,8.0,7.0,1,0.039603
binary,3,5,50,24,309,17.0,13.0,1,0.295162
binary,3,5,50,24,310,29.0,29.0,1,0.142124
binary,3,5,50,24,311,22.0,16.0,1,0.098626
binary,3,5,50,24,312,28.0,28.0,0,0.0
binary,3,5,50,24,313,21.0,22.0,1,0.002787
binary,3,5,50,24,314,25.0,27.0,1,0.037491
binary,3,5,50,24,315,12.0,8.0,1,0.236521
binary,3,5,50,24,316,12.0,12.0,0,0.0
binary,3,5,50,24,317,19.0,12.0,1,0.01617
binary,3,5,50,24,318,24.0,24.0,0,0.0
binary,3,5,50,24,319,11.0,12.0,0,0.0
binary,3,5,50,24,320,24.0,24.0,1,0.009016
binary,3,5,50,24,321,8.0,9.0,1,0.332737
binary,3,5,50,24,322,14.0,16.0,1,0.136795
binary,3,5,50,24,323,27.0,28.0,1,0.004527
binary,3,5,50,24,324,23.0,23.0,0,0.0
binary,3,5,50,24,325,24.0,26.0,1,0.165596
binary,3,5,50,24,326,30.0,32.0,1,0.532953
binary,3,5,50,24,327,28.0,29.0,1,0.433079
binary,3,5,50,24,328,28.0,27.0,1,0.00625
binary,3,5,50,24,329,25.0,25.0,0,0.0
binary,3,5,50,24,330,19.0,18.0,1,0.037762
binary,3,5,50,24,331,27.0,27.0,0,0.0
binary,3,5,50,24,332,24.0,24.0,1,0.125766
binary,3,5,50,24,333,28.0,28.0,0,0.0
binary,3,5,50,24,334,15.0,16.0,1,0.220688
binary,3,5,50,24,335,18.0,22.0,0,0.0
binary,3,5,50,24,336,29.0,29.0,1,0.349423
binary,3,5,50,24,337,9.0,14.0,1,0.072327
binary,3,5,50,24,338,15.0,21.0,1,0.174849
binary,3,5,50,24,339,19.0,19.0,1,0.162928
binary,3,5,50,24,340,0.0,13.0,0,0.0
binary,3,5,50,24,341,21.0,26.0,1,0.05094
binary,3,5,50,24,342,22.0,22.0,0,0.0
binary,3,5,50,24,343,17.0,17.0,1,0.038213
binary,3,5,50,24,344,26.0,26.0,1,0.025163
binary,3,5,50,24,345,20.0,26.0,1,0.132985
binary,3,5,50,24,346,31.0,31.0,1,0.103083
binary,3,5,50,24,347,14.0,14.0,1,0.029058
binary,3,5,50,24,348,33.0,27.0,1,0.216261
binary,3,5,50,24,349,22.0,23.0,1,0.334694
binary,3,5,50,24,350,19.0,21.0,1,0.077447
binary,3,5,50,24,351,21.0,21.0,1,0.216493
binary,3,5,50,24,352,13.0,15.0,1,0.297475
binary,3,5,50,24,353,32.0,32.0,0,0.0
binary,3,5,50,24,354,18.0,20.0,1,0.211594
binary,3,5,50,24,355,24.0,29.0,1,0.193282
binary,3,5,50,24,356,19.0,18.0,0,0.0
binary,3,5,50,24,357,31.0,31.0,0,0.0
binary,3,5,50,24,358,23.0,25.0,1,0.073047
binary,3,5,50,24,359,21.0,21.0,1,0.084271
binary,3,5,50,24,360,30.0,30.0,1,0.256366
binary,3,5,50,24,361,12.0,11.0,1,0.025821
binary,3,5,50,24,362,14.0,14.0,0,0.0
binary,3,5,50,24,363,24.0,24.0,0,0.0
binary,3,5,50,24,364,28.0,28.0,0,0.0
binary,3,5,50,24,365,18.0,18.0,0,0.0
binary,3,5,50,24,366,22.0,22.0,1,0.214542
binary,3,5,50,24,367,8.0,7.0,1,0.004909
binary,3,5,50,24,368,38.0,38.0,0,0.0
binary,3,5,50,24,369,26.0,22.0,1,0.140111
binary,3,5,50,24,370,22.0,21.0,0,0.0
binary,3,5,50,24,371,18.0,19.0,1,0.290144
binary,3,5,50,24,372,15.0,7.0,1,0.417092
binary,3,5,50,24,373,14.0,14.0,1,0.251082
binary,3,5,50,24,374,25.0,25.0,0,0.0
binary,3,5,50,24,375,24.0,24.0,0,0.0
binary,3,5,50,24,376,21.0,20.0,0,0.0
binary,3,5,50,24,377,15.0,22.0,1,0.166111
binary,3,5,50,24,378,24.0,24.0,0,0.0
binary,3,5,50,24,379,19.0,19.0,1,0.001748
binary,3,5,50,24,380,13.0,13.0,0,0.0
binary,3,5,50,24,381,12.0,12.0,0,0.0
binary,3,5,50,24,382,27.0,27.0,1,0.085553
binary,3,5,50,24,383,17.0,16.0,1,0.087183
binary,3,5,50,24,384,10.0,11.0,1,0.131575
binary,3,5,50,24,385,30.0,30.0,1,0.012392
binary,3,5,50,24,386,36.0,36.0,0,0.0
binary,3,5,50,24,387,25.0,25.0,1,0.317615
binary,3,5,50,24,388,8.0,12.0,1,0.005981
binary,3,5,50,24,389,29.0,29.0,0,0.0
binary,3,5,50,24,390,6.0,14.0,1,0.068736
binary,3,5,50,24,391,30.0,30.0,1,0.124069
binary,3,5,50,24,392,35.0,35.0,1,0.205644
binary,3,5,50,24,393,9.0,7.0,1,0.078277
binary,3,5,50,24,394,13.0,15.0,0,0.0
binary,3,5,50,24,395,22.0,27.0,1,0.17662
binary,3,5,50,24,396,14.0,16.0,1,0.057705
binary,3,5,50,24,397,14.0,20.0,1,0.274796
binary,3,5,50,24,398,30.0,31.0,0,0.0
binary,3,5,50,24,399,19.0,20.0,1,0.172818
binary,3,5,50,24,400,22.0,22.0,0,0.0
binary,3,5,50,24,401,6.0,12.0,1,0.004027
binary,3,5,50,24,402,12.0,12.0,0,0.0
binary,3,5,50,24,403,13.0,13.0,0,0.0
binary,3,5,50,24,404,22.0,21.0,1,0.069467
binary,3,5,50,24,405,35.0,35.0,1,0.09847
binary,3,5,50,24,406,30.0,30.0,1,0.226862
binary,3,5,50,24,407,25.0,26.0,1,0.400223
binary,3,5,50,24,408,14.0,15.0,0,0.0
binary,3,5,50,24,409,16.0,21.0,1,0.000849
binary,3,5,50,24,410,19.0,19.0,1,0.037531
binary,3,5,50,24,411,8.0,7.0,1,0.289288
binary,3,5,50,24,412,21.0,14.0,1,0.053398
binary,3,5,50,24,413,24.0,24.0,1,0.020084
binary,3,5,50,24,414,18.0,18.0,0,0.0
binary,3,5,50,24,415,16.0,21.0,0,0.0
binary,3,5,50,24,416,26.0,28.0,1,0.475968
binary,3,5,50,24,417,24.0,25.0,0,0.0
binary,3,5,50,24,418,31.0,31.0,1,0.251647
binary,3,5,50,24,419,13.0,10.0,1,0.265505
binary,3,5,50,24,420,13.0,19.0,1,0.465179
binary,3,5,50,24,421,24.0,21.0,1,0.253656
binary,3,5,50,24,422,21.0,21.0,0,0.0
binary,3,5,50,24,423,8.0,14.0,1,0.091096
binary,3,5,50,24,424,26.0,18.0,0,0.0
binary,3,5,50,24,425,16.0,13.0,1,0.078257
binary,3,5,50,24,426,16.0,16.0,0,0.0
binary,3,5,50,24,427,26.0,27.0,0,0.0
binary,3,5,50,24,428,0.0,0.0,1,0.048149
binary,3,5,50,24,429,28.0,29.0,0,0.0
binary,3,5,50,24,430,26.0,26.0,1,0.056469
binary,3,5,50,24,431,6.0,6.0,1,0.014699
binary,3,5,50,24,432,34.0,34.0,1,0.06908
binary,3,5,50,24,433,29.0,29.0,0,0.0
binary,3,5,50,24,434,28.0,30.0,1,0.49378
binary,3,5,50,24,435,20.0,26.0,1,0.020552
binary,3,5,50,24,436,17.0,18.0,1,0.030562
binary,3,5,50,24,437,29.0,29.0,0,0.0
binary,3,5,50,24,438,26.0,26.0,1,0.287231
binary,3,5,50,24,439,36.0,36.0,1,0.371401
binary,3,5,50,24,440,9.0,9.0,1,0.030754
binary,3,5,50,24,441,14.0,15.0,0,0.0
binary,3,5,50,24,442,13.0,15.0,1,0.021019
binary,3,5,50,24,443,22.0,15.0,1,0.127969
binary,3,5,50,24,444,13.0,13.0,0,0.0
binary,3,5,50,24,445,13.0,14.0,1,0.117229
binary,3,5,50,24,446,18.0,13.0,1,0.042307
binary,3,5,50,24,447,19.0,27.0,0,0.0
binary,3,5,50,24,448,14.0,14.0,0,0.0
binary,3,5,50,24,449,15.0,22.0,1,0.082891
binary,3,5,50,24,450,27.0,29.0,0,0.0
binary,3,5,50,24,451,14.0,14.0,0,0.0
binary,3,5,50,24,452,22.0,28.0,0,0.0
binary,3,5,50,24,453,21.0,21.0,0,0.0
binary,3,5,50,24,454,12.0,13.0,1,0.339492
binary,3,5,50,24,455,14.0,9.0,1,0.265536
binary,3,5,50,24,456,27.0,25.0,1,0.178555
binary,3,5,50,24,457,13.0,15.0,1,0.170848
binary,3,5,50,24,458,36.0,36.0,0,0.0
binary,3,5,50,24,459,16.0,16.0,1,0.658087
binary,3,5,50,24,460,12.0,8.0,0,0.0
binary,3,5,50,24,461,15.0,13.0,1,0.2087
binary,3,5,50,24,462,37.0,36.0,1,0.018349
binary,3,5,50,24,463,20.0,20.0,0,0.0
binary,3,5,50,24,464,22.0,18.0,1,0.071711
binary,3,5,50,24,465,22.0,14.0,0,0.0
binary,3,5,50,24,466,13.0,14.0,1,0.005338
binary,3,5,50,24,467,27.0,27.0,1,0.284802
binary,3,5,50,24,468,0.0,15.0,0,0.0
binary,3,5,50,24,469,20.0,20.0,1,0.034794
binary,3,5,50,24,470,8.0,14.0,1,0.343477
binary,3,5,50,24,471,13.0,13.0,0,0.0
binary,3,5,50,24,472,29.0,29.0,1,0.064814
binary,3,5,50,24,473,12.0,14.0,0,0.0
binary,3,5,50,24,474,30.0,29.0,1,0.040704
binary,3,5,50,24,475,26.0,26.0,1,0.084312
binary,3,5,50,24,476,27.0,28.0,1,0.092821
binary,3,5,50,24,477,23.0,23.0,1,0.02306
binary,3,5,50,24,478,19.0,19.0,1,0.168052
binary,3,5,50,24,479,26.0,21.0,0,0.0
binary,3,5,50,24,480,15.0,15.0,0,0.0
binary,3,5,50,24,481,7.0,12.0,1,0.021022
binary,3,5,50,24,482,16.0,16.0,0,0.0
binary,3,5,50,24,483,22.0,22.0,0,0.0
binary,3,5,50,24,484,22.0,15.0,1,0.147513
binary,3,5,50,24,485,25.0,25.0,0,0.0
binary,3,5,50,24,486,30.0,34.0,1,0.020765
binary,3,5,50,24,487,21.0,21.0,0,0.0
binary,3,5,50,24,488,21.0,15.0,0,0.0
binary,3,5,50,24,489,35.0,35.0,1,0.061773
binary,3,5,50,24,490,21.0,21.0,1,0.054978
binary,3,5,50,24,491,34.0,34.0,0,0.0
binary,3,5,50,24,492,15.0,15.0,0,0.0
binary,3,5,50,24,493,9.0,9.0,0,0.0
binary,3,5,50,24,494,13.0,6.0,1,0.028602
binary,3,5,50,24,495,33.0,33.0,0,0.0
binary,3,5,50,24,496,22.0,22.0,0,0.0
binary,3,5,50,24,497,23.0,23.0,0,0.0
binary,3,5,50,24,498,21.0,21.0,0,0.0
binary,3,5,50,24,499,19.0,19.0,0,0.0
