instance_id,history_id,probability,policy,action,action_size,depth,class,flags,score,immediate,rollout_q,local_regret,final_value
n5_B3_G3_p0.05,7:3|18:0,0.0001128125,S0,1,1,2,descendiente,intraatomo,0.0,0.0,0.0,0.0,0.0
n5_B3_G3_p0.05,7:2,0.007125,S0,24,2,1,virgen,,1.805,1.805,2.1541666667,0.015,2.1541666667
n5_B3_G3_p0.05,7:2|18:2,1.78125e-05,S0,1,1,2,descendiente,intraatomo,0.3333333333,0.3333333333,0.3333333333,0.0,0.3333333333
n5_B3_G3_p0.05,7:2|18:1,0.000676875,S0,8,1,2,descendiente,intraatomo,0.5,0.5,0.5,0.0,0.5
n5_B3_G3_p0.05,7:2|18:0,0.0064303125,S0,1,1,2,descendiente,intraatomo,0.3333333333,0.3333333333,0.3333333333,0.0,0.3333333333
n5_B3_G3_p0.05,7:1,0.135375,S0,24,2,1,virgen,,1.805,1.805,2.4716666667,0.6475,2.4716666667
n5_B3_G3_p0.05,7:1|18:2,0.0003384375,S0,1,1,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n5_B3_G3_p0.05,7:1|18:1,0.012860625,S0,1,1,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n5_B3_G3_p0.05,7:1|18:0,0.1221759375,S0,1,1,2,descendiente,intraatomo,0.6666666667,0.6666666667,0.6666666667,0.0,0.6666666667
n5_B3_G3_p0.05,7:0,0.857375,S0,24,2,1,virgen,,1.805,1.805,1.8525,0.0475,1.8525
n5_B3_G3_p0.05,7:0|18:2,0.0021434375,S0,1,1,2,descendiente,dominada;intraatomo,0.0,0.0,0.0,0.0,0.0
n5_B3_G3_p0.05,7:0|18:1,0.081450625,S0,8,1,2,descendiente,intraatomo,0.5,0.5,0.5,0.0,0.5
n5_B3_G3_p0.05,7:0|18:0,0.7737809375,S0,1,1,2,descendiente,dominada;intraatomo,0.0,0.0,0.0,0.0,0.0
n5_B3_G3_p0.05,raiz,1.0,rollout,19,3,0,virgen,,2.572125,2.572125,4.5920446875,0.0,4.6390875
n5_B3_G3_p0.05,13:3,0.000125,rollout,4,1,1,virgen,,0.95,0.95,1.9,0.0,1.9
n5_B3_G3_p0.05,13:3|4:1,6.25e-06,rollout,8,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,13:3|4:0,0.00011875,rollout,8,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,13:2,0.007125,rollout,5,2,1,cruzada,cruzada;atomo_virgen,0.6333333333,0.6333333333,2.1691666667,0.0,2.1691666667
n5_B3_G3_p0.05,13:2|5:2,0.0002375,rollout,8,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,13:2|5:1,0.00463125,rollout,12,2,2,cruzada,cruzada;atomo_virgen,1.8512820513,1.8512820513,1.8512820513,0.0,1.8512820513
n5_B3_G3_p0.05,13:2|5:0,0.00225625,rollout,8,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,13:1,0.135375,rollout,7,3,1,cruzada,cruzada;atomo_virgen,0.95,0.95,3.1191666667,0.0,3.1191666667
n5_B3_G3_p0.05,13:1|7:2,0.0045125,rollout,24,2,2,cruzada,cruzada;atomo_virgen,1.9,1.9,1.9,0.0,1.9
n5_B3_G3_p0.05,13:1|7:1,0.08799375,rollout,28,3,2,cruzada,cruzada;multiatomo;atomo_virgen,2.7769230769,2.7769230769,2.7769230769,0.0,2.7769230769
n5_B3_G3_p0.05,13:1|7:0,0.04286875,rollout,8,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,13:0,0.857375,rollout,4,1,1,virgen,,0.95,0.95,1.9,0.0,1.9
n5_B3_G3_p0.05,13:0|4:1,0.04286875,rollout,8,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,13:0|4:0,0.81450625,rollout,8,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,raiz,1.0,optimo,25,3,0,virgen,,2.572125,2.572125,4.5920446875,0.0,4.6390875
n5_B3_G3_p0.05,19:3,0.000125,optimo,2,1,1,virgen,,0.95,0.95,1.9,0.0,1.9
n5_B3_G3_p0.05,19:3|2:1,6.25e-06,optimo,4,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,19:3|2:0,0.00011875,optimo,4,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,19:2,0.007125,optimo,3,2,1,cruzada,cruzada;atomo_virgen,0.6333333333,0.6333333333,2.1691666667,0.0,2.1691666667
n5_B3_G3_p0.05,19:2|3:2,0.0002375,optimo,4,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,19:2|3:1,0.00463125,optimo,6,2,2,cruzada,cruzada;atomo_virgen,1.8512820513,1.8512820513,1.8512820513,0.0,1.8512820513
n5_B3_G3_p0.05,19:2|3:0,0.00225625,optimo,4,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,19:1,0.135375,optimo,11,3,1,cruzada,cruzada;atomo_virgen,0.95,0.95,3.1191666667,0.0,3.1191666667
n5_B3_G3_p0.05,19:1|b:2,0.0045125,optimo,20,2,2,cruzada,cruzada;atomo_virgen,1.9,1.9,1.9,0.0,1.9
n5_B3_G3_p0.05,19:1|b:1,0.08799375,optimo,22,3,2,cruzada,cruzada;multiatomo;atomo_virgen,2.7769230769,2.7769230769,2.7769230769,0.0,2.7769230769
n5_B3_G3_p0.05,19:1|b:0,0.04286875,optimo,4,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,19:0,0.857375,optimo,2,1,1,virgen,,0.95,0.95,1.9,0.0,1.9
n5_B3_G3_p0.05,19:0|2:1,0.04286875,optimo,4,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.05,19:0|2:0,0.81450625,optimo,4,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G3_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,1.76,0.0286790625,1.76
n5_B3_G3_p0.45,3:2,0.2025,S0,20,2,1,virgen,,0.605,0.605,1.155,0.0,1.155
n5_B3_G3_p0.45,3:2|14:2,0.04100625,S0,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,3:2|14:1,0.1002375,S0,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,3:2|14:0,0.06125625,S0,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,3:1,0.495,S0,12,2,1,virgen,,0.605,0.605,1.155,0.358875,1.155
n5_B3_G3_p0.45,3:1|c:2,0.1002375,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,3:1|c:1,0.245025,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,3:1|c:0,0.1497375,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,3:0,0.3025,S0,12,2,1,virgen,,0.605,0.605,1.155,0.0,1.155
n5_B3_G3_p0.45,3:0|c:2,0.06125625,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,3:0|c:1,0.1497375,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,3:0|c:0,0.09150625,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,raiz,1.0,rollout,19,3,0,virgen,,0.499125,0.499125,1.7886790625,0.0,1.878861875
n5_B3_G3_p0.45,13:3,0.091125,rollout,4,1,1,virgen,,0.55,0.55,1.1,0.0,1.1
n5_B3_G3_p0.45,13:3|4:1,0.04100625,rollout,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,13:3|4:0,0.05011875,rollout,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,13:2,0.334125,rollout,4,1,1,virgen,,0.55,0.55,1.1,0.0,1.1
n5_B3_G3_p0.45,13:2|4:1,0.15035625,rollout,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,13:2|4:0,0.18376875,rollout,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,13:1,0.408375,rollout,5,2,1,cruzada,cruzada;atomo_virgen,0.7333333333,0.7333333333,1.785,0.0,1.785
n5_B3_G3_p0.45,13:1|5:2,0.06125625,rollout,18,2,2,descendiente,intraatomo,2.0,2.0,2.0,0.0,2.0
n5_B3_G3_p0.45,13:1|5:1,0.19738125,rollout,22,3,2,cruzada,cruzada;multiatomo,1.1379310345,1.1379310345,1.1379310345,0.0,1.1379310345
n5_B3_G3_p0.45,13:1|5:0,0.1497375,rollout,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,13:0,0.166375,rollout,4,1,1,virgen,,0.55,0.55,1.1,0.0,1.1
n5_B3_G3_p0.45,13:0|4:1,0.07486875,rollout,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,13:0|4:0,0.09150625,rollout,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G3_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.76,0.0286790625,1.937643125
n5_B3_G3_p0.45,3:2,0.2025,optimo,16,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n5_B3_G3_p0.45,3:2|10:1,0.091125,optimo,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G3_p0.45,3:2|10:0,0.111375,optimo,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G3_p0.45,3:1,0.495,optimo,17,2,1,cruzada,cruzada;atomo_virgen,0.55,0.55,1.513875,0.0,1.513875
n5_B3_G3_p0.45,3:1|11:2,0.111375,optimo,6,2,2,cruzada,cruzada;atomo_virgen,1.1,1.1,1.1,0.0,1.1
n5_B3_G3_p0.45,3:1|11:1,0.2475,optimo,18,2,2,cruzada,cruzada;multiatomo,1.1,1.1,1.1,0.0,1.1
n5_B3_G3_p0.45,3:1|11:0,0.136125,optimo,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G3_p0.45,3:0,0.3025,optimo,4,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n5_B3_G3_p0.45,3:0|4:1,0.136125,optimo,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G3_p0.45,3:0|4:0,0.166375,optimo,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G3_p0.9,raiz,1.0,S0,1,1,0,virgen,,0.1,0.1,0.3,0.073,0.3
n5_B3_G3_p0.9,1:1,0.9,S0,2,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G3_p0.9,1:1|2:1,0.81,S0,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,1:1|2:0,0.09,S0,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,1:0,0.1,S0,8,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G3_p0.9,1:0|8:1,0.09,S0,16,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,1:0|8:0,0.01,S0,16,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,raiz,1.0,rollout,3,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n5_B3_G3_p0.9,3:2,0.81,rollout,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G3_p0.9,3:2|4:1,0.729,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,3:2|4:0,0.081,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,3:1,0.18,rollout,1,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n5_B3_G3_p0.9,3:1|1:1,0.09,rollout,2,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n5_B3_G3_p0.9,3:1|1:0,0.09,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,3:0,0.01,rollout,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G3_p0.9,3:0|4:1,0.009,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,3:0|4:0,0.001,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,raiz,1.0,optimo,3,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n5_B3_G3_p0.9,3:2,0.81,optimo,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G3_p0.9,3:2|4:1,0.729,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,3:2|4:0,0.081,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,3:1,0.18,optimo,1,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n5_B3_G3_p0.9,3:1|1:1,0.09,optimo,2,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n5_B3_G3_p0.9,3:1|1:0,0.09,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,3:0,0.01,optimo,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G3_p0.9,3:0|4:1,0.009,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.9,3:0|4:0,0.001,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B1_G2_p0.05,raiz,1.0,S0,3,2,0,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B1_G2_p0.05,raiz,1.0,rollout,3,2,0,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B1_G2_p0.05,raiz,1.0,optimo,3,2,0,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B1_G2_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B1_G2_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B1_G2_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B1_G2_p0.9,raiz,1.0,S0,8,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B1_G2_p0.9,raiz,1.0,rollout,8,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B1_G2_p0.9,raiz,1.0,optimo,8,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B1_G3_p0.05,raiz,1.0,S0,7,3,0,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B1_G3_p0.05,raiz,1.0,rollout,7,3,0,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B1_G3_p0.05,raiz,1.0,optimo,7,3,0,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B1_G3_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B1_G3_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B1_G3_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B1_G3_p0.9,raiz,1.0,S0,8,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B1_G3_p0.9,raiz,1.0,rollout,8,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B1_G3_p0.9,raiz,1.0,optimo,8,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G2_p0.05,raiz,1.0,S0,3,2,0,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B2_G2_p0.05,3:2,0.0025,S0,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.05,3:1,0.095,S0,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.05,3:0,0.9025,S0,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.05,raiz,1.0,rollout,3,2,0,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B2_G2_p0.05,3:2,0.0025,rollout,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.05,3:1,0.095,rollout,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.05,3:0,0.9025,rollout,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.05,raiz,1.0,optimo,3,2,0,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B2_G2_p0.05,3:2,0.0025,optimo,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.05,3:1,0.095,optimo,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.05,3:0,0.9025,optimo,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B2_G2_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B2_G2_p0.45,3:2,0.2025,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.45,3:1,0.495,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.45,3:0,0.3025,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B2_G2_p0.45,3:2,0.2025,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.45,3:1,0.495,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.45,3:0,0.3025,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B2_G2_p0.45,3:2,0.2025,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.45,3:1,0.495,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.45,3:0,0.3025,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G2_p0.9,raiz,1.0,S0,8,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B2_G2_p0.9,8:1,0.9,S0,1,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G2_p0.9,8:0,0.1,S0,1,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G2_p0.9,raiz,1.0,rollout,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B2_G2_p0.9,1:1,0.9,rollout,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G2_p0.9,1:0,0.1,rollout,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G2_p0.9,raiz,1.0,optimo,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B2_G2_p0.9,1:1,0.9,optimo,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G2_p0.9,1:0,0.1,optimo,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G3_p0.05,raiz,1.0,S0,7,3,0,virgen,,2.572125,2.572125,5.14425,0.0,5.14425
n6_B2_G3_p0.05,7:3,0.000125,S0,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:2,0.007125,S0,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:1,0.135375,S0,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:0,0.857375,S0,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,raiz,1.0,rollout,7,3,0,virgen,,2.572125,2.572125,5.14425,0.0,5.14425
n6_B2_G3_p0.05,7:3,0.000125,rollout,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:2,0.007125,rollout,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:1,0.135375,rollout,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:0,0.857375,rollout,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,raiz,1.0,optimo,7,3,0,virgen,,2.572125,2.572125,5.14425,0.0,5.14425
n6_B2_G3_p0.05,7:3,0.000125,optimo,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:2,0.007125,optimo,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:1,0.135375,optimo,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.05,7:0,0.857375,optimo,56,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n6_B2_G3_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B2_G3_p0.45,3:2,0.2025,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.45,3:1,0.495,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.45,3:0,0.3025,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B2_G3_p0.45,3:2,0.2025,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.45,3:1,0.495,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.45,3:0,0.3025,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n6_B2_G3_p0.45,3:2,0.2025,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.45,3:1,0.495,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.45,3:0,0.3025,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n6_B2_G3_p0.9,raiz,1.0,S0,8,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B2_G3_p0.9,8:1,0.9,S0,1,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G3_p0.9,8:0,0.1,S0,1,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G3_p0.9,raiz,1.0,rollout,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B2_G3_p0.9,1:1,0.9,rollout,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G3_p0.9,1:0,0.1,rollout,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G3_p0.9,raiz,1.0,optimo,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n6_B2_G3_p0.9,1:1,0.9,optimo,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B2_G3_p0.9,1:0,0.1,optimo,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n6_B3_G2_p0.05,raiz,1.0,S0,3,2,0,virgen,,1.805,1.805,5.415,0.0,5.415
n6_B3_G2_p0.05,3:2,0.0025,S0,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:2|c:2,6.25e-06,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:2|c:1,0.0002375,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:2|c:0,0.00225625,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1,0.095,S0,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:1|c:2,0.0002375,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1|c:1,0.009025,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1|c:0,0.0857375,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0,0.9025,S0,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:0|c:2,0.00225625,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0|c:1,0.0857375,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0|c:0,0.81450625,S0,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,raiz,1.0,rollout,3,2,0,virgen,,1.805,1.805,5.415,0.0,5.415
n6_B3_G2_p0.05,3:2,0.0025,rollout,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:2|c:2,6.25e-06,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:2|c:1,0.0002375,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:2|c:0,0.00225625,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1,0.095,rollout,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:1|c:2,0.0002375,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1|c:1,0.009025,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:1|c:0,0.0857375,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0,0.9025,rollout,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:0|c:2,0.00225625,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0|c:1,0.0857375,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:0|c:0,0.81450625,rollout,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,raiz,1.0,optimo,3,2,0,virgen,,1.805,1.805,5.415,0.0,5.415
n6_B3_G2_p0.05,3:2,0.0025,optimo,12,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n6_B3_G2_p0.05,3:2|c:2,6.25e-06,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n6_B3_G2_p0.05,3:2|c:1,0.0002375,optimo,48,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
