workspace_ref	gap_anchor_max	gap_anchor_med	tight_batt_med	sep_lo_flagship	sep_hi_flagship	n_instances	violations	runtime_seconds	tests_status	status	description
8ba8b8d	1.807557	0.579937	0.057800	1.609439	4.518590	11	0	48.113	pass	flat	S-opus48-slackmap flat (Opus 4.8, 2026-07-23, py3.13, workspace 8ba8b8d limpio, SIN edit a laminar_cert): baseline 1.807557 reproducido LIVE (48.3s, gates verdes: violations 0, tests pass, gap_anchor_max 1.807557, sep_hi 4.518590). Re-derivacion independiente DESDE EL CODIGO del frente vivo (transcript+cell-revere), no memoria; ninguna idea distinta barata+valida mueve la insignia (26a confirmacion). APORTE NUEVO (mapa per-gg del constructo VIGENTE 1.807, no del cell-reveal 2.033 de S80): en la insignia (n=32) el techo 2.711154 se reparte gg0:0, gg1:0.122, gg2:0.370(cell_dp 1.758), gg3:0.595(cell_dp 2.548), gg4:0.620(tb 3.296), gg5:0.483(tb 4.123), cola gg>=6:0.522. (1) gg=4 es el MAYOR contribuyente unico y es el CRUCE: tb 3.2963 < cell_dp 3.3888 => el min toma tb. Consecuencia de ingenieria no registrada: el dp((32,4),6) (~41s, el cuello de botella del runtime) NO afecta la cota insignia en gg=4; cell_dp solo paga su costo en gg=2,3 (donde gana 1.758<2.0, 2.548<2.668). Bajar _CELL_GG_CAP a 3 seria value-preserving en el score (flagship intacto) pero es speedup, no keep (el score es gap, no runtime). (2) Solo FLAGSHIP(n=32) y fam_G8(n=24) usan U_cell; fam_G16/32/64/128 caen a U_PI (score=flagship-bound). (3) TODO el slack residual vive en gg>=4 = costo de localizacion del canal REAL; premio cuantificado: si gg>=4 igualara el ratio ~1.8x medido vs OPT_g, gap->~1.06. Infeasible barato: belief DP correlacionado correctness-critical (gg=5 cell-reveal solo ~758s>>60s; OPT_4 real sobre C(32,4)=35960 configs), reservado multi-sesion con autorizacion humana. Sin keep: ningun numero baja con validez.
8ba8b8d	1.807557	0.579937	0.057800	1.609439	4.518590	11	0	48.091	pass	flat	S-opus48-vacuitythreshold flat (Opus 4.8, 2026-07-23, workspace 8ba8b8d limpio, SIN edit): baseline 1.807557 reproducido LIVE (viol 0, tests pass, 48.4s, gates verdes). 27a confirmacion independiente del carril, DESDE EL CODIGO (no memoria): relei _transcript_bound (LP conjunto g<=G / layer-cake g>G) y _u_cell (min(cell_dp, tb) en head gg<=4, min(gg,BG,tb) en cola). APORTE NUEVO (umbral de vacuidad exacto del transcript-count en la insignia, no en el log): la cota de transcript es VACUA (=g) sii C(n,g)<=Z(B,g,1); en la insignia el cruce cae JUSTO entre gg=2 y gg=3: C(32,2)=496 < 665=Z(6,2,1) => tb(gg2)=2=g VACUA; C(32,3)=4960 > 3367=Z(6,3,1) => capa top 3367/4960=0.679<1 => tb(gg3)=2.679 MUERDE. Consecuencia estructural unificada (afinamiento de S-perggdecomp): cell_dp es la UNICA cota vinculante solo en gg=1(exacta=1),2(tb vacua),3(tb 2.679 > cell 2.548); DESDE gg=4 la vinculante YA es el transcript-count real-channel (gg4: tb 3.296 < cell 3.389). => TODO el slack movible de la insignia es opt_g-only por dos rutas cerradas: gg=2,3 = cell-reveal-vs-opt_g (apretar exige revelar MENOS que per-celda = canal real = belief DP correlacionado exponencial/correctness-critical), gg>=4 = transcript-vs-opt_g (familia transcript AGOTADA, jointLP=max de la familia). CIERRE DE IDEAS DISTINTAS esta sesion (cada una cerrada por prueba citable, no por flat numerico): (1) tighten-head < cell_dp => opt_g (out-of-rail); (2) partial-reveal intermedio (direccion del program.md) COLAPSA a {opt_g exponencial, cell_dp} — no hay intermedio tratable entre observar la SUMA del pool (canal real) y el desglose per-celda (cell_dp); (3) tail < tb => solo opt_g (transcript agotado); (4) subir _CELL_GG_CAP a 5 = crash conocido (dp((32,5),6)~758s>>60s Y cell 4.290>tb 4.123 => value-preserving, no keep); (5) caveat de validez (cell_dp subcuenta opt_g en B=5 gg-denso, S-optgheadmeasure) sigue NO-verificable en insignia (opt_g(32) exponencial; reveal-g no termina gg=1 en 150s a G=16/B6) => riesgo abierto pero no accionable barato. Sin numero menor NI lema-de-keep nuevo (regla exige AMBOS; overfit prohibido) => NO keep, NO edit. DECISION BINARIA PARA EL HUMANO sin cambio: (1) autorizar build multi-sesion fuera-de-carril (belief DP correlacionado / full-reveal-K comprimido editando solver+certificates; premio gap 1.807->~0.5-1.0, sep_hi 4.52->~2.4); o (2) aceptar 1.807557 como techo certificado (separacion [1.61,4.52], +61% del ancla certificado por ambos lados a escala). Carril barato+valido de una iteracion AGOTADO en su optimo {1.807557}.
8ba8b8d	1.807557	0.579937	0.057800	1.609439	4.518590	11	0	47.979	pass	flat	S-opus48-realchannelDP flat (Opus 4.8, 2026-07-23, workspace 8ba8b8d limpio, SIN edit): baseline 1.807557 reproducido LIVE (violations 0, tests pass, gates verdes). ATAQUE al 'remaining win' que los docs nominan (belief DP real-channel del head gg=2,3) desde los PROTOTIPOS LIVE, 3 hallazgos duros. (1) REFUTACION de proto_optg2c ('exact opt_g gg=2'): NO es exacto, sobre-revela la mezcla s=1 de pools que CRUZAN dos atomos (VB recursa en 2 estados como si supiera cual limpio fue tomado; el canal real solo ve count=tot-1) => da 2.000 trivial en la insignia y 38 mismatches vs 2^n brute. Su docstring 'validated bit-exact' es FALSO; NO confiar. (2) proto_revealg SI es el optimo real-channel correcto (rastrea belief conjunto por-X, valida vs 2^n brute, revealg<=cell_dp, revealg>=V*), la cota mas apretada disponible, PERO su enumeracion de acciones a G=16 es inejecutable bajo puerta: gg=1 0.01s pero 0 mejora (ya =cell_dp=1.0); gg=2 EXACTO >7min y hasta el beam-LB >35s => no shippeable (<60s anchor). (3) el slack del head es CHICO en el regimen budget-rich insignia (BG=96): en n=12 (BG/n=8) real gg=2 in [1.909,2.0], slack<=0.091 => tightear head da <~0.05 en U. BREAKDOWN insignia U=2.71115: gg=3(w0.234,cell 2.548,contrib0.595), gg=4(w0.188,tb 3.296,0.620), gg=5(w0.117,tb 4.123,0.483); el transcript-LP YA muerde bajo trivial g DESDE gg=4 (3.296<4). CONCLUSION: no hay mejora valida barata; el belief-DP del head es low-ROI (slack chico budget-rich) Y no-shippeable (intractable G=16). Proxima sesion: portar optimizaciones de _u_cell (dedup simetria celdas, nact<=2, t=1 cerrado) a revealg y medir el TAIL gg=4-6 (ahi vive la masa), no el head. Cota SIN cambio.
8ba8b8d	1.807557	0.579937	0.057800	1.609439	4.518590	11	0	48.287	pass	flat	S1503-cellcheck CRITICAL (Opus4.8 2026-07-23, workspace 8ba8b8d SIN edit, baseline 1.807557 reproducido, gates verdes): CONFIRMA con solver INDEPENDIENTE que el shipped cell_dp SUBCUENTA el optimo real-channel en gg=2,3 (las capas donde cell_dp MANDA en la insignia) => NO es cota superior valida donde el bug muerde => 1.807557 probablemente NO certifica. Upgradea el caveat S-optgheadmeasure de 'riesgo no verificado' a VIOLACION CONFIRMADA de la propiedad de cota superior. EVIDENCIA 3-vias en acuerdo: (a) opt_g (proto_valsweep/proto_revealk, sobre las primitivas ground-truth augmented.core, espeja solve_optimal_dapts) y (b) solver from-scratch independiente (proto_truth5, belief=clean-sets, representacion distinta, sanity-checked B=1->0.4) dan AMBOS 2.0 y 3.0 en n5B4G4 gg2 / n7B5G6 gg3; (c) el teorema cell-reveal>=opt_g EXIGE cell_dp>=eso. real_cell_dp (copia fiel del shipped, bit-exacta vs insignia 1.758065/2.548387/3.388765) da 1.9 y 2.9714 < opt_g => cell_dp buggy-LOW. Sweep proto_caveat_regime: 10/108 puntos cell_dp<opt_g, gg/n en [0.40,0.71], MIN gg=2 => el undercount NO es dense-only, alcanza gg=2,3; magnitud O(0.1), concentrada donde opt_g=gg (localizacion facil). El bug es sesgo a la BAJA; a n=32 la mordida es no-verificable (opt_g(32) exponencial) pero la direccion pone 1.807557 en riesgo de invalid_bound que la bateria (per-gg enmascarado por la mezcla) NO atrapa. NUMERO VALIDO-DEMOSTRABLE (dropear cell_dp, usar solo transcript+trivial, ambos probados): gap 1.889114 (U 2.711154->2.789911, sep_hi 4.519->4.650), coste +0.0788; el valido REAL esta en (1.807557,1.889114], recuperable arreglando el DP cell_dp (correctness-critical). NO edito: no regreso unilateral del checkpoint compartido ni arriesgo un fix over-count no atrapable por la bateria. DECISION HUMANA: (1) re-certificar a 1.889114 valido-demostrable; o (2) arreglar el bug de cell_dp (accion/sub-parte perdida en el juego cell-reveal) => valido en (1.807,1.889]. Herramientas dejadas (root): proto_truth5.py, proto_caveat_regime.py. Ninguna idea barata+valida BAJA el numero; el carril cell-reveal ademas esta potencialmente INVALIDO, no solo agotado.
8ba8b8d	1.807557	0.579937	0.057800	1.609439	4.518590	11	0	69.061	pass	flat	S-opus48-optg2exact FLAT (Opus 4.8, 2026-07-23, workspace 8ba8b8d limpio, SIN edit a laminar_cert). CONSTRUI+VALIDE bit-exact (84/84 casos n<=7, B<=4, worst 6.7e-16 vs brute opt_g) un DP de creencia EXACTO real-channel para gg=2 con acciones COMPLETAS (exchangeable, prune de atomos known-active + canon; proto_optg2exact.py). CORRIGE proto_optg2c(VA) que es BUGGY (sobrecuenta a 2.0); solve_g2/policy2 solo dan cota INFERIOR. Reveal-g => sum_g wg*opt_g domina OPT, y opt_g<=cell_dp, asi que integrarlo APRETARIA valido. HALLAZGO CLAVE (por que sigue flat): el head cell-reveal ya es CASI TIGHT para gg=2 en el regimen insignia B=6: opt_g2=cell_dp=2.0 (0% slack) a n=10,12; solo 1.1% slack a n=14 (opt_g2=1.978 vs 2.0). El slack 7-36% que vi antes es SOLO B=4 test-starved (pocos tests). Head insignia real: gg=2 cell_dp=1.758, gg=3 cell_dp=2.548, gg=4 transcript=3.296 (dominan la masa Bin(32,0.1)). BLOQUEO: opt_g2 INTRATABLE a n=32 bajo la puerta 60s (>60s solo gg=2; el cell DP shipped ya usa ~49s por dp((32,4),6)); explosion de estados por particiones de tamano de atomo. Es problema de PERFORMANCE multi-sesion (merge por multiplicidad/forma cerrada), NO de correctness. Proximo: optimizar opt_g2 (o opt_g3/4) a segundos y REEMPLAZAR el cell DP lento => mas tight Y mas rapido.
8ba8b8d	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.812	pass	keep	fix(validez): cell_dp FIEL — las partes tomadas todo-limpias de un pool FALLIDO sobreviven (bug: se tiraban con el allgood parcial en nact==2/go => cell_dp SUBcontaba opt_g, verificado 10/108 sweep incl gg=2,3). El argumento citado (cell-reveal domina OPT por-gg) NO se sostenia para la impl y cell_dp MANDA en la insignia gg=2,3 => 1.807557 sin justificacion valida. FIEL: >=opt_g en 108 pts (0 viol), <=gg. Insignia: cell_dp satura a gg (1.758->2.0, 2.548->3.0) => subsumido por min(gg,transcript) => gap SUBE 1.807557->1.889114 = el valido-demostrable (== dropear cell_dp, S1503). No hay valido <1.889114 en esta clase (mejora exige opt_g correlacionado, multi-sesion). _CELL_GG_CAP 4->3 (gg=4 fiel satura+~76s). Reversible: 8ba8b8d preserva 1.807557.
24ea9c9	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	40.208	pass	flat	S-opus48-optgmerged FLAT (Opus 4.8, 2026-07-23, laminar_cert SIN edit, gap 1.889114 reproducido, gates verdes). CONSTRUI+VALIDE el primer OPT_g EXACTO real-channel para g GENERAL (proto_optg_merged.py): POMDP support-set comprimido por exchangeability con outcomes MERGED (observa solo el conteo total, no per-celda) => es el optimo real, no la relajacion cell-reveal. Bit-exact vs brute dp_value en 420 casos n<=7 (worst 1.8e-15). CLAVE: (1) gap_anchor_max lo fija SOLO el insignia n=32 (familia n>=64 gap ~0.58<<1.889 por q chico, no mueve el max). (2) El bound insignia = _transcript_bound ENTERO: verifique sum_gg wg*min(cell_dp,tb)=2.789911 == suma tb-only, i.e. cell_dp>=tb para TODO gg del insignia (g<<n); reconfirmado T=_CELL_GG_CAP 3->4 da gap IDENTICO 1.889114 en 75.7s (>60s gate, puro costo). (3) tb NO es tight: en regimen flagship-flavored (g~n) tb~2x OPT_g exacto (p.ej n7g5B2G6 tb4.286 vs OPT 2.143); cell_dp==OPT en B=2, cell_dp>OPT en B>=3 (1.06-1.07x). El UNICO objeto <tb es OPT_g exacto. (4) PERO OPT_g merged es EXPONENCIAL en n con G=16,B=6: n8g3=1.4s, n10g3>30s, n32 g>=3 INFACTIBLE; y en la parte factible g=1,2 OPT_g==tb==g (0 loss, localizacion no muerde). => NINGUNA ganancia cheap+valida <tb; gap 1.889114 sin cambio. El premio (OPT_g g>=3 a n=32) sigue tras el muro de computo, confirmado ahora con codigo validado, no solo aserto. proto_optg_merged.py queda como la referencia exacta para el track autorizado.
24ea9c9	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	20.090	pass	flat	S-opus48-exactdp flat: belief correlacionado EXACTO (support-set POMDP, proto_optg_merged) VALIDADO bit-exact 368 casos n<=7 (0 mismatch, peor 1.8e-15) = la 'representacion comprimida exacta' que S46-S69 nombraron. INTRATABLE en insignia MEDIDO: g=2 fijo n=12=1.5s->n=16=88s (~2.8x/+n, proliferacion de tamanos de atomo, superexp en n) => n=32 horas, fuera del gate. Mapa del premio: slack en gg=2..7 (cell manda gg<=3: 1.758/2.548; transcript manda gg>=4). Proximo paso concreto: comprimir la dimension de TAMANOS del DP exacto (ya correcto). Cota SIN cambio 1.889114, gates verdes, comment-only.
2409c90	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.732	pass	flat	S-opus48-crossg flat (Opus 4.8, 2026-07-23, workspace 2409c90 limpio, SIN edit al carril): baseline 1.889114 reproducido LIVE (gates verdes, viol 0, tests pass, 19.7s). NUEVA closure no registrada: el ACOPLAMIENTO CROSS-G del transcript-count (una sola politica/familia de transcripts N_s COMPARTIDA entre todos los g, no per-g independiente). Motivacion real: sum configs g=2..8 = 15.0M > Z(6,16,1)=7.36M => el presupuesto de transcripts SI ata a traves de g (el jointlp vigente es cross-CAPA dentro de un g fijo; nunca acopla cross-g). Construido como LP valido (E[#acred]<=E[maxsub_T(C)]=sum_c P(exists S in T,|S|>=c,S subset C); N_s>=0, sum_s N_s<=Z(B,G,1), x_{g,s}<=N_s*C(g,s)/C(n,s)). VALIDO (LP maximiza sobre N feasible incl. la del optimo => domina OPT) pero ESTRICTAMENTE MAS FLOJO: da 3.189568 vs shipped 2.789911 en la insignia. CAUSA cuantificada: acoplar cross-g OBLIGA el alfabeto GLOBAL G+1=17 (Z(6,16,1)=7.36M) y PIERDE el refinamiento per-g A=min(G,g) (Z(6,5,1)=31,031, 237x menor) que fue el mayor lever del carril (galphabet keep, tb gg5 5.0->4.154). El acople cross-g solo recorta ~0.01 del trivial 3.2; perder el refinamiento cuesta ~0.40 => neto 40x peor. min(shipped,crossg)=shipped, cero cambio. El refinamiento de alfabeto es INTRINSECAMENTE per-g (condiciona en 'exactamente g limpios' => conteos en <=g+1 valores); cualquier acople cross-g lo rompe. Cierra la ultima variante no-probada de la familia transcript. El slack residual sigue siendo COSTO DE LOCALIZACION puro, solo capturable por opt_g exacto (belief correlacionado, intratable n=32, FUERA del carril). Adopta senal de paro.
e74d3a5	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.641	pass	flat	S-opus48-doblecandado FLAT (comment-only, commit e74d3a5): head residuo insignia = SOLO g=2. C1 info-relax da trivial g para g<=G (clearing g<=G limpios cuesta 1 test tras identificar => todo el hueco es COSTO DE IDENTIFICACION, invisible a todo reveal; explica cell_dp>=tb). C2 conteo tb=g <=> (g+1)^B-g^B>=C(n,g) (insignia: vacuo g<=2, muerde g>=3). g=1 doble-vacuo pero OPT=1 tight; g=2 DOBLE-CANDADO + OPT<2 (n16=1.908, cae) peso 0.21 premio ~0.1 gap, unico apretador = DP exacto probabilistico intratable (multi-sesion). g>=3 LP=maximo de familia. Carril barato+valido AGOTADO 1.889114.
e74d3a5	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.615	pass	flat	S-opus48-configlimited FLAT (Opus 4.8, 2026-07-23, workspace e74d3a5 limpio, SIN edit): baseline 1.889114 reproducido LIVE (violations 0, tests pass, 19.5s, gates verdes). Revision independiente que NO reabre direccion cerrada y APORTA una clausura mas afilada del residuo g=2 que S-doblecandado. (1) LEMA DE INYECCION POR HOJA (prueba mas limpia del transcript-count, citable para el paper): en el arbol de decision determinista optimo, cada HOJA l tiene conjunto acreditado A(l)=union de pools-cero de su rama, y A(l) es SUBCONJUNTO del conjunto limpio de toda config que la alcanza; una config kappa se acredita COMPLETA sii A(l)=kappa => A LO SUMO UNA config por hoja recibe full-credit (la unica = A(l), si |A(l)|=g). Luego #full-credit <= #{hojas con |A|=g} <= Z(B,min(G,g),ceil(g/G)); la inyeccion kappa->su-hoja es transparente (A(hoja) recupera kappa). (2) DICOTOMIA CONFIG-LIMITED vs TRANSCRIPT-LIMITED (crossover exacto medido en la insignia): tb=g (VACUO) sii Z(B,min(G,g),1) >= C(n,g). g=1: 63>=32; g=2: 665>=496 => AMBOS config-limited => el recurso de transcripts NO ata (sobran hojas para full-creditear las 496 configs) => NINGUN refinamiento de la familia transcript (alfabeto min(G,g), layer-cake, cross-g, LP conjunto cross-capa) puede JAMAS morder g=2, porque todos acotan #full-credit-configs y ese numero YA esta capado por C(n,g) < Z. g>=3: Z<C(n,g) (3367<4960) => transcript-limited => tb muerde (por eso el LP empezo a morder exactamente en gg>=4, nunca toco g=2). Esto convierte el 'doble-candado numerico' de S-doblecandado en un BLOQUEO PROBADO por una desigualdad de cardinalidad. (3) REFUTACION del ultimo grado de libertad estructural no probado: los pools-cero son SUBSET del conjunto limpio (conteo 0 <=> cero activos) => tamano <= min(G,g), NO <= G. Se probo si ese hecho aprieta el multiplicador de cobertura ceil(c/min(G,g)) < ceil(c/G): MEDIDO, ceil(g/G)=ceil(g/min(G,g))=1 para todo g<=9 en la insignia => CERO cambio (ambos dan k=1). El unico caso donde diferiria (min(G,g)<c<=G) no ocurre porque c<=g<=min(G,g) siempre. Cierra esa sub-idea. CONCLUSION: el residuo movible de la insignia es EXACTAMENTE g=2 (g=1 tight OPT=1; g>=3 tb muerde pero su slack vs OPT_g es localizacion pura), y g=2 esta bloqueado a TODA cota barata de conteo por 665>496; su unico apretador es el DP correlacionado EXACTO de g=2 (proto_optg2exact, ya construido+validado bit-exact en S-optg2exact) MEDIDO intratable a n=32 (n=16=88s, proliferacion de tamanos de atomo, NO factor de hardware). Ninguna idea barata+valida de una iteracion baja 1.889114; el premio (~0.05 en g=2, gap->~0.82 la cola completa exacta) vive entero tras el coarsening-de-tamanos que solo SUBA el valor, track multi-sesion. NO keep, NO edit (sin numero menor NI construccion valida barata; solo el mapa afilado del muro).
e74d3a5	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.975	pass	flat	S-opus48-boot2 FLAT (Opus 4.8, 2026-07-23, workspace e74d3a5 limpio, SIN edit): baseline 1.889114 reproducido LIVE (viol 0, tests pass, 19.7s, gates verdes). Revision independiente DESDE EL CODIGO VIGENTE (no memoria): upper_bound=min(U_PI,U_cell); en la insignia U_cell=sum_gg wg*min(gg,transcript_bound), cell_dp SUBSUMIDO (satura a gg post-cellfix) => techo insignia = LP conteo-de-transcripts 2.789911. Busque UNA idea distinta barata+valida y la falsee: (1) gg=2 cardinalidad afilada (credit-both exige el par exacto como pool-cero size<=2; #pools-size-2 testeados <= #nodos-arbol 364 < C(32,2)=496 => morderia) es INVALIDA: ignora la ruta dos-singletons (Case B) => el total valido re-excede 496 => vuelve a tb=2; shippearla arriesga invalid_bound a n=32 que la bateria n<=7 NO atrapa. (2) gg=2 exacto (hidden-pair belief DP) ya construido+validado (S-optg2exact) e intratable (n=16=88s). (3) union-sobre-tests/transcripts-con-probabilidad telescopia a g (S56). (4) info-relax/capacidad/relacional cerradas por teorema/contraejemplo. Todo angulo colapsa al COSTO DE LOCALIZACION que el LP de transcripts ignora, solo capturable por el DP de belief correlacionado intratable a n=32. Ninguna construccion barata+valida de una iteracion baja 2.789911. Carril AGOTADO en su optimo 1.889114; el premio (gap->~0.5) exige el build multi-sesion FUERA del carril (editar solver/certificates), con autorizacion humana. ADOPTA la senal de paro.
e74d3a5	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.718	pass	flat	S-opus48-cardleafmap FLAT (Opus 4.8, 2026-07-23, workspace e74d3a5 limpio, SIN edit a laminar_cert): baseline 1.889114 reproducido LIVE (viol 0, tests pass, 19.7s, gates verdes; _CELL_GG_CAP=3 => cell_dp NO se computa, cota insignia = min(gg,transcript_bound) puro). Re-derivacion independiente DESDE EL CODIGO (no memoria): lei upper_bound/_u_cell/_transcript_bound completos. Confirmo la estructura vigente: en la insignia (unico ancla que fija el max; n>=64 gap ~0.58<<1.889) U_cell = sum_gg Bin(32,0.1)[gg]*min(gg, tb(gg)); cell_dp FIEL satura >=tb en TODO gg (=> subir _CELL_GG_CAP a 4 es value-preserving PERO puro slowdown 19.7s->~60s, NO keep: el score es gap no runtime). APORTE NUEVO (mapa de cardinalidad per-gg, afina S-configlimited/S-boot2 con la cota de leaf-count EXACTA (A+1)^B, no solo Z): gg=1 config-limited 63>=32 pero OPT=1 tight (1 limpio aislable en 6 count-tests entre 32); gg=2 config-limited 665>=496 Y ADEMAS (A+1)^B=729>=496 => incluso el arbol de decision MAS FINO posible (729 hojas) PUEDE full-creditear las 496 parejas => OPT_g(2)<2 es 100% PROBABILISTICO (localizacion), CERO holgura de cardinalidad: NINGUNA cota de conteo (Z, leaf-count, o cualquier refinamiento de la familia transcript) puede dar <2 en gg=2, solo el DP prob exacto (n=16 ya 88s); gg>=3 transcript-limited (Z<C(n,gg): 3367<4960) => tb MUERDE, y el residuo tb-OPT_g es costo de localizacion puro. Conclusion: TODO el slack movible de la insignia (gg=2 prob puro + gg>=3 localizacion) vive detras del OPT_g exacto correlacionado (proto_optg_merged, validado bit-exact 368 casos, MEDIDO intratable: n=16 g=2 = 88s => n=32 horas, proliferacion de tamanos de atomo, no factor de hardware). Ninguna idea barata+valida de una iteracion baja 1.889114 (27a+ confirmacion, ahora con el mapa de cardinalidad cerrado por leaf-count exacto). DECISION HUMANA sin cambio: (1) aceptar 1.889114 como techo certificado (separacion [1.61,4.65], +61% del ancla certificado por ambos lados a escala); o (2) autorizar el build multi-sesion FUERA del carril (comprimir la dimension de tamanos del DP exacto EDITANDO solver/certificates; premio gap 1.889->~0.5, sep_hi 4.65->~2.4). Carril barato+valido de una iteracion AGOTADO en su optimo {1.889114}.
e74d3a5	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.856	pass	flat	S-opus48-tractgap FLAT (Opus 4.8, 2026-07-23, workspace e74d3a5 limpio, SIN edit): baseline 1.889114 reproducido LIVE (viol 0, tests pass, 19.6s, gates verdes). Bootstrap honesto (results.tsv+git log+codigo live) y pase de primeros principios; NO hallo idea distinta barata+valida. APORTE: (1) descomposicion tb per-gg exacta del techo insignia 2.789911 = SOLO transcript_bound (cell_dp FIEL satura >=tb en TODO gg, confirmado): contrib gg=2->0.4205(tb=2 VACUO),3->0.6233(2.668),4->0.6204(3.296),5->0.4828(4.123),6->0.2953(5.043),7->0.1451(6.005); gg>=8 ~0.08. (2) FRAMING NITIDO DEL MURO (candidato-a-lema): el intervalo [opt_g, tb) NO contiene NINGUNA cota valida tratable. Toda cota tratable es o >=g (familia info-relajacion; =tb-vacua en la capa top para g<=G, C1) o =tb (familia conteo-de-transcripts, que es su PROPIO maximo, probado+cross-g flat); el UNICO objeto valido estrictamente dentro es el belief-DP correlacionado EXACTO, intratable (proliferacion de tamanos, g=2 n=16=88s medido). => el residuo (costo de localizacion gg=2..7) es inalcanzable en el carril de una iteracion. (3) CONFIRMADO proto_optg2 (beam) es cota INFERIOR de opt_g (acciones restringidas) => UNSAFE de shippear (sumar un lower-bound arriesga caer bajo V* = invalid_bound). Pozo de ideas baratas+validas SECO; sin numero menor NI construccion valida barata => NO keep.
e74d3a5	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.502	pass	flat	S-opus48-currentmap FLAT (Opus 4.8, 2026-07-23, workspace e74d3a5 limpio, SIN edit a laminar_cert). Baseline 1.889114 reproducido LIVE (viol 0, tests pass, ~20s, _CELL_GG_CAP=3 => cell_dp no se computa en insignia, cota = min(U_PI, sum_gg wg*min(gg,BG,transcript))). Re-derivacion independiente DESDE EL CODIGO. APORTE: descomposicion del techo insignia en la construccion VIGENTE (supera el mapa stale era-2.032726 de la docstring). Techo=2.789911; ahorro transcript vs gg trivial=0.410; residuo repartido gg=2..7: gg=2 contrib 0.4205 a valor 2.0 (transcript VACUO Z(6,2,1)=665>=C(32,2)=496 Y cell-reveal satura a 2.0 => doble-candado, pero OPT_g2~1.908 medido n=16 y cayendo => ~0.1+ premio); gg=3..7 transcript MUERDE (3->2.668, 4->3.296, 5->4.123, 6->5.043, 7->6.005) pero sigue ~2x OPT_g (costo de localizacion). VERIFICADO: cada termino gg ya usa min(gg,cap,tb,[cell_dp head]) => NO hay slack computacional (ningun termino usa un valor mas flojo que una cota valida barata disponible). Trilema re-confirmado: toda idea distinta barata+valida mapea a direccion cerrada (info-relaxation->g; transcript family LP-tight AGOTADA; capacidad/bits vacuas; V-hat aditiva->g; u_pen desacoplado>=U_PI; Lagrangian budget flat G=16; telescopio/m-monotonia/flip/concavidad/chord/secant FALSOS por no-monotonia en n; g=5 exacto 758s, gg=2 exacto n=16=88s intratable). El premio (gap->~0.5) vive ENTERO tras el DP de belief correlacionado comprimido, multi-sesion FUERA del carril. NO keep (sin numero menor ni construccion valida barata).
e74d3a5	1.889114	0.579937	0.088055	1.609439	4.649851	11	0	19.670	pass	flat	S-opus48-bitmargin FLAT (Opus 4.8, 2026-07-23, workspace e74d3a5 limpio, SIN edit): baseline 1.889114 reproducido LIVE (viol 0, tests pass, ~20s, gates verdes). Bootstrap honesto (results.tsv+git log workspace+CODIGO live: upper_bound=min(U_PI,U_cell); insignia U_cell=sum_gg wg*min(gg,tb), cell_dp subsumido con _CELL_GG_CAP=3). Re-derive el muro por primeros principios e INDEPENDIENTEMENTE llego al mapa de S-configlimited/cardleafmap. APORTE (cuantificacion INFORMACIONAL del candado gg=2, corrobora la cardinalidad 665>=496 por el lado de bits, no registrada antes en cifras): con el alfabeto CORRECTO min(G,gg)+1=3 el transcript de gg=2 lleva B*log2(3)=9.51 bits > log2(C(32,2))=8.95 nec => sobran ~0.56 bits => identificar la pareja limpia es info-suficiente => TODA cota de conteo da gg=2 (vacua); es el margen MAS AJUSTADO del head y explica por que 665>=496 (config-limited). Contraste: gg=5 lleva 6*log2(6)=15.51 bits < 17.62 nec (deficit 2.1 bits) => tb MUERDE (Z(6,5,1)=31031, capa top 0.154, tb=4.154). Confirmo el mecanismo de saturacion: en gg=5 las capas c=1..4 dan P(acred>=c)=min(1,Z*C(5,c)/C(32,c))=1 exacto; son costo de LOCALIZACION puro (P real <1 pero incapturable por conteo, solo por el DP correlacionado). Considere y descarte por mi cuenta DOS ideas antes de leer su cierre: (a) cross-gg joint LP compartiendo el presupuesto de transcripts -> pierde el alfabeto per-gg min(G,gg) (usa G+1 global) => no mejora; (b) credit-both por par-exacto size<=2 -> la ruta dos-singletons re-excede 496 (ya refutada S-boot2). Ninguna idea distinta barata+valida baja 1.889114; pozo SECO. NO keep, NO edit. ADOPTA la senal de paro S67+: el premio (gap->~0.5, sep_hi 4.65->~2.4) exige el DP de belief correlacionado comprimido (coarsening de tamanos que solo SUBA el valor), multi-sesion FUERA del carril (editar solver/certificates), con autorizacion humana.
